"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Ray Allen","MIL",69,2526,271,616,197,74,90,47,60,23,51
"Kenyon Martin","NJN",73,2505,192,423,153,39,82,21,50,9,30
"Nick Van Exel","DAL",72,2498,478,1056,378,100,195,43,140,35,65
"David Wesley","CHH",67,2490,236,511,197,39,89,44,64,4,35
"Kenny Thomas","HOU",72,2482,137,325,86,51,47,9,30,21,30
"Anfernee Hardaway","PHX",80,2465,324,695,277,47,133,49,95,8,39
"Keith Van Horn","NJN",81,2462,164,355,137,27,73,25,39,5,22
"Raef LaFrentz","DAL",78,2454,89,196,71,18,33,10,28,8,10
"Alonzo Mourning","MIA",75,2453,87,190,71,16,33,5,33,9,7
"Dale Davis","POR",78,2447,96,215,73,23,34,7,32,4,19
"Jamaal Tinsley","IND",80,2443,647,1423,518,129,231,118,169,43,86
"Kenny Anderson","BOS",76,2428,403,960,249,154,139,26,84,32,122
"Shaquille O'Neal","LAL",67,2421,200,446,154,46,93,19,42,6,40
"Vlade Divac","SAC",80,2419,297,636,255,42,130,25,100,14,28
"Desmond Mason","SEA",75,2418,104,248,64,40,31,9,24,16,24
"Pat Garrity","ORL",80,2401,99,239,58,41,25,11,22,9,32
"Vince Carter","TOR",60,2386,239,519,198,41,105,33,60,13,28
"Mark Jackson","NYK",82,2364,605,1339,476,129,160,97,219,30,99
"Chauncey Billups","MIN",82,2356,450,969,381,69,110,102,169,16,53
"Bonzi Wells","POR",74,2351,204,439,173,31,103,25,45,9,22
"Glenn Robinson","MIL",66,2348,168,384,120,48,57,36,27,16,32
"Steve Francis","HOU",57,2341,362,816,270,92,149,23,98,25,67
"Lamond Murray","CLE",71,2311,157,334,137,20,59,34,44,7,13
"David Robinson","SAS",78,2305,94,207,75,19,53,9,13,5,14
"Rod Strickland","MIA",76,2291,463,1005,384,79,125,56,203,28,51
"Rick Fox","LAL",82,2290,283,617,232,51,135,47,50,19,32
"Chucky Atkins","DET",79,2281,263,587,202,61,91,36,75,25,36
"Tony Parker","SAS",77,2271,334,743,259,75,114,66,79,45,30
"Brad Miller","IND",76,2264,152,322,134,18,47,22,65,3,15
"Brian Grant","MIA",72,2257,137,290,121,16,59,23,39,3,13
"Moochie Norris","HOU",82,2246,403,936,273,130,136,31,106,30,100
"James Posey","DEN",73,2243,180,410,130,50,54,23,53,15,35
"Jason Williams","MEM",65,2238,519,1089,468,51,243,84,141,20,31
"Trenton Hassell","CHI",78,2236,172,369,147,25,56,32,59,6,19
"Eric Snow","PHI",61,2225,400,854,346,54,147,75,124,15,39
"Darius Miles","LAC",82,2225,184,422,130,54,64,34,32,11,43
"Rasho Nesterovic","MIN",82,2221,75,167,58,17,22,12,24,3,14
"Danny Fortson","GSW",77,2219,127,278,103,24,58,31,14,3,21
"Steven Smith","SAS",77,2212,151,339,114,37,62,28,24,18,19
"Horace Grant","ORL",76,2212,104,248,64,40,26,11,27,8,32
"Richard Hamilton","WAS",63,2200,171,360,153,18,58,31,64,5,13
"Keon Clark","TOR",81,2187,88,198,66,22,36,11,19,5,17
"Chris Whitney","WAS",82,2171,314,652,290,24,96,53,141,5,19
"Nazr Mohammed","ATL",82,2170,33,73,26,7,21,3,2,1,6
"Antonio Daniels","SAS",82,2170,228,519,165,63,64,41,60,35,28
"Elden Campbell","CHH",77,2158,102,226,80,22,29,13,38,5,17
"Quentin Richardson","LAC",81,2154,128,280,104,24,52,28,24,4,20
"Andrei Kirilenko","UTA",82,2154,94,196,86,8,42,6,38,3,5
"Jumaine Jones","CLE",81,2143,116,253,95,21,34,23,38,9,12
"Robert Horry","LAL",81,2143,232,509,187,45,102,33,52,9,36
"Mike Miller","ORL",63,2128,198,444,150,48,57,13,80,14,34
"Michael Jordan","WAS",60,2089,310,685,245,65,86,45,114,19,46
"Derrick Coleman","PHI",58,2081,98,200,94,4,54,16,24,2,2
"Chris Webber","SAC",54,2072,259,567,210,49,113,28,69,17,32
"Anthony Peeler","MIN",82,2060,177,380,151,26,57,36,58,10,16
"Larry Hughes","GSW",73,2046,316,671,277,39,128,65,84,12,27
"Scottie Pippen","POR",62,1999,363,797,292,71,135,44,113,26,45
"Bryon Russell","UTA",66,1998,136,288,120,16,48,19,53,0,16
"Tim Thomas","MIL",74,1991,105,247,68,37,24,18,26,18,19
"Morris Peterson","TOR",63,1990,153,329,130,23,59,26,45,10,13
"Jon Barry","DET",82,1989,274,609,213,61,122,53,38,29,32
"Derek Fisher","LAL",70,1975,181,388,155,26,82,40,33,6,20
"Hedo Turkoglu","SAC",80,1969,163,369,120,43,67,9,44,15,28
"Marcus Fizer","CHI",76,1965,120,268,92,28,34,9,49,5,23
"Ricky Davis","CLE",82,1956,178,401,133,45,50,32,51,19,26
"Bo Outlaw","PHX",83,1929,127,275,106,21,44,21,41,4,17
"Joe Smith","MIN",72,1925,82,183,63,19,20,13,30,3,16
"Richard Jefferson","NJN",79,1919,140,305,115,25,58,19,38,8,17
"Kelvin Cato","HOU",75,1919,29,65,22,7,13,0,9,3,4
"Popeye Jones","WAS",79,1918,127,271,110,17,50,15,45,3,14
"Joe Johnson","PHX",77,1917,179,407,130,49,46,28,56,15,34
"Lee Nailon","CHH",79,1913,94,202,80,14,37,12,31,3,11
"Michael Curry","DET",82,1905,127,308,73,54,32,10,31,21,33
"Eddie Griffin","HOU",73,1895,53,121,38,15,14,9,15,2,13
"Scot Pollard","SAC",80,1882,53,116,43,10,19,7,17,1,9
"Rodney Rogers","BOS",77,1880,111,243,90,21,52,21,17,4,17
"Grant Long","MEM",66,1868,136,288,120,16,57,28,35,8,8
"Troy Hudson","ORL",81,1857,255,563,202,53,113,20,69,16,37
"Derek Anderson","POR",70,1856,216,481,167,49,88,23,56,9,40
"Jacque Vaughn","ATL",82,1855,349,769,278,71,133,35,110,29,42
"George McCloud","DEN",69,1832,204,441,171,33,74,51,46,11,22
"Jim Jackson","MIA",55,1823,140,298,122,18,41,21,60,8,10
"Tony Battie","BOS",74,1821,35,82,23,12,10,3,10,1,11
"Stromile Swift","MEM",68,1801,50,108,42,8,17,8,17,1,7
"Jeff Foster","IND",82,1785,70,151,59,11,32,9,18,4,7
"Bob Sura","GSW",78,1784,275,595,230,45,108,42,80,10,35
"Rodney Buford","MEM",63,1770,71,153,60,11,31,9,20,5,6
"Ruben Patterson","POR",75,1766,107,238,83,24,37,9,37,11,13
"Devean George","LAL",82,1762,111,250,83,28,35,16,32,7,21
"Bobby Jackson","SAC",81,1753,164,363,129,35,64,18,47,11,24
"Travis Best","CHI",74,1750,324,712,260,64,82,59,119,25,39
"Eric Williams","BOS",74,1750,109,272,55,54,31,8,16,11,43
"Donyell Marshall","UTA",58,1749,101,213,90,11,51,12,27,2,9
"Erick Dampier","GSW",73,1737,87,192,69,18,26,12,31,2,16
"Malik Rose","SAS",82,1728,61,140,43,18,26,7,10,9,9
"Clar. Weatherspoon","NYK",56,1726,60,134,46,14,24,10,12,3,11
"Kevin Ollie","IND",81,1724,291,640,233,58,72,39,122,7,51
"DerMarr Johnson","ATL",72,1722,81,171,72,9,44,7,21,3,6
"Ron Mercer","IND",53,1718,128,281,103,25,36,14,53,4,21
"Eric Piatkowski","LAC",71,1717,112,231,105,7,37,50,18,1,6
"Vin Baker","SEA",55,1711,72,171,45,27,17,11,17,5,22
"Corliss Williamson","DET",78,1707,94,226,56,38,26,12,18,15,23
"Bruce Bowen","SAS",59,1699,88,201,63,25,26,17,20,14,11
"Ryan Bowen","DEN",75,1688,52,115,41,11,22,6,13,3,8
"LaPhonso Ellis","MIA",66,1684,56,122,46,10,15,3,28,4,6
"Ervin Johnson","MIL",81,1659,27,64,17,10,8,2,7,6,4
"Chris Mihm","CLE",74,1658,24,56,16,8,5,3,8,1,7
"Voshon Lenard","DEN",71,1656,130,286,104,26,51,11,42,9,17
"Samaki Walker","LAL",69,1654,64,150,42,22,16,8,18,2,20
"Jonathan Bender","IND",78,1646,62,135,51,11,12,17,22,6,5
"Metta World Peace","IND",55,1641,127,272,109,18,56,12,41,3,15
"Erick Strickland","BOS",79,1640,184,455,97,87,47,18,32,21,66
"Calbert Cheaney","DEN",68,1637,110,243,87,23,41,15,31,10,13
"Jerome Williams","TOR",68,1636,75,169,56,19,15,9,32,5,14
"Corey Maggette","LAC",63,1617,112,243,93,19,40,30,23,6,13
"Lindsey Hunter","LAL",82,1614,129,281,106,23,49,22,35,12,11
"Tim Hardaway","DEN",68,1600,278,601,233,45,91,48,94,9,36
"Jamal Mashburn","CHH",40,1596,171,374,139,32,63,27,49,9,23
"Shandon Anderson","NYK",82,1595,76,168,60,16,27,17,16,4,12
"Jake Tsakalidis","PHX",67,1585,23,50,19,4,9,3,7,1,3
"Chris Childs","TOR",69,1579,351,757,296,55,121,47,128,16,39
"Othella Harrington","NYK",77,1564,37,89,22,15,6,9,7,4,11
"Lucious Harris","NJN",74,1556,116,259,89,27,39,16,34,8,19
"Jamaal Magloire","CHH",82,1552,31,66,27,4,9,5,13,0,4
"Aaron Williams","NJN",82,1550,77,163,68,9,27,8,33,5,4
"Speedy Claxton","PHI",67,1530,198,426,168,30,68,32,68,13,17
"Greg Anthony","MIL",60,1513,282,601,245,37,92,45,108,14,23
"Todd MacCulloch","NJN",62,1502,78,169,65,13,22,10,33,4,9
"Tyrone Nesby","WAS",70,1499,91,202,71,20,19,17,35,6,14
"Toni Kukoc","ATL",59,1496,209,458,169,40,103,19,47,7,33
"Adonal Foyle","GSW",79,1485,41,86,37,4,19,9,9,0,4
"Aaron McKie","PHI",48,1469,179,373,164,15,67,37,60,3,12
"Tyronn Lue","WAS",71,1462,246,511,227,19,71,46,110,4,15
"Troy Murphy","GSW",82,1450,70,156,54,16,28,10,16,4,12
"Tony Delk","BOS",63,1446,132,306,90,42,40,17,33,4,38
"Jarron Collins","UTA",70,1445,58,128,46,12,22,4,20,2,10
"Christian Laettner","WAS",57,1444,151,327,126,25,33,30,63,4,21
"Corie Blount","PHI",72,1429,44,96,36,8,24,4,8,3,5
"Michael Redd","MIL",67,1417,91,204,69,22,27,18,24,7,15
"Kendall Gill","MIA",65,1414,100,216,84,16,40,14,30,7,9
"Fred Hoiberg","CHI",79,1406,136,291,117,19,44,19,54,5,14
"Jason Collins","NJN",77,1403,81,173,70,11,32,10,28,3,8
"Tyson Chandler","CHI",71,1393,54,112,50,4,24,5,21,3,1
"Adrian Griffin","DAL",58,1387,106,249,69,37,31,12,26,12,25
"Charles Oakley","CHI",57,1384,114,241,101,13,43,17,41,2,11
"Hakeem Olajuwon","TOR",61,1375,66,148,50,16,29,5,16,2,14
"Hanno Mottola","ATL",82,1368,50,120,30,20,17,2,11,5,15
"Avery Johnson","DAL",68,1353,286,651,207,79,89,27,91,32,47
"Eduardo Najera","DAL",62,1351,38,92,22,16,10,3,9,2,14
"Jahidi White","WAS",71,1347,17,38,13,4,7,1,5,0,4
"Vitaly Potapenko","BOS",79,1344,30,72,18,12,4,2,12,1,11
"Zydrunas Ilgauskas","CLE",62,1330,70,158,52,18,30,9,13,2,16
"Courtney Alexander","WAS",56,1323,86,185,73,13,16,24,33,4,9
"Stacey Augmon","CHH",77,1316,103,233,76,27,27,16,33,6,21
"Al Harrington","IND",44,1309,54,123,39,15,18,4,17,8,7
"Scott Padgett","UTA",75,1292,82,182,64,18,31,7,26,4,14
"Terry Porter","SAS",72,1289,205,458,157,48,87,31,39,26,22
"Monty Williams","ORL",68,1285,96,217,71,25,35,8,28,7,18
"Austin Croshere","IND",76,1283,77,181,50,27,24,9,17,11,16
"Ira Newble","ATL",42,1275,45,106,29,16,15,6,8,4,12
"Brendan Haywood","WAS",62,1267,29,63,24,5,4,9,11,2,3
"Lorenzen Wright","MEM",43,1251,44,100,32,12,13,8,11,4,8
"Tony Massenburg","MEM",73,1245,26,54,24,2,7,3,14,0,2
"Chris Mills","GSW",66,1235,72,163,53,19,20,13,20,7,12
"Vladimir Radmanovic","SEA",61,1235,81,180,63,18,25,13,25,9,9
"Shawn Kemp","POR",75,1235,52,115,41,11,25,4,12,2,9
"Hubert Davis","WAS",51,1232,107,232,89,18,15,23,51,5,13
"Eddie House","MIA",64,1230,123,272,97,26,35,10,52,9,17
"Darvin Ham","MIL",70,1207,73,171,48,25,23,12,13,12,13
"Dan Majerle","PHX",65,1182,90,188,82,8,34,26,22,1,7
"Zeljko Rebraca","DET",74,1178,38,96,18,20,11,2,5,5,15
"Predrag Drobnjak","SEA",64,1174,51,114,39,12,16,4,19,4,8
"Dion Glover","ATL",55,1156,84,185,67,17,29,13,25,8,9
"Gilbert Arenas","GSW",47,1152,174,390,132,42,65,23,44,14,28
"Eddy Curry","CHI",72,1151,25,53,22,3,9,4,9,0,3
"Brevin Knight","MEM",53,1149,302,645,261,41,118,52,91,6,35
"Charles Smith","SAS",60,1143,80,173,67,13,40,17,10,8,5
"Gary Trent","MIN",64,1141,60,138,42,18,12,11,19,3,15
"Tom Gugliotta","PHX",44,1134,77,164,67,10,35,15,17,2,8
"DeShawn Stevenson","UTA",67,1131,116,239,109,7,54,11,44,2,5
"Joel Przybilla","MIL",71,1126,21,45,18,3,7,7,4,3,0
"Walt Williams","HOU",48,1119,69,149,58,11,24,14,20,4,7
"Terence Morris","HOU",68,1115,64,142,50,14,23,6,21,5,9
"Greg Ostertag","UTA",74,1110,50,111,39,11,20,2,17,0,11
"Brian Skinner","CLE",65,1108,17,41,10,7,2,2,6,2,5
"Damon Jones","DET",67,1088,140,314,106,34,50,18,38,13,21
"Oscar Torres","HOU",65,1077,40,86,34,6,13,5,16,0,6
"Charlie Ward","NYK",63,1057,203,442,167,36,59,38,70,16,20
"Anthony Carter","MIA",46,1050,214,477,165,49,64,25,76,22,27
"Marcus Camby","NYK",29,1009,33,74,25,8,19,3,3,2,6
"Lamar Odom","LAC",29,999,171,370,143,28,54,55,34,4,24
"Art Long","SEA",63,989,41,88,35,6,18,6,11,2,4
"Earl Watson","SEA",64,965,125,272,103,22,45,14,44,8,14
"Terrell Brandon","MIN",32,964,264,556,236,28,96,41,99,9,19
"Jerome James","SEA",56,952,24,54,18,6,6,5,7,1,5
"John Starks","UTA",66,930,70,149,61,9,36,7,18,6,3
"Jake Voskuhl","PHX",59,901,18,38,16,2,8,3,5,0,2
"Patrick Ewing","ORL",65,899,35,84,21,14,11,2,8,5,9
"George Lynch","CHH",45,893,54,114,48,6,25,11,12,1,5
"Raja Bell","PHI",74,892,71,156,57,14,20,13,24,7,7
"Dell Curry","TOR",56,885,61,126,57,4,27,10,20,0,4
"Greg Buckner","DAL",44,885,48,106,38,10,18,5,15,2,8
"Vladimir Stepania","MIA",67,883,16,34,14,2,5,0,9,0,2
"Will Solomon","MEM",62,883,92,195,81,11,35,20,26,2,9
"Kevin Willis","HOU",52,866,14,36,6,8,4,1,1,3,5
"Zendon Hamilton","DEN",54,846,14,32,10,4,5,1,4,1,3
"Donnell Harvey","DEN",47,844,37,79,32,5,22,5,5,1,4
"Kwame Brown","WAS",57,817,43,93,36,7,19,5,12,0,7
"Chris Gatling","MIA",54,810,25,60,15,10,8,1,6,7,3
"Tyrone Hill","CLE",26,809,23,49,20,3,11,3,6,0,3
"John Crotty","UTA",41,799,141,313,110,31,43,15,52,10,21
"Danny Ferry","SAS",50,799,48,107,37,11,16,12,9,5,6
"Milt Palacio","PHX",69,790,83,196,53,30,27,6,20,9,21
"Derrick McKey","PHI",41,783,45,92,43,2,20,12,11,0,2
"Emanual Davis","ATL",28,775,68,150,54,14,23,16,15,3,11
"Steve Kerr","POR",65,773,63,142,47,16,17,10,20,3,13
"Bryce Drew","CHH",61,771,101,221,82,19,35,15,32,3,16
"Earl Boykins","LAC",68,762,145,316,119,26,52,25,42,6,20
"Shawn Bradley","DAL",53,757,20,41,19,1,11,1,7,0,1
"Scott Williams","DEN",41,736,13,33,6,7,3,1,2,0,7
"Sean Rooks","LAC",61,730,25,53,22,3,7,5,10,0,3
"Slava Medvedenko","LAL",71,725,43,96,33,10,10,3,20,1,9
"Johnny Newman","DAL",47,725,14,31,11,3,4,2,5,2,1
"Sam Mitchell","MIN",74,722,45,103,32,13,9,10,13,4,9
"Lawrence Funderburke","SAC",56,721,32,72,24,8,10,3,11,4,4
"Walter McCarty","BOS",56,719,41,100,23,18,11,6,6,5,13
"Don Reid","ORL",68,713,27,60,21,6,16,0,5,1,5
"Mitch Richmond","LAL",64,711,57,130,41,16,19,11,11,7,9
"Michael Doleac","CLE",42,709,25,52,23,2,7,5,11,1,1
"Bimbo Coles","CLE",47,694,107,228,93,14,25,12,56,5,9
"Jud Buechler","ORL",66,678,32,72,24,8,9,6,9,2,6
"Robert Traylor","CHH",61,678,37,78,33,4,20,6,7,2,2
"Bryant Stith","CLE",50,663,42,88,38,4,10,11,17,1,3
"Eric Montross","TOR",49,656,16,36,12,4,4,1,7,1,3
"Mark Strickland","ATL",46,656,20,49,11,9,3,0,8,5,4
"Eddie Robinson","CHI",29,652,37,76,35,2,18,3,14,1,1
"Mark Madsen","LAL",59,649,44,98,34,10,9,7,18,3,7
"Dalibor Bagaric","CHI",50,635,23,53,16,7,9,4,3,0,7
"Andrew DeClercq","ORL",61,635,22,52,14,8,7,1,6,5,3
"Brian Shaw","LAL",58,628,89,201,66,23,31,17,18,11,12
"Etan Thomas","WAS",47,621,6,13,5,1,4,0,1,0,1
"Howard Eisley","NYK",39,610,100,217,83,17,32,21,30,5,12
"Glen Rice","HOU",20,607,31,64,29,2,17,6,6,1,1
"A.J. Guyton","CHI",45,604,81,178,65,16,26,9,30,1,15
"Shammond Williams","SEA",50,603,83,181,68,15,27,13,28,5,10
"Mookie Blaylock","GSW",35,600,114,241,101,13,40,18,43,4,9
"Rafer Alston","MIL",50,596,143,333,96,47,33,22,41,18,29
"Wang Zhi-zhi","DAL",55,594,22,50,16,6,4,3,9,1,5
"Dana Barros","DET",29,586,77,166,65,12,22,14,29,3,9
"John Amaechi","UTA",54,586,29,63,24,5,9,1,14,1,4
"Cal Bowdler","ATL",52,585,11,23,10,1,5,1,4,0,1
"Felipe Lopez","MIN",67,573,39,84,33,6,11,10,12,1,5
"Kenny Satterfield","DEN",36,560,108,228,96,12,48,14,34,3,9
"Danny Manning","DAL",41,554,30,64,26,4,15,3,8,0,4
"Rusty LaRue","UTA",33,540,71,154,59,12,20,8,31,3,9
"Rick Brunson","POR",59,520,114,246,96,18,41,13,42,3,15
"Loren Woods","MIN",60,516,22,50,16,6,7,3,6,2,4
"Steven Hunter","ORL",53,514,5,13,2,3,2,0,0,1,2
"Grant Hill","ORL",14,514,64,141,51,13,22,9,20,4,9
"Marc Jackson","MIN",39,498,14,29,13,1,8,1,4,1,0
"Vonteego Cummings","PHI",58,495,60,127,53,7,23,12,18,2,5
"Quincy Lewis","UTA",36,488,36,78,30,6,14,4,12,2,4
"John Wallace","PHX",46,485,29,63,24,5,17,4,3,2,3
"Jamal Crawford","CHI",23,482,55,118,47,8,21,4,22,0,8
"Trajan Langdon","CLE",44,477,60,128,52,8,13,6,33,3,5
"Tracy Murray","TOR",40,473,19,40,17,2,8,3,6,1,1
"Alton Ford","PHX",52,450,7,14,7,0,3,0,4,0,0
"Tariq Abdul-Wahad","DAL",24,442,24,54,18,6,10,3,5,3,3
"Dan Langhi","HOU",34,433,14,32,10,4,2,1,7,3,1
"Gerald Wallace","SAC",54,432,27,61,20,7,10,3,7,1,6
"Travis Knight","NYK",49,430,8,18,6,2,3,1,2,1,1
"Mark Pope","MIL",45,425,17,43,8,9,3,2,3,4,5
"Alan Henderson","ATL",26,423,11,23,10,1,4,1,5,0,1
"Mark Blount","BOS",44,416,10,24,6,4,2,3,1,0,4
"Mengke Bateer","DEN",27,408,22,46,20,2,10,2,8,0,2
"Tierre Brown","HOU",40,402,70,157,53,17,25,5,23,7,10
"Eddie Gill","MEM",23,381,49,104,43,6,17,11,15,2,4
"Carlos Arroyo","DEN",37,370,70,147,63,7,41,8,14,0,7
"Anthony Johnson","NJN",34,366,48,103,41,7,16,4,21,3,4
"Jason Collier","HOU",25,363,9,21,6,3,2,1,3,2,1
"Matt Bullard","CHH",31,350,16,36,12,4,3,2,7,1,3
"Tremaine Fowlkes","LAC",22,341,17,39,12,5,1,6,5,0,5
"Bobby Simmons","WAS",30,340,17,37,14,3,7,5,2,2,1
"Chris Dudley","POR",43,327,13,31,8,5,3,0,5,1,4
"Sean Marks","MIA",21,319,8,18,6,2,2,1,3,1,1
"Antonis Fotsis","MEM",28,317,10,21,9,1,7,0,2,0,1
"Ike Austin","MEM",21,306,13,28,11,2,3,1,7,2,0
"Evan Eschmeyer","DAL",31,299,9,21,6,3,5,0,1,0,3
"Derrick Dial","TOR",32,299,35,75,30,5,11,5,14,2,3
"Brian Scalabrine","NJN",28,291,21,51,12,9,7,0,5,3,6
"Jason Caffey","MIL",23,285,12,29,7,5,5,2,0,1,4
"Calvin Booth","SEA",15,278,16,33,15,1,6,1,8,0,1
"Jermaine Jackson","TOR",24,278,57,124,47,10,20,4,23,5,5
"Chris Andersen","DEN",24,261,7,15,6,1,4,0,2,0,1
"William Avery","MIN",28,260,36,79,29,7,6,7,16,0,7
"Robert Pack","MIN",16,254,49,103,44,5,14,13,17,3,2
"Shawnelle Scott","DEN",21,249,8,17,7,1,4,2,1,1,0
"Felton Spencer","NYK",32,248,3,7,2,1,1,1,0,0,1
"Kedrick Brown","BOS",29,245,15,39,6,9,3,1,2,2,7
"Ruben Boumtje-Boumtje","POR",33,245,4,10,2,2,2,0,0,1,1
"Zach Randolph","POR",40,237,13,30,9,4,4,2,3,0,4
"Antonio McDyess","DEN",10,235,18,41,13,5,5,3,5,0,5
"Cherokee Parks","SAS",42,233,10,21,9,1,4,1,4,1,0
"Erick Barkley","POR",19,226,34,73,29,5,12,6,11,0,5
"Stephen Jackson","SAS",23,226,11,23,10,1,7,3,0,1,0
"Olumide Oyedeji","SEA",36,222,4,8,4,0,1,2,1,0,0
"Nick Anderson","MEM",15,220,14,30,12,2,6,2,4,2,0
"Mikki Moore","DET",29,213,12,26,10,2,7,0,3,2,0
"Mark Bryant","SAS",30,202,10,22,8,2,7,1,0,0,2
"Brandon Armstrong","NJN",35,195,8,17,7,1,3,2,2,1,0
"Jabari Smith","PHI",23,181,11,22,11,0,2,1,8,0,0
"Dean Garrett","GSW",34,181,5,11,4,1,1,1,2,1,0
"Lavor Postell","NYK",23,178,5,10,5,0,1,2,2,0,0
"Harold Jamison","LAC",25,177,6,13,5,1,1,4,0,1,0
"Randy Livingston","SEA",13,176,26,55,23,3,8,8,7,0,3
"Samuel Dalembert","PHI",34,176,5,10,5,0,3,0,2,0,0
"Isaiah Rider","DEN",10,174,12,24,12,0,5,3,4,0,0
"Carlos Rogers","IND",22,169,3,6,3,0,1,0,2,0,0
"Michael Ruffin","PHI",15,169,5,11,4,1,1,2,1,0,1
"Malik Allen","MIA",12,161,5,12,3,2,1,0,2,2,0
"Sam Mack","MIA",12,161,4,8,4,0,1,1,2,0,0
"Primoz Brezec","IND",22,161,6,13,5,1,3,1,1,1,0
"Keyon Dooling","LAC",14,157,12,28,8,4,4,1,3,1,3
"Mateen Cleaves","SAC",32,155,25,54,21,4,13,1,7,2,2
"Joe Crispin","PHX",21,154,26,56,22,4,7,7,8,1,3
