"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Al Horford","ATL",77,2704,266,617,181,85,87,22,72,28,57
"Gerald Wallace","POR",71,2693,173,385,134,39,73,15,46,8,31
"Jason Kidd","DAL",80,2653,655,1478,487,168,217,73,197,60,108
"Andre Miller","POR",81,2650,566,1272,426,140,292,27,107,43,97
"Josh Smith","ATL",77,2645,255,577,188,67,119,20,49,37,30
"Lamar Odom","LAL",82,2639,249,557,190,59,98,43,49,20,39
"David Lee","GSW",73,2634,233,562,137,96,76,22,39,36,60
"Kevin Love","MIN",73,2611,184,401,151,33,63,32,56,12,21
"John Wall","WAS",69,2606,574,1277,445,129,221,47,177,53,76
"Paul Millsap","UTA",76,2605,187,421,140,47,58,24,58,12,35
"Kevin Martin","HOU",80,2603,198,446,148,50,62,35,51,22,28
"Trevor Ariza","NOH",75,2600,162,361,125,37,57,19,49,14,23
"Marc Gasol","MEM",81,2587,200,435,165,35,104,30,31,12,23
"Jason Terry","DAL",82,2564,334,762,240,94,134,44,62,33,61
"Kyle Lowry","HOU",75,2563,500,1172,328,172,170,50,108,58,114
"Tayshaun Prince","DET",78,2562,215,487,158,57,75,28,55,19,38
"Joe Johnson","ATL",72,2555,338,780,234,104,94,22,118,45,59
"John Salmons","MIL",73,2554,252,597,159,93,66,39,54,28,65
"Channing Frye","PHX",77,2541,96,235,53,43,29,9,15,14,29
"Landry Fields","NYK",82,2541,155,374,91,64,55,13,23,34,30
"Hedo Turkoglu","ORL",81,2540,343,794,235,108,150,33,52,36,72
"Tony Parker","SAS",78,2528,513,1192,347,166,175,61,111,77,89
"Rajon Rondo","BOS",68,2527,760,1672,608,152,315,64,229,58,94
"Nicolas Batum","POR",80,2522,123,281,88,35,50,14,24,17,18
"Dirk Nowitzki","DAL",73,2504,190,444,126,64,66,19,41,20,44
"Steve Nash","PHX",75,2497,855,1948,617,238,376,113,128,77,161
"Stephen Curry","GSW",74,2489,432,960,336,96,185,47,104,35,61
"Andre Iguodala","PHI",67,2469,422,937,329,93,158,72,99,33,60
"Deron Williams","NJN",65,2465,667,1459,542,125,257,100,185,34,91
"Richard Jefferson","SAS",81,2459,107,249,72,35,40,9,23,17,18
"David West","NOH",70,2451,164,383,109,55,69,17,23,17,38
"Jeff Green","BOS",75,2428,108,239,85,23,41,11,33,6,17
"Manu Ginobili","SAS",80,2425,393,899,280,113,164,49,67,58,55
"Luis Scola","HOU",74,2412,185,446,109,76,52,22,35,13,63
"Metta World Peace","LAL",82,2410,175,385,140,35,65,27,48,8,27
"Grant Hill","PHX",80,2409,200,478,122,78,53,13,56,24,54
"Stephen Jackson","CHA",67,2405,241,530,193,48,138,19,36,8,40
"Wilson Chandler","DEN",72,2400,120,289,71,49,47,5,19,22,27
"Shane Battier","MEM",82,2369,185,418,137,48,62,36,39,19,29
"Michael Beasley","MIN",73,2362,158,356,118,40,72,25,21,16,24
"Darren Collison","IND",79,2360,403,949,260,143,117,44,99,34,109
"Travis Outlaw","NJN",82,2358,84,193,59,25,22,18,19,9,16
"Andrea Bargnani","TOR",66,2353,119,275,82,37,39,11,32,5,32
"Arron Afflalo","DEN",69,2324,168,385,119,49,79,4,36,17,32
"Jameer Nelson","ORL",76,2319,456,1085,283,173,168,41,74,52,121
"Chauncey Billups","NYK",72,2310,387,871,290,97,174,25,91,39,58
"DeMarcus Cousins","SAC",81,2310,204,448,164,40,115,21,28,17,23
"Glen Davis","BOS",78,2298,92,214,62,30,39,8,15,8,22
"Andrew Bogut","MIL",65,2298,131,297,96,35,62,11,23,12,23
"Derek Fisher","LAL",82,2297,224,498,174,50,96,39,39,15,35
"Jamal Crawford","ATL",76,2297,241,534,189,52,81,28,80,22,30
"Nene","DEN",75,2291,149,341,106,43,66,16,24,12,31
"Emeka Okafor","NOH",72,2287,42,90,36,6,12,7,17,1,5
"Mike Bibby","MIA",80,2285,265,572,223,42,93,36,94,15,27
"JJ Hickson","CLE",80,2256,91,207,66,25,36,9,21,9,16
"Devin Harris","UTA",71,2254,503,1100,409,94,180,109,120,34,60
"Shawn Marion","DAL",80,2253,110,257,73,37,37,7,29,13,24
"Roy Hibbert","IND",81,2244,166,366,132,34,101,10,21,4,30
"Greg Monroe","DET",80,2222,105,225,90,15,60,12,18,11,4
"Kevin Garnett","BOS",71,2220,171,375,138,33,95,9,34,10,23
"Serge Ibaka","OKC",82,2216,22,53,13,9,9,1,3,2,7
"JaVale McGee","WAS",79,2193,38,78,36,2,30,2,4,1,1
"James Harden","OKC",82,2188,176,419,109,67,69,11,29,19,48
"Rodney Stuckey","DET",70,2183,361,807,276,85,124,38,114,33,52
"Andray Blatche","WAS",64,2172,144,341,91,53,44,14,33,17,36
"Brandon Jennings","MIL",63,2169,305,688,227,78,97,33,97,37,41
"Luke Ridnour","MIN",71,2159,384,895,257,127,143,47,67,26,101
"Kirk Hinrich","ATL",72,2157,288,636,228,60,87,46,95,18,42
"Tim Duncan","SAS",76,2156,203,459,150,53,83,32,35,23,30
"Rudy Gay","MEM",54,2152,153,338,121,32,54,29,38,12,20
"George Hill","SAS",76,2148,193,463,116,77,52,28,36,28,49
"Jared Dudley","PHX",82,2139,108,247,77,31,40,9,28,12,19
"Thaddeus Young","PHI",82,2135,82,188,58,24,32,8,18,5,19
"Ramon Sessions","CLE",81,2133,419,945,312,107,158,59,95,37,70
"Ben Gordon","DET",82,2131,171,403,110,61,63,19,28,22,39
"Eric Gordon","LAC",56,2112,244,546,186,58,108,36,42,19,39
"Tyreke Evans","SAC",57,2107,319,728,229,90,114,37,78,34,56
"Danilo Gallinari","DEN",62,2104,104,240,72,32,45,6,21,14,18
"Ty Lawson","DEN",80,2102,377,893,238,139,175,18,45,36,103
"Jose Calderon","TOR",68,2102,605,1276,539,66,295,75,169,17,49
"Raja Bell","UTA",68,2097,118,260,94,24,45,21,28,5,19
"Ryan Gomes","LAC",76,2095,118,275,79,39,52,12,15,14,25
"Luc Mbah a Moute","MIL",79,2093,68,160,44,24,20,6,18,7,17
"Anthony Parker","CLE",72,2091,218,474,180,38,102,27,51,8,30
"Chuck Hayes","HOU",74,2079,202,439,167,35,89,26,52,8,27
"Wesley Johnson","MIN",79,2069,148,324,120,28,73,21,26,16,12
"Jodie Meeks","PHI",74,2062,78,175,59,19,23,11,25,6,13
"Kris Humphries","NJN",74,2061,84,191,61,23,26,16,19,8,15
"Tyson Chandler","DAL",74,2059,32,74,22,10,7,3,12,0,10
"Vince Carter","PHX",73,2052,146,346,92,54,40,26,26,23,31
"Thabo Sefolosha","OKC",79,2049,111,237,96,15,52,15,29,2,13
"DeAndre Jordan","LAC",80,2047,42,87,39,3,27,5,7,2,1
"Nick Young","WAS",64,2034,75,164,61,14,28,14,19,3,11
"Marcin Gortat","PHX",80,2033,70,172,38,32,19,3,16,13,19
"Carl Landry","NOH",76,2008,63,151,38,25,11,7,20,6,19
"Andrei Kirilenko","UTA",64,1999,192,400,176,16,95,28,53,4,12
"Brandon Bass","ORL",76,1980,57,141,30,27,19,6,5,9,18
"Toney Douglas","NYK",81,1971,244,578,154,90,74,28,52,37,53
"CJ Miles","UTA",78,1969,135,304,101,34,54,13,34,12,22
"JR Smith","DEN",79,1967,175,412,113,62,79,9,25,26,36
"Marco Belinelli","NOH",80,1957,92,199,77,15,39,16,22,8,7
"Samuel Dalembert","SAC",80,1938,67,146,55,12,30,8,17,3,9
"Carlos Boozer","CHI",59,1882,145,336,99,46,59,10,30,8,38
"O.J. Mayo","MEM",71,1869,145,320,115,30,62,34,19,16,14
"Daniel Gibson","CLE",67,1865,201,456,147,54,63,32,52,17,37
"Marvin Williams","ATL",65,1864,88,195,69,19,25,7,37,5,14
"Anthony Morrow","NJN",58,1856,68,144,60,8,22,16,22,5,3
"Amir Johnson","TOR",72,1853,81,176,67,14,33,12,22,5,9
"Antawn Jamison","CLE",56,1842,93,219,60,33,37,6,17,9,24
"Eric Bledsoe","LAC",81,1841,289,641,226,63,144,26,56,24,39
"Rashard Lewis","WAS",57,1825,92,214,62,30,26,15,21,11,19
"Rudy Fernandez","POR",78,1821,193,439,140,53,77,20,43,33,20
"Evan Turner","PHI",78,1797,159,347,130,29,69,16,45,13,16
"Gilbert Arenas","ORL",70,1796,274,632,190,84,116,31,43,19,65
"Jordan Farmar","NJN",73,1796,368,799,305,63,128,55,122,26,37
"Mo Williams","LAC",58,1789,380,840,300,80,185,41,74,16,64
"Ronnie Brewer","CHI",81,1781,140,308,112,28,59,21,32,8,20
"Marcus Thornton","SAC",73,1776,135,289,116,19,55,23,38,11,8
"Keyon Dooling","MIL",80,1756,243,531,198,45,87,21,90,16,29
"Brandon Rush","IND",67,1754,62,140,46,16,19,11,16,9,7
"Jason Thompson","SAC",75,1748,88,196,68,20,32,10,26,4,16
"Lou Williams","PHI",75,1747,252,538,218,34,102,35,81,13,21
"Taj Gibson","CHI",80,1742,58,138,36,22,16,4,16,6,16
"Chase Budinger","HOU",78,1737,127,286,95,32,57,20,18,7,25
"DeJuan Blair","SAS",81,1734,77,175,56,21,33,8,15,10,11
"Courtney Lee","HOU",81,1727,100,238,62,38,30,10,22,10,28
"Jarrett Jack","NOH",83,1722,242,530,196,46,90,29,77,16,30
"Spencer Hawes","PHI",81,1718,121,269,94,27,41,22,31,10,17
"Kwame Brown","CHA",66,1714,43,93,36,7,18,5,13,2,5
"Omri Casspi","SAC",71,1702,74,160,62,12,34,12,16,3,9
"Darko Milicic","MIN",69,1686,104,227,85,19,40,16,29,4,15
"Tracy McGrady","DET",72,1686,252,558,198,54,115,30,53,28,26
"Gary Neal","SAS",80,1684,96,228,60,36,22,14,24,18,18
"Mike Dunleavy","IND",61,1683,105,244,71,34,49,13,9,10,24
"Willie Green","NOH",77,1674,74,164,58,16,24,8,26,8,8
"J.J. Barea","DAL",81,1669,317,713,238,79,106,49,83,31,48
"Charlie Villanueva","DET",76,1666,48,103,41,7,26,6,9,3,4
"Al Harrington","DEN",73,1664,101,235,68,33,43,11,14,14,19
"Gerald Henderson","CHA",68,1661,101,223,80,21,43,9,28,5,16
"Baron Davis","CLE",58,1649,391,857,316,75,230,31,55,18,57
"Kyle Korver","CHI",82,1649,124,265,107,17,68,16,23,7,10
"Sasha Vujacic","NJN",66,1647,132,294,102,30,46,25,31,10,20
"Dante Cunningham","CHA",78,1637,43,97,32,11,17,3,12,4,7
"Reggie Williams","GSW",80,1626,121,283,80,41,44,14,22,15,26
"Darrell Arthur","MEM",80,1608,53,116,43,10,26,9,8,1,9
"Ed Davis","TOR",65,1602,40,83,37,3,20,7,10,1,2
"Josh McRoberts","IND",72,1597,150,349,101,49,56,19,26,12,37
"Carlos Delfino","MIL",49,1590,112,249,87,25,46,16,25,8,17
"Steve Blake","LAL",79,1581,170,380,130,40,76,22,32,14,26
"Mario Chalmers","MIA",70,1579,177,400,131,46,66,13,52,23,23
"Sam Young","MEM",78,1577,71,154,59,12,36,13,10,3,9
"Joakim Noah","CHI",48,1576,107,235,86,21,56,10,20,3,18
"Nenad Krstic","BOS",71,1571,27,62,19,8,12,0,7,0,8
"Shannon Brown","LAL",82,1568,96,221,67,29,34,13,20,10,19
"Earl Watson","UTA",80,1567,278,607,227,51,119,28,80,11,40
"Randy Foye","LAC",63,1551,170,378,132,38,81,10,41,15,23
"James Jones","MIA",81,1549,43,101,28,15,12,5,11,6,9
"Maurice Evans","WAS",73,1549,45,100,35,10,8,6,21,7,3
"Marcus Camby","POR",59,1541,121,251,112,9,75,16,21,2,7
"Derrick Favors","UTA",78,1536,39,85,32,7,19,6,7,3,4
"Tyler Hansbrough","IND",70,1536,41,101,22,19,9,4,9,3,16
"Nick Collison","OKC",71,1524,69,156,51,18,31,7,13,3,15
"JJ Redick","ORL",59,1513,102,245,61,41,30,12,19,19,22
"Corey Brewer","DAL",69,1510,89,199,68,21,37,18,13,9,12
"Ersan Ilyasova","MIL",60,1505,56,131,37,19,18,3,16,10,9
"Andrew Bynum","LAL",54,1500,73,170,49,24,19,8,22,7,17
"Richard Hamilton","DET",55,1498,171,368,145,26,86,21,38,10,16
"Jerryd Bayless","TOR",71,1495,266,590,208,58,89,26,93,17,41
"Tony Allen","MEM",72,1494,104,219,93,11,51,16,26,5,6
"Joel Anthony","MIA",75,1463,24,55,17,7,7,3,7,5,2
"Keith Bogans","CHI",82,1461,101,220,83,18,38,18,27,4,14
"Al-Farouq Aminu","LAC",81,1452,60,132,48,12,26,8,14,6,6
"Austin Daye","DET",72,1446,78,179,55,23,34,11,10,16,7
"Matt Bonner","SAS",66,1432,60,140,40,20,13,11,16,14,6
"Ryan Anderson","ORL",64,1424,52,124,32,20,14,7,11,10,10
"Hakim Warrick","PHX",80,1415,69,160,47,22,22,3,22,6,16
"Sonny Weems","TOR",59,1413,104,232,80,24,47,11,22,7,17
"Corey Maggette","MIL",67,1400,84,196,56,28,27,10,19,14,14
"Andris Biedrins","GSW",59,1397,60,137,43,17,24,6,13,6,11
"Leandro Barbosa","TOR",58,1395,119,262,95,24,58,15,22,15,9
"Antonio McDyess","SAS",73,1386,84,197,55,29,30,10,15,11,18
"Francisco Garcia","SAC",58,1386,71,160,53,18,21,11,21,10,8
"Al Thornton","GSW",71,1384,62,145,41,21,14,7,20,8,13
"Anthony Tolliver","MIN",65,1362,82,187,59,23,20,18,21,11,12
"Brendan Haywood","DAL",72,1331,19,47,10,9,3,0,7,5,4
"Shawne Williams","NYK",64,1323,47,113,28,19,12,3,13,6,13
"Brandon Roy","POR",47,1310,129,310,77,52,34,9,34,24,28
"Aaron Brooks","PHX",59,1284,233,521,178,55,91,40,47,15,40
"Nazr Mohammed","OKC",75,1280,23,50,19,4,9,4,6,1,3
"Paul George","IND",61,1265,65,144,51,14,27,3,21,3,11
"Shaun Livingston","CHA",73,1261,164,351,141,23,57,18,66,8,15
"Zaza Pachulia","ATL",79,1244,58,124,50,8,23,9,18,4,4
"Ben Wallace","DET",54,1238,72,156,60,12,27,6,27,7,5
"Goran Dragic","HOU",70,1234,204,477,135,69,72,24,39,16,53
"Kenyon Martin","DEN",48,1233,109,243,84,25,55,6,23,9,16
"Gordon Hayward","UTA",72,1218,81,180,63,18,32,13,18,4,14
"Eric Maynor","OKC",82,1199,238,552,162,76,95,15,52,29,47
"Carlos Arroyo","BOS",64,1185,125,266,109,16,43,8,58,3,13
"Ryan Hollins","CLE",70,1182,26,58,20,6,8,2,10,4,2
"Wayne Ellington","MIN",62,1181,72,170,46,26,21,17,8,13,13
"Kurt Thomas","CHI",52,1178,60,135,45,15,26,5,14,3,12
"Vladimir Radmanovic","GSW",74,1169,79,182,55,24,31,10,14,8,16
"DeShawn Stevenson","DAL",72,1158,77,181,50,27,24,4,22,10,17
"Zydrunas Ilgauskas","MIA",72,1145,26,58,20,6,8,1,11,1,5
"Ronny Turiaf","NYK",64,1141,92,221,55,37,21,6,28,12,25
"Donte Greene","SAC",69,1127,48,107,37,11,19,8,10,4,7
"Will Bynum","DET",61,1125,195,463,122,73,59,13,50,25,48
"Jordan Hill","HOU",72,1124,29,68,19,10,8,3,8,3,7
"Alonzo Gee","CLE",56,1117,38,86,28,10,14,2,12,1,9
"Yi Jianlian","WAS",63,1112,25,57,18,7,10,3,5,1,6
"Mickael Pietrus","PHX",57,1107,33,77,22,11,14,2,6,3,8
"Jason Smith","NOH",77,1102,36,77,31,5,12,6,13,3,2
"Martell Webster","MIN",46,1094,53,117,42,11,19,10,13,5,6
"C.J. Watson","CHI",82,1090,186,418,140,46,60,10,70,16,30
"Trevor Booker","WAS",65,1063,35,78,27,8,14,2,11,0,8
"Jamario Moon","LAC",59,1042,52,114,42,10,21,9,12,4,6
"Linas Kleiza","TOR",39,1032,40,93,27,13,9,6,12,2,11
"Ekpe Udoh","GSW",58,1030,40,92,28,12,13,2,13,4,8
"Jordan Crawford","WAS",42,1027,117,245,106,11,56,20,30,9,2
"Matt Barnes","LAL",53,1020,71,163,50,21,24,17,9,14,7
"Brad Miller","HOU",60,1015,145,322,113,32,66,19,28,9,23
"Nate Robinson","OKC",59,1013,111,240,93,18,46,13,34,4,14
"Chris Wilcox","DET",57,995,43,92,37,6,24,4,9,4,2
"Anderson Varejao","CLE",31,994,45,103,32,13,11,5,16,5,8
"Robin Lopez","PHX",67,991,8,18,6,2,4,1,1,0,2
"Omer Asik","CHI",82,989,32,67,29,3,8,1,20,1,2
"Jonny Flynn","MIN",53,983,182,434,112,70,60,21,31,9,61
"Eddie House","MIA",56,978,62,142,44,18,23,4,17,12,6
"Jeff Teague","ATL",70,962,138,313,101,37,47,7,47,17,20
"Stephen Graham","NJN",59,958,40,89,31,9,11,5,15,3,6
"Quentin Richardson","ORL",57,955,38,88,26,12,16,8,2,3,9
"Christian Eyenga","CLE",44,947,35,77,28,7,14,5,9,2,5
"Jeff Foster","IND",56,940,46,111,27,19,12,4,11,2,17
"Marquis Daniels","BOS",49,938,64,146,46,18,26,1,19,6,12
"Manny Harris","CLE",54,933,85,195,60,25,35,10,15,7,18
"Andres Nocioni","PHI",54,931,45,97,38,7,10,12,16,2,5
"Jason Maxiell","DET",57,930,17,36,15,2,7,0,8,1,1
"Shelden Williams","NYK",59,910,32,77,19,13,10,2,7,4,9
"Josh Childress","PHX",54,894,42,98,28,14,15,3,10,4,10
"Johan Petro","NJN",77,893,44,100,32,12,15,4,13,2,10
"Nikola Pekovic","MIN",65,887,27,59,22,5,8,4,10,0,5
"Chris Douglas-Roberts","MIL",44,884,50,114,36,14,13,6,17,7,7
"Larry Sanders","MIL",60,872,16,39,9,7,4,1,4,5,2
"Patrick Patterson","HOU",52,867,41,98,25,16,11,2,12,3,13
"Caron Butler","DAL",29,867,46,113,25,21,13,4,8,7,14
"Earl Boykins","MIL",57,862,141,319,104,37,35,13,56,14,23
"Tyrus Thomas","CHA",41,861,29,61,26,3,16,4,6,2,1
"Drew Gooden","MIL",35,860,47,103,38,9,21,11,6,6,3
"Greivis Vasquez","MEM",70,860,151,318,135,16,59,29,47,9,7
"Pooh Jeter","SAC",62,858,162,361,125,37,62,23,40,17,20
"James Posey","IND",49,839,34,88,14,20,7,0,7,6,14
"Mike Miller","MIA",41,838,51,116,37,14,21,3,13,8,6
"Chris Kaman","LAC",32,838,46,99,39,7,27,4,8,2,5
"James Johnson","TOR",38,821,89,189,78,11,44,12,22,5,6
"Erick Dampier","MIA",51,815,22,48,18,4,8,1,9,2,2
"Reggie Evans","TOR",30,798,38,83,31,7,16,5,10,2,5
"AJ Price","IND",50,795,111,263,70,41,26,8,36,11,30
"Gary Forbes","DEN",63,791,49,120,27,22,20,0,7,7,15
"Henry Walker","NYK",61,784,34,85,17,17,8,4,5,8,9
"Patty Mills","POR",64,782,109,253,74,35,30,3,41,18,17
"Chris Duhon","ORL",51,774,118,292,62,56,32,6,24,15,41
"T.J. Ford","IND",41,773,141,349,74,67,46,8,20,19,48
"Rasual Butler","CHI",47,770,27,62,19,8,13,4,2,5,3
"Julian Wright","TOR",52,766,58,123,51,7,31,8,12,2,5
"Dominic McGuire","CHA",52,760,43,90,39,4,22,3,14,1,3
"Shaquille O'Neal","BOS",37,752,26,53,25,1,20,2,3,1,0
"Kendrick Perkins","OKC",29,742,26,62,16,10,9,3,4,1,9
"Tiago Splitter","SAS",60,738,26,62,16,10,6,5,5,2,8
"Marreese Speights","PHI",64,734,30,63,27,3,19,4,4,1,2
"Quincy Pondexter","NOH",66,734,28,64,20,8,8,9,3,1,7
"Chris Andersen","DEN",45,732,20,45,15,5,8,1,6,2,3
"Acie Law","GSW",51,726,84,187,65,19,32,7,26,8,11
"Ronnie Price","UTA",59,717,56,126,42,14,24,6,12,3,11
"Sebastian Telfair","MIN",37,711,111,267,66,45,26,17,23,14,31
"Samardo Samuels","CLE",37,701,17,37,14,3,3,2,9,2,1
"Lou Amundson","GSW",46,691,17,37,14,3,11,1,2,1,2
"DJ White","CHA",47,685,19,43,14,5,6,0,8,2,3
"Jon Brockman","MIL",63,677,18,42,12,6,5,2,5,3,3
"Damien Wilkins","ATL",52,676,41,90,33,8,12,5,16,2,6
"Josh Powell","ATL",54,653,22,47,19,3,9,4,6,1,2
"Luke Harangody","CLE",49,641,30,75,15,15,5,3,7,4,11
"Kevin Seraphin","WAS",58,635,10,23,7,3,4,1,2,0,3
"Brian Cardinal","DAL",56,618,40,101,19,21,8,5,6,11,10
"Peja Stojakovic","DAL",33,616,29,68,19,10,11,2,6,2,8
"Francisco Elson","UTA",62,610,33,75,24,9,10,5,9,2,7
"Jared Jeffries","NYK",42,601,36,87,21,15,8,2,11,3,12
"Daequan Cook","OKC",43,598,20,45,15,5,8,4,3,0,5
"Semih Erden","CLE",41,595,20,43,17,3,8,2,7,1,2
"Jason Collins","ATL",49,593,22,48,18,4,7,4,7,1,3
"Juwan Howard","MIA",57,592,23,59,10,13,5,1,4,6,7
"Anthony Randolph","MIN",40,590,33,75,24,9,12,5,7,2,7
"Dahntay Jones","IND",45,589,33,71,28,5,12,5,11,0,5
"Joey Graham","CLE",39,586,18,43,11,7,5,1,5,2,5
"Craig Smith","LAC",48,586,31,68,25,6,10,3,12,1,5
"Luther Head","SAC",36,586,70,152,58,12,23,9,26,3,9
"Matt Carroll","CHA",54,582,23,52,17,6,10,0,7,1,5
"Derrick Brown","NYK",49,575,33,71,28,5,12,7,9,2,3
"Von Wafer","BOS",58,552,35,72,33,2,21,4,8,1,1
"Cartier Martin","WAS",52,542,18,39,15,3,9,3,3,1,2
"Aaron Gray","NOH",41,531,16,34,14,2,6,4,4,1,1
"Solomon Jones","IND",39,528,30,67,23,7,3,2,18,1,6
"Xavier Henry","MEM",38,527,18,40,14,4,5,2,7,1,3
"Timofey Mozgov","DEN",45,524,15,37,8,7,4,1,3,0,7
"Joey Dorsey","TOR",43,522,27,55,26,1,16,4,6,0,1
"Joel Przybilla","CHA",36,520,13,28,11,2,3,1,7,0,2
"Rodrigue Beaubois","DAL",28,496,64,149,43,21,20,4,19,4,17
"Hilton Armstrong","ATL",53,489,14,32,10,4,3,6,1,0,4
"Ian Mahinmi","DAL",56,488,8,21,3,5,1,0,2,3,2
"Darnell Jackson","SAC",59,486,14,33,9,5,5,3,1,2,3
"Luke Walton","LAL",54,484,62,137,49,13,31,7,11,4,9
"Jermaine Taylor","SAC",34,482,32,68,28,4,13,7,8,1,3
"Ike Diogu","LAC",36,470,2,4,2,0,2,0,0,0,0
"Troy Murphy","BOS",35,466,23,56,13,10,6,5,2,1,9
"Earl Clark","ORL",42,464,9,20,7,2,4,2,1,1,1
"Anthony Carter","NYK",33,463,69,158,49,20,28,8,13,5,15
"Jeremy Evans","UTA",49,463,24,55,17,7,2,2,13,1,6
"Dan Gadzuric","NJN",42,463,14,34,8,6,3,3,2,3,3
"Kyrylo Fesenko","UTA",53,456,18,37,17,1,10,2,5,0,1
"Delonte West","BOS",24,453,64,137,55,9,27,11,17,5,4
"Brian Cook","LAC",40,447,15,35,10,5,5,1,4,0,5
"Ish Smith","MEM",43,442,79,182,55,24,29,4,22,8,16
"Ben Uzoh","NJN",42,438,69,146,61,8,16,6,39,5,3
"Kosta Koufos","DEN",50,433,7,15,6,1,2,0,4,0,1
"Jermaine O'Neal","BOS",24,431,12,25,11,1,5,3,3,0,1
"Lazar Hayward","MIN",42,419,28,59,25,3,12,8,5,3,0
"Josh Howard","WAS",18,409,24,51,21,3,9,4,8,0,3
"Damion James","NJN",25,403,20,44,16,4,7,4,5,2,2
"Jawad Williams","CLE",26,391,22,49,17,5,8,4,5,1,4
"Brandan Wright","NJN",37,379,12,26,10,2,4,3,3,0,2
"Tony Battie","PHI",38,377,12,26,10,2,5,2,3,0,2
"Hasheem Thabeet","HOU",47,373,4,10,2,2,1,0,1,0,2
"David Andersen","NOH",40,372,13,28,11,2,7,0,4,2,0
"Eduardo Najera","CHA",31,372,20,44,16,4,9,2,5,1,3
"Melvin Ely","DEN",30,366,14,32,10,4,5,0,5,1,3
"Sasha Pavlovic","BOS",31,362,16,36,12,4,3,1,8,3,1
"Quinton Ross","NJN",36,353,10,23,7,3,1,3,3,0,3
"Udonis Haslem","MIA",13,345,6,16,2,4,0,0,2,2,2
"Alexis Ajinca","TOR",34,340,10,23,7,3,3,2,2,1,2
"Rodney Carney","MEM",27,335,11,25,8,3,3,3,2,0,3
"DJ Mbenga","NOH",41,330,6,14,4,2,1,0,3,1,1
"Leon Powe","MEM",30,328,7,15,6,1,1,1,4,0,1
"Othyus Jeffers","WAS",17,322,20,46,14,6,8,4,2,3,3
"Roger Mason Jr.","NYK",26,319,20,46,14,6,11,1,2,2,4
"Earl Barron","POR",21,305,11,26,7,4,3,0,4,1,3
"Sundiata Gaines","NJN",24,300,42,99,27,15,11,6,10,3,12
"Jason Williams","MEM",27,295,52,113,43,9,24,7,12,1,8
"Chris Quinn","SAS",41,292,42,99,27,15,14,3,10,5,10
"Zabian Dowdell","PHX",24,292,51,115,38,13,21,7,10,7,6
"Terrence Williams","HOU",21,290,38,83,31,7,16,6,9,4,3
"James Anderson","SAS",25,286,18,40,14,4,3,5,6,2,2
