"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Allen Iverson","DEN",82,3424,586,1373,385,201,236,40,109,67,134
"Joe Johnson","ATL",82,3343,474,1054,368,106,157,51,160,24,82
"Andre Iguodala","PHI",82,3242,391,827,346,45,207,49,90,16,29
"Richard Jefferson","NJN",82,3200,252,597,159,93,88,16,55,27,66
"Baron Davis","GSW",82,3196,623,1441,428,195,316,51,61,65,130
"Kobe Bryant","LAL",82,3192,441,1017,306,135,215,29,62,65,70
"Jamal Crawford","NYK",80,3190,398,882,312,86,191,39,82,25,61
"Jason Richardson","CHA",82,3149,258,572,202,56,97,44,61,25,31
"Dwight Howard","ORL",82,3088,110,258,72,38,51,7,14,14,24
"Rashard Lewis","ORL",81,3076,196,466,122,74,83,23,16,32,42
"Monta Ellis","GSW",81,3071,315,769,176,139,131,8,37,44,95
"Antawn Jamison","WAS",79,3061,120,283,77,43,44,14,19,6,37
"Deron Williams","UTA",82,3059,862,1881,705,157,377,68,260,32,125
"LeBron James","CLE",75,3027,539,1259,358,181,183,34,141,93,88
"Hedo Turkoglu","ORL",82,3026,409,976,251,158,186,30,35,92,66
"Andre Miller","PHI",82,3016,565,1199,496,69,325,52,119,22,47
"Chris Paul","NOH",80,3006,925,2123,652,273,352,77,223,103,170
"Rudy Gay","MEM",81,3000,158,364,110,48,55,26,29,13,35
"Raymond Felton","CHA",79,2972,583,1344,405,178,204,63,138,71,107
"Ricky Davis","MIA",82,2963,276,631,197,79,95,12,90,16,63
"Vince Carter","NJN",76,2959,389,876,291,98,162,27,102,41,57
"Mike Dunleavy","IND",82,2953,288,660,204,84,119,25,60,28,56
"Lamar Odom","LAL",77,2921,273,630,189,84,101,22,66,21,63
"Al Jefferson","MIN",82,2919,117,270,81,36,50,13,18,6,30
"Shane Battier","HOU",80,2907,155,344,121,34,54,29,38,10,24
"Jason Kidd","DAL",80,2906,806,1752,666,140,367,87,212,47,93
"Danny Granger","IND",80,2876,166,395,103,63,35,18,50,15,48
"Paul Pierce","BOS",80,2874,363,809,280,83,161,27,92,28,55
"Josh Smith","ATL",81,2873,272,608,208,64,144,18,46,31,33
"David West","NOH",76,2870,177,437,94,83,53,13,28,33,50
"Stephen Jackson","GSW",73,2855,300,683,217,83,151,18,48,28,55
