"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Josh Childress","ATL",80,2372,151,329,124,27,62,11,51,10,17
"Michael Finley","DAL",64,2366,169,375,132,37,55,17,60,13,24
"Larry Hughes","WAS",61,2357,285,637,218,67,133,42,43,10,57
"Grant Hill","ORL",67,2343,220,470,190,30,95,28,67,7,23
"Lamar Odom","LAL",64,2316,238,558,156,82,85,21,50,21,61
"Mehmet Okur","UTA",82,2304,166,356,142,24,84,11,47,7,17
"Lorenzen Wright","MEM",80,2286,87,205,56,31,34,11,11,12,19
"Primoz Brezec","CHA",72,2283,86,186,72,14,24,13,35,6,8
"Mike Miller","MEM",76,2281,220,508,152,68,71,21,60,24,44
"Kenyon Martin","DEN",70,2279,170,359,151,19,100,11,40,6,13
"Joe Smith","MIL",74,2271,67,147,54,13,29,12,13,4,9
"Fred Jones","IND",77,2270,196,462,126,70,54,24,48,26,44
"Mo Williams","MIL",80,2262,484,1025,427,57,217,60,150,17,40
"Derek Fisher","GSW",74,2222,301,672,231,70,120,27,84,18,52
"Tim Duncan","SAS",66,2206,179,404,133,46,72,25,36,18,28
"Raef LaFrentz","BOS",80,2201,98,226,68,30,32,10,26,8,22
"Manu Ginobili","SAS",74,2201,288,637,227,61,130,37,60,37,24
"Tyson Chandler","CHI",80,2188,65,148,47,18,28,6,13,6,12
"Chris Duhon","CHI",82,2172,398,872,322,76,148,50,124,23,53
"Kenny Thomas","SAC",73,2171,152,366,90,62,50,10,30,21,41
"Earl Boykins","DEN",82,2167,372,824,292,80,140,29,123,35,45
"Gerald Wallace","CHA",70,2149,137,297,114,23,57,21,36,15,8
"Mark Blount","BOS",82,2144,129,277,110,19,76,6,28,3,16
"Reggie Miller","IND",66,2112,146,330,108,38,50,29,29,14,24
"Brad Miller","SAC",56,2093,220,485,175,45,80,16,79,10,35
"Dan Dickau","NOH",71,2080,347,756,285,62,121,41,123,17,45
"Trenton Hassell","MIN",82,2072,128,280,104,24,37,26,41,5,19
"Josh Smith","ATL",74,2050,127,262,119,8,79,12,28,3,5
"Antonio Daniels","SEA",75,2026,309,755,172,137,95,28,49,44,93
"Marcus Camby","DEN",66,2019,152,324,132,20,88,16,28,9,11
"Lee Nailon","NOH",68,2014,109,234,93,16,50,12,31,6,10
"Ben Gordon","CHI",82,2013,164,372,120,44,64,26,30,8,36
"Tyronn Lue","ATL",70,2009,322,698,268,54,111,33,124,20,34
"Jared Jeffries","WAS",77,2006,151,348,105,46,54,15,36,17,29
"Jim Jackson","PHX",64,1996,183,411,138,45,70,37,31,17,28
"Marc Jackson","PHI",81,1970,81,187,56,25,33,9,14,8,17
"Nenad Krstic","NJN",75,1968,77,180,51,26,13,4,34,6,20
"Ruben Patterson","POR",70,1964,138,313,101,37,66,14,21,11,26
"Jason Williams","MEM",71,1950,399,887,310,89,171,51,88,29,60
"Brevin Knight","CHA",66,1947,591,1248,525,66,211,71,243,24,42
"Tim Thomas","NYK",71,1941,110,255,75,35,19,13,43,14,21
"Nazr Mohammed","SAS",77,1939,34,73,29,5,17,5,7,1,4
"Rick Brunson","LAC",80,1936,410,850,380,30,130,60,190,12,18
"Bob Sura","HOU",61,1925,317,701,250,67,89,41,120,26,41
"Tony Battie","ORL",81,1910,42,90,36,6,19,2,15,2,4
"Andres Nocioni","CHI",81,1895,122,274,92,30,44,22,26,13,17
"Jason Hart","CHA",74,1888,367,809,292,75,75,51,166,36,39
"Reggie Evans","SEA",79,1879,58,139,35,23,12,4,19,6,17
"Shareef Abdur-Rahim","POR",54,1874,111,247,86,25,42,10,34,8,17
"Speedy Claxton","NOH",62,1874,374,867,255,119,103,21,131,33,86
"Chris Mihm","LAL",75,1873,50,114,36,14,13,8,15,3,11
"Brendan Haywood","WAS",68,1869,57,131,40,17,16,7,17,2,15
"Vladimir Radmanovic","SEA",63,1861,86,203,55,31,36,9,10,14,17
"Joel Przybilla","POR",76,1858,74,162,60,14,39,10,11,5,9
"Mike James","HOU",74,1858,263,579,210,53,88,37,85,18,35
"JR Smith","NOH",76,1857,142,318,108,34,44,10,54,10,24
"Antonio Davis","CHI",72,1843,80,182,58,22,36,7,15,7,15
"Eric Snow","CLE",81,1841,317,685,266,51,122,39,105,19,32
"Jumaine Jones","LAL",76,1835,65,154,41,24,20,7,14,6,18
"Austin Croshere","IND",73,1826,98,242,52,46,25,9,18,16,30
"Ira Newble","CLE",74,1826,91,189,84,7,31,26,27,3,4
"Earl Watson","MEM",80,1814,359,793,284,75,154,43,87,28,47
"Eddy Curry","CHI",63,1812,37,83,28,9,14,2,12,1,8
"Antonio McDyess","DET",77,1805,71,159,54,17,26,9,19,5,12
"Casey Jacobsen","NOH",84,1805,113,254,85,28,31,12,42,8,20
"Raja Bell","UTA",63,1797,91,189,84,7,31,11,42,2,5
"Keith Bogans","CHA",74,1795,135,282,123,12,60,26,37,6,6
"Stephen Jackson","IND",51,1795,119,271,86,33,45,13,28,9,24
"Samuel Dalembert","PHI",72,1791,35,82,23,12,6,4,13,3,9
"Pau Gasol","MEM",56,1783,135,327,78,57,60,6,12,16,41
"Rasho Nesterovic","SAS",70,1783,71,157,56,15,40,5,11,5,10
"Carlos Boozer","UTA",51,1781,144,309,123,21,54,18,51,3,18
"Dan Gadzuric","MIL",81,1778,30,68,22,8,6,2,14,2,6
"Hedo Turkoglu","ORL",67,1766,153,327,132,21,60,18,54,11,10
"Anthony Johnson","IND",63,1756,302,693,213,89,95,27,91,35,54
"Troy Hudson","MIN",79,1745,283,621,228,55,74,51,103,11,44
"Brent Barry","SAS",81,1736,178,398,136,42,69,23,44,18,24
"Theo Ratliff","POR",63,1724,34,76,26,8,14,7,5,1,7
"Adonal Foyle","GSW",78,1701,56,130,38,18,18,3,17,1,17
"Clifford Robinson","NJN",71,1696,104,233,79,25,38,10,31,10,15
"Darius Miles","POR",63,1694,129,290,97,32,68,9,20,8,24
"Marko Jaric","LAC",50,1662,303,637,272,31,104,62,106,18,13
"Luol Deng","CHI",61,1661,135,303,102,33,47,15,40,11,22
"Darius Songaila","SAC",81,1658,114,263,79,35,38,7,34,8,27
"Donyell Marshall","TOR",65,1657,81,181,62,19,33,9,20,9,10
"Melvin Ely","CHA",79,1655,76,175,53,23,29,2,22,8,15
"Gordan Giricek","UTA",81,1653,137,285,126,11,65,17,44,3,8
"Quinton Ross","LAC",78,1638,109,228,99,10,41,12,46,6,4
"Chris Kaman","LAC",63,1635,73,156,63,10,28,11,24,5,5
"Juwan Howard","HOU",61,1622,94,213,69,25,26,18,25,7,18
"Jerry Stackhouse","DAL",56,1620,127,296,85,42,44,9,32,15,27
"Nick Van Exel","POR",53,1618,227,491,190,37,128,16,46,6,31
"Jameer Nelson","ORL",79,1615,237,522,189,48,85,28,76,12,36
"Zach Randolph","POR",46,1607,86,197,61,25,44,7,10,7,18
"Erick Dampier","DAL",59,1606,51,118,35,16,12,5,18,6,10
"Jeff Foster","IND",61,1603,43,105,24,19,11,4,9,4,15
"Baron Davis","GSW",46,1582,362,829,257,105,163,24,70,31,74
"Jarvis Hayes","WAS",54,1563,90,207,63,27,34,7,22,10,17
"Matt Bonner","TOR",82,1545,48,118,26,22,12,3,11,18,4
"Jermaine O'Neal","IND",44,1540,82,191,55,27,33,5,17,11,16
"Corliss Williamson","SAC",72,1535,78,175,59,19,35,6,18,9,10
"Milt Palacio","TOR",80,1528,279,673,164,115,44,16,104,50,65
"Sam Cassell","MIN",59,1524,301,643,260,41,93,61,106,11,30
"Kelvin Cato","ORL",62,1522,40,83,37,3,24,3,10,0,3
"Doug Christie","ORL",52,1520,199,434,163,36,77,19,67,10,26
"Greg Buckner","DEN",70,1519,133,279,120,13,54,13,53,4,9
"Keith Van Horn","DAL",62,1503,75,174,51,24,22,11,18,8,16
"Michael Sweetney","NYK",77,1502,44,97,35,9,13,9,13,2,7
"Jon Barry","HOU",69,1501,167,362,139,28,72,28,39,4,24
"Eddie Griffin","MIN",70,1493,53,115,44,9,19,6,19,4,5
"Jason Kapono","CHA",81,1489,61,132,51,10,19,11,21,5,5
"Bonzi Wells","MEM",69,1489,80,183,57,23,40,6,11,5,18
"Malik Rose","NYK",76,1482,59,131,46,13,26,9,11,6,7
"Travis Best","NJN",76,1457,143,322,107,36,40,15,52,16,20
"Carlos Arroyo","DET",70,1443,280,592,248,32,115,35,98,6,26
"Predrag Drobnjak","ATL",71,1438,49,113,34,15,25,2,7,3,12
"Brian Cardinal","MEM",58,1433,114,254,88,26,58,20,10,9,17
"Howard Eisley","UTA",74,1429,250,535,215,35,79,31,105,18,17
"Chris Andersen","NOH",67,1424,71,148,65,6,23,3,39,1,5
"Marquis Daniels","DAL",60,1416,128,285,99,29,55,14,30,13,16
"Robert Horry","SAS",75,1410,80,183,57,23,38,9,10,7,16
"Jacque Vaughn","NJN",71,1400,135,308,97,38,40,14,43,12,26
"Nick Collison","SEA",82,1397,32,71,25,7,19,2,4,1,6
"Zaza Pachulia","MIL",74,1396,60,136,44,16,16,8,20,3,13
"James Posey","MEM",50,1384,88,212,52,36,31,4,17,13,23
"Keith McLeod","UTA",53,1382,236,503,205,31,81,19,105,7,24
"Trevor Ariza","NYK",80,1380,85,188,67,18,33,9,25,4,14
"Rodney Rogers","PHI",58,1367,86,188,70,16,43,8,19,2,14
"Richard Jefferson","NJN",33,1364,133,297,102,31,36,17,49,12,19
"Andrei Kirilenko","UTA",41,1353,132,275,121,11,74,8,39,9,2
"Tony Delk","ATL",56,1348,104,220,92,12,47,7,38,2,10
"Maurice Taylor","NYK",65,1343,67,145,56,11,26,15,15,5,6
"Bostjan Nachbar","NOH",71,1340,74,168,54,20,27,8,19,7,13
"Mickael Pietrus","GSW",67,1336,82,193,53,29,19,5,29,8,21
"Sebastian Telfair","POR",68,1330,224,496,176,48,104,15,57,17,31
"Robert Traylor","CLE",74,1329,61,132,51,10,25,10,16,4,6
"Eric Williams","TOR",55,1325,92,203,73,19,34,9,30,6,13
"Jerome James","SEA",80,1325,19,43,14,5,10,3,1,2,3
"James Jones","IND",75,1323,57,138,33,24,18,3,12,14,10
"Jiri Welsch","CLE",71,1320,103,218,91,12,43,13,35,5,7
"Nene","DEN",55,1315,84,179,73,11,44,7,22,5,6
"Rodney Buford","NJN",64,1310,63,140,49,14,20,5,24,4,10
"Dale Davis","IND",61,1307,47,108,33,14,14,5,14,5,9
"Jamaal Tinsley","IND",40,1301,257,569,202,55,105,42,55,17,38
"Stromile Swift","MEM",60,1280,43,98,31,12,20,5,6,6,6
"Othella Harrington","CHI",70,1278,56,131,37,19,15,5,17,4,15
"Fred Hoiberg","MIN",76,1267,85,184,71,14,24,24,23,5,9
"Michael Ruffin","WAS",79,1257,64,149,43,21,16,8,19,5,16
"Tony Allen","BOS",77,1254,64,143,49,15,33,9,7,7,8
"Derek Anderson","POR",47,1237,143,318,111,32,59,16,36,1,31
"Devin Brown","SAS",67,1232,92,209,67,25,31,13,23,10,15
"Maurice Evans","SAC",65,1225,45,105,30,15,8,5,17,6,9
"DerMarr Johnson","DEN",71,1223,75,159,66,9,31,11,24,4,5
"Dikembe Mutombo","HOU",80,1220,10,24,6,4,3,1,2,1,3
"Michael Olowokandi","MIN",62,1218,29,65,22,7,11,2,9,1,6
"Jerome Williams","NYK",79,1211,41,89,34,7,14,6,14,2,5
"Rasual Butler","MIA",65,1199,62,130,56,6,28,6,22,1,5
"Alan Henderson","DAL",78,1196,21,46,17,4,7,1,9,0,4
"Boris Diaw","ATL",66,1194,149,324,123,26,55,26,42,7,19
"Keyon Dooling","MIA",74,1184,132,291,105,27,39,16,50,13,14
"Eduardo Najera","DEN",68,1183,65,148,47,18,19,8,20,5,13
"Devin Harris","DAL",76,1176,169,376,131,38,64,14,53,13,25
"Shandon Anderson","MIA",66,1173,70,156,54,16,31,6,17,6,10
"Mikki Moore","LAC",74,1172,47,99,42,5,13,6,23,2,3
"Michael Doleac","MIA",80,1169,47,103,38,9,21,2,15,1,8
"Brian Scalabrine","NJN",54,1164,88,190,74,14,33,7,34,4,10
"Beno Udrih","SAS",80,1155,150,339,111,39,50,27,34,23,16
"Brian Grant","LAL",69,1143,34,79,23,11,6,5,12,1,10
"Marcus Banks","BOS",81,1142,155,335,130,25,53,22,55,8,17
"Lindsey Hunter","DET",76,1134,130,277,113,17,54,20,39,7,10
"Lucious Harris","CLE",73,1127,49,104,43,6,18,9,16,3,3
"Aaron McKie","PHI",68,1126,103,240,69,34,30,8,31,10,24
"Toni Kukoc","MIL",53,1100,160,339,141,19,91,18,32,9,10
"Leandro Barbosa","PHX",63,1085,126,298,80,46,48,10,22,18,28
"Brian Cook","LAL",72,1082,35,83,22,13,13,3,6,5,8
"DeShawn Stevenson","ORL",55,1081,69,145,62,7,38,10,14,3,4
"Willie Green","PHI",57,1067,100,225,75,25,36,7,32,4,21
"Tierre Brown","LAL",76,1058,155,382,83,72,39,13,31,22,50
"Juan Dixon","WAS",63,1053,111,255,78,33,31,15,32,6,27
"Steven Hunter","PHX",76,1051,13,29,10,3,6,1,3,1,2
"Danny Fortson","SEA",62,1047,8,20,4,4,3,1,0,0,4
"Al Jefferson","BOS",71,1044,24,53,19,5,10,0,9,1,4
"Bryon Russell","DEN",70,1026,72,161,55,17,29,8,18,4,13
"Eddie Gill","IND",73,1014,83,197,52,31,21,7,24,15,16
"Erick Strickland","MIL",62,1011,115,248,97,18,29,27,41,8,10
"Chris Wilcox","LAC",54,1007,38,79,35,3,17,11,7,0,3
"Darrell Armstrong","DAL",66,987,178,398,136,42,52,23,61,11,31
"John Salmons","PHI",58,985,114,260,82,32,35,17,30,16,16
"Etan Thomas","WAS",47,979,20,43,17,3,10,0,7,1,2
"Kareem Rush","CHA",48,965,68,143,61,7,28,9,24,1,6
"Tom Gugliotta","ATL",47,963,68,144,60,8,49,4,7,2,6
"Jarron Collins","UTA",50,960,61,124,59,2,34,6,19,0,2
"Pat Garrity","ORL",71,949,30,69,21,9,8,4,9,2,7
"Calbert Cheaney","GSW",55,945,64,142,50,14,19,10,21,3,11
"Brian Skinner","SAC",49,944,43,97,32,11,14,1,17,2,9
"Jason Collier","ATL",70,942,18,38,16,2,10,0,6,1,1
"Francisco Elson","DEN",67,940,34,72,30,4,15,4,11,0,4
"Scott Padgett","HOU",66,939,55,129,36,19,18,7,11,6,13
"George Lynch","NOH",44,933,88,192,72,16,33,6,33,3,13
"Zeljko Rebraca","LAC",58,928,26,53,25,1,7,6,12,0,1
"Lamond Murray","TOR",62,916,47,106,35,12,16,4,15,8,4
"Kwame Brown","WAS",42,907,39,88,29,10,10,7,12,1,9
"Marcus Fizer","MIL",54,904,64,146,46,18,25,10,11,3,15
"Walter McCarty","PHX",72,900,37,88,23,14,12,7,4,8,6
"Kirk Snyder","UTA",68,900,36,78,30,6,20,4,6,2,4
"Anfernee Hardaway","NYK",37,895,74,160,62,12,27,7,28,6,6
"Eddie House","SAC",68,884,96,208,80,16,29,17,34,12,4
"Shawn Bradley","DAL",77,882,15,38,7,8,3,0,4,0,8
"Flip Murray","SEA",49,879,65,150,45,20,21,8,16,8,12
"Kris Humphries","UTA",67,869,43,90,39,4,23,7,9,2,2
"Anderson Varejao","CLE",54,869,27,57,24,3,11,1,12,3,0
"Scot Pollard","IND",49,867,18,39,15,3,3,5,7,0,3
"Sasha Pavlovic","CLE",65,867,49,100,47,2,22,6,19,1,1
"Curtis Borchardt","UTA",67,856,49,108,39,10,12,1,26,2,8
"Eric Piatkowski","CHI",68,839,51,110,43,8,18,11,14,4,4
"Shaun Livingston","LAC",30,820,151,319,134,17,67,24,43,3,14
"Royal Ivey","ATL",62,813,103,223,86,17,31,13,42,6,11
"Travis Outlaw","POR",59,793,35,75,30,5,23,3,4,0,5
"Luke Walton","LAL",61,762,93,204,75,18,51,11,13,6,12
"David Harrison","IND",43,760,13,29,10,3,6,0,4,1,2
"Steven Smith","MIA",49,745,71,154,59,12,24,12,23,6,6
"Kenny Anderson","LAC",43,744,103,223,86,17,42,10,34,5,12
"Christian Laettner","MIA",49,739,41,90,33,8,27,2,4,4,4
"Rafael Araujo","TOR",59,736,16,34,14,2,10,1,3,1,1
"Obinna Ekezie","ATL",42,730,11,22,11,0,8,1,2,0,0
"Anthony Carter","MIN",66,716,161,339,144,17,59,28,57,4,13
"Jamaal Magloire","NOH",23,707,29,66,21,8,6,2,13,2,6
"Jackson Vroman","NOH",46,706,40,87,33,7,15,2,16,0,7
"Matt Barnes","SAC",43,704,57,122,49,8,9,6,34,3,5
"Alonzo Mourning","MIA",37,704,18,38,16,2,7,1,8,0,2
"Loren Woods","TOR",45,703,17,36,15,2,5,4,6,1,1
"Tony Massenburg","SAS",61,692,14,32,10,4,6,2,2,2,2
"Rodney White","GSW",58,678,44,96,36,8,16,1,19,4,4
"Wesley Person","DEN",41,671,39,88,29,10,17,3,9,6,4
"Adrian Griffin","CHI",69,658,53,121,38,15,18,5,15,4,11
"Stacey Augmon","ORL",55,654,36,78,30,6,9,1,20,1,5
"Steve Blake","WAS",44,648,69,153,54,15,28,9,17,3,12
"Jabari Smith","NJN",45,647,38,86,28,10,10,3,15,1,9
"Dahntay Jones","MEM",52,644,21,47,16,5,10,1,5,1,4
"Mark Madsen","MIN",41,602,18,42,12,6,4,1,7,2,4
"Ryan Bowen","HOU",65,581,18,43,11,7,5,1,5,3,4
"Greg Ostertag","SAC",56,557,37,87,24,13,10,3,11,5,8
"Junior Harrington","NOH",29,549,62,136,50,12,16,6,28,2,10
"David West","NOH",30,549,23,49,20,3,10,2,8,0,3
"Kendrick Perkins","BOS",60,541,21,44,19,2,11,1,7,0,2
"Bobby Jackson","SAC",25,540,59,135,42,17,9,9,24,6,11
"Allan Houston","NYK",20,534,42,86,40,2,15,13,12,0,2
"Anthony Goldwire","MIL",33,530,78,174,60,18,20,12,28,2,16
"Viktor Khryapa","POR",32,529,25,58,17,8,13,3,1,4,4
"Anthony Peeler","WAS",40,527,57,131,40,17,17,6,17,6,11
"Clar. Weatherspoon","HOU",40,523,17,37,14,3,8,2,4,0,3
"John Thomas","MIN",44,520,17,38,13,4,3,2,8,1,3
"Raul Lopez","UTA",31,517,123,262,107,16,49,11,47,10,6
"Damien Wilkins","SEA",29,516,26,59,19,7,8,6,5,1,6
"Malik Allen","CHA",36,516,18,41,13,5,6,4,3,1,4
"Zoran Planinic","NJN",43,510,44,96,36,8,12,4,20,4,4
"Theron Smith","CHA",33,507,28,63,21,7,9,5,7,4,3
"Delonte West","BOS",39,505,53,117,42,11,18,6,18,3,8
"Richie Frahm","POR",43,490,30,65,25,5,14,5,6,3,2
"Andre Barrett","ORL",38,477,69,153,54,15,25,10,19,3,12
"Zarko Cabarkapa","GSW",40,475,25,57,18,7,12,1,5,3,4
"Ronald Dupree","DET",47,466,24,52,20,4,5,5,10,1,3
"Carlos Delfino","DET",30,462,38,84,30,8,17,3,10,4,4
"Kevin Martin","SAC",45,458,22,49,17,5,8,1,8,1,4
"Calvin Booth","MIL",51,454,8,22,2,6,1,0,1,1,5
"Jannero Pargo","CHI",32,450,76,174,54,22,28,6,20,8,14
"Matt Freije","NOH",23,437,20,44,16,4,9,2,5,1,3
"Donta Smith","ATL",38,433,39,83,34,5,20,3,11,0,5
"Matt Carroll","CHA",25,433,17,37,14,3,5,1,8,1,2
"Lionel Chalmers","LAC",36,424,51,108,45,6,19,5,21,2,4
"Slava Medvedenko","LAL",43,421,13,32,7,6,2,4,1,0,6
"Laron Profit","WAS",42,420,37,85,26,11,11,7,8,4,7
"Ervin Johnson","MIN",46,409,6,13,5,1,2,0,3,0,1
"Sasha Vujacic","LAL",35,402,51,123,30,21,15,0,15,8,13
"Elden Campbell","DET",40,393,19,39,18,1,10,3,5,0,1
"Ron Mercer","NJN",18,390,20,47,13,7,5,2,6,3,4
"Andris Biedrins","GSW",30,382,12,31,5,7,2,1,2,3,4
"Maciej Lampe","NOH",37,379,11,24,9,2,5,1,3,1,1
"Jake Voskuhl","PHX",38,362,17,39,12,5,6,2,4,3,2
"Charlie Ward","HOU",14,360,43,98,31,12,8,14,9,3,9
"Moochie Norris","HOU",38,356,39,83,34,5,10,4,20,2,3
"Mario Kasun","ORL",44,351,8,17,7,1,6,0,1,0,1
"Billy Thomas","NJN",25,350,17,41,10,7,2,0,8,1,6
"Kevin Willis","ATL",29,346,9,22,5,4,3,0,2,0,4
"Vitaly Potapenko","SEA",33,335,9,21,6,3,3,0,3,0,3
"Bernard Robinson","CHA",31,329,30,69,21,9,8,3,10,4,5
"Jamal Sampson","CHA",23,327,8,18,6,2,0,1,5,0,2
"Josh Davis","PHI",42,319,12,28,8,4,5,1,2,1,3
"Ryan Humphrey","MEM",35,317,6,14,4,2,4,0,0,1,1
"Aaron Williams","TOR",42,312,8,17,7,1,2,0,5,0,1
"Devean George","LAL",15,308,14,32,10,4,7,2,1,0,4
"DeSagana Diop","CLE",39,305,15,31,14,1,8,1,5,1,0
"Ben Handlogten","UTA",21,295,13,28,11,2,5,0,6,0,2
"Metta World Peace","IND",7,290,22,56,10,12,5,2,3,2,10
"Kendall Gill","MIL",14,284,27,63,18,9,9,5,4,4,5
"Jake Tsakalidis","MEM",31,281,10,23,7,3,4,0,3,3,0
"Mike Wilks","SAS",48,269,33,74,25,8,10,6,9,3,5
"Darvin Ham","DET",47,256,5,10,5,0,3,1,1,0,0
"Darko Milicic","DET",37,252,7,15,6,1,5,1,0,1,0
"Michael Curry","IND",18,252,15,31,14,1,6,4,4,0,1
"Pape Sow","TOR",27,252,2,5,1,1,0,1,0,0,1
"Kerry Kittles","LAC",11,243,20,43,17,3,10,2,5,1,2
"Sean Marks","SAS",23,242,8,20,4,4,0,3,1,1,3
"Randy Livingston","UTA",17,230,45,94,41,4,20,5,16,3,1
