"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Larry Hughes","CHA",45,1114,137,305,106,31,78,10,18,11,20
"Trenton Hassell","NJN",52,1106,50,114,36,14,20,5,11,4,10
"Zaza Pachulia","ATL",78,1089,42,95,31,11,23,1,7,9,2
"Marcin Gortat","ORL",81,1088,17,41,10,7,5,0,5,1,6
"Toney Douglas","NYK",56,1087,112,276,60,52,32,9,19,19,33
"Daniel Gibson","CLE",56,1068,70,153,57,13,36,11,10,7,6
"Devin Brown","CHI",50,1060,65,140,55,10,27,13,15,4,6
"Jamario Moon","CLE",61,1052,49,112,35,14,19,6,10,4,10
"Kurt Thomas","MIL",70,1049,47,112,29,18,9,5,15,5,13
"Sergio Rodriguez","NYK",66,1048,212,488,148,64,96,13,39,26,38
"Josh Boone","NJN",62,1045,29,64,23,6,14,2,7,1,5
"Jarvis Hayes","NJN",45,1032,40,87,33,7,14,12,7,5,2
"Marreese Speights","PHI",62,1016,36,81,27,9,16,4,7,1,8
"Robin Lopez","PHX",51,986,7,15,6,1,2,2,2,0,1
"Nazr Mohammed","CHA",58,984,28,61,23,5,14,1,8,0,5
"James Singleton","WAS",57,978,31,70,23,8,12,3,8,1,7
"Jason Kapono","PHI",57,976,39,85,32,7,15,8,9,3,4
"Morris Peterson","NOH",46,973,41,89,34,7,16,7,11,3,4
"Keyon Dooling","NJN",53,970,135,300,105,30,49,15,41,18,12
"JaVale McGee","WAS",59,968,14,30,12,2,6,4,2,0,2
"Kyle Korver","UTA",52,952,89,189,78,11,49,16,13,8,3
"Ime Udoka","SAC",69,944,58,127,47,11,27,6,14,5,6
"Marquis Daniels","BOS",51,937,66,159,39,27,19,5,15,4,23
"Glen Davis","BOS",54,933,35,91,14,21,7,4,3,4,17
"Josh Howard","WAS",35,918,48,111,33,15,20,2,11,2,13
"Nicolas Batum","POR",37,918,44,98,34,10,16,3,15,0,10
"Austin Daye","DET",69,915,34,73,29,5,18,8,3,3,2
"Ryan Anderson","ORL",63,910,37,86,25,12,13,6,6,4,8
"Vladimir Radmanovic","GSW",41,891,45,102,33,12,23,3,7,4,8
"David Andersen","HOU",63,891,44,100,32,12,14,4,14,2,10
"Tony Allen","BOS",54,889,72,155,61,11,26,12,23,3,8
"Hasheem Thabeet","MEM",68,883,11,24,9,2,5,3,1,0,2
"DeShawn Stevenson","DAL",64,883,56,126,42,14,18,5,19,2,12
"Sasha Pavlovic","MIN",71,877,58,122,52,6,18,16,18,2,4
"Marcus Williams","MEM",62,872,161,334,149,12,77,22,50,4,8
"Ronny Turiaf","GSW",42,872,90,204,66,24,31,9,26,4,20
"Julian Wright","NOH",68,871,41,87,36,5,19,4,13,3,2
"AJ Price","IND",56,865,106,257,61,45,31,11,19,12,33
"Allen Iverson","PHI",28,864,113,254,85,28,39,16,30,12,16
"Anthony Carter","DEN",54,859,160,356,124,36,82,11,31,9,27
"Rodney Carney","PHI",68,857,37,81,30,7,16,6,8,2,5
"Jerry Stackhouse","MIL",42,855,70,159,51,19,22,8,21,7,12
"Jannero Pargo","CHI",63,828,89,198,69,20,46,4,19,8,12
"Luther Head","IND",47,813,72,167,49,23,26,5,18,7,16
"Theo Ratliff","CHA",49,806,25,53,22,3,9,1,12,0,3
"Ronnie Price","UTA",60,806,123,268,101,22,56,6,39,5,17
"Stephen Graham","CHA",70,804,23,54,15,8,8,1,6,5,3
"Shaun Livingston","WAS",36,795,130,279,111,19,54,18,39,6,13
"DeMarre Carroll","MEM",71,795,33,73,26,7,14,4,8,4,3
"Leandro Barbosa","PHX",44,786,64,157,35,29,18,6,11,11,18
"Chris Hunter","GSW",60,783,37,84,27,10,10,1,16,0,10
"Reggie Williams","GSW",24,781,66,158,40,26,20,11,9,10,16
"Henry Walker","NYK",35,768,40,95,25,15,16,4,5,4,11
"Andris Biedrins","GSW",33,763,57,132,39,18,14,6,19,3,15
"Devean George","GSW",45,761,32,82,14,18,8,2,4,8,10
"Joey Graham","DEN",62,759,22,52,14,8,9,2,3,4,4
"James Johnson","CHI",65,757,48,107,37,11,17,6,14,2,9
"Anthony Randolph","GSW",33,749,42,90,36,6,20,5,11,1,5
"Jawad Williams","CLE",54,742,34,82,20,14,8,5,7,8,6
"Travis Outlaw","LAC",34,730,34,83,19,15,11,1,7,6,9
"Jodie Meeks","PHI",60,719,39,90,27,12,11,3,13,4,8
"Jeff Teague","ATL",71,718,122,271,95,27,36,16,43,16,11
"Michael Finley","BOS",46,709,43,100,29,14,18,4,7,8,6
"Dante Cunningham","POR",63,707,14,33,9,5,6,1,2,1,4
"Rodrigue Beaubois","DAL",56,700,74,167,55,19,26,6,23,3,16
"Daequan Cook","MIA",45,691,43,96,33,10,7,4,22,2,8
"Darko Milicic","MIN",32,685,47,107,34,13,28,1,5,5,8
"Eduardo Najera","DAL",46,685,29,69,18,11,8,2,8,4,7
"Joel Przybilla","POR",30,681,8,19,5,3,4,0,1,2,1
"Solomon Jones","IND",52,675,32,74,22,10,11,1,10,1,9
"Tracy McGrady","NYK",30,672,99,225,72,27,47,5,20,6,21
"Kwame Brown","DET",48,660,22,48,18,4,13,1,4,1,3
"Sebastian Telfair","CLE",43,659,126,278,100,26,51,13,36,5,21
"Jason Smith","PHI",56,658,33,76,23,10,7,3,13,5,5
"Jon Brockman","SAC",52,654,22,53,13,9,5,3,5,4,5
"Fabricio Oberto","WAS",57,650,51,112,41,10,23,4,14,3,7
"Brandon Bass","ORL",50,648,19,45,12,7,6,3,3,3,4
"Chucky Atkins","DET",40,644,91,196,77,14,42,13,22,4,10
"Jordan Hill","HOU",47,624,20,50,10,10,7,2,1,2,8
"Shelden Williams","BOS",54,597,21,49,14,7,7,2,5,2,5
"Joe Smith","ATL",64,592,21,47,16,5,10,1,5,3,2
"Jamaal Tinsley","MEM",38,589,108,230,94,14,60,9,25,3,11
"Josh Powell","LAL",63,581,35,79,26,9,10,6,10,3,6
"Francisco Garcia","SAC",25,575,45,94,41,4,12,8,21,3,1
"Sasha Vujacic","LAL",67,575,41,95,28,13,15,3,10,4,9
"Quinton Ross","WAS",52,562,12,25,11,1,5,1,5,0,1
"Derrick Brown","CHA",57,535,19,47,10,9,5,0,5,1,8
"Josh McRoberts","IND",42,524,44,102,30,14,17,5,8,3,11
"Bobby Brown","LAC",45,519,88,209,55,33,33,6,16,4,29
"Tyler Hansbrough","IND",29,511,28,62,22,6,12,1,9,0,6
"James Jones","MIA",36,503,17,38,13,4,4,1,8,2,2
"Greg Oden","POR",21,502,19,44,13,6,9,2,2,1,5
"Ricky Davis","LAC",36,499,39,85,32,7,18,3,11,4,3
"Michael Redd","MIL",18,492,39,92,25,14,5,8,12,7,7
"Brian Scalabrine","BOS",52,472,27,63,18,9,7,4,7,0,9
"Mardy Collins","LAC",43,470,44,95,37,7,13,6,18,3,4
"Darrell Arthur","MEM",32,457,15,35,10,5,3,1,6,2,3
"Malik Allen","DEN",51,456,16,40,8,8,3,0,5,4,4
"Oleksiy Pecherov","MIN",44,447,11,22,11,0,3,1,7,0,0
"Chris Wilcox","DET",34,441,13,27,12,1,10,1,1,0,1
"Johan Petro","DEN",36,436,14,31,11,3,9,1,1,1,2
"Rasho Nesterovic","TOR",42,413,25,53,22,3,14,2,6,1,2
"Nathan Jawai","MIN",39,412,24,54,18,6,8,4,6,2,4
"Kyrylo Fesenko","UTA",49,408,15,30,15,0,8,0,7,0,0
"Anthony Johnson","ORL",31,406,63,152,37,26,18,7,12,9,17
"Mikki Moore","GSW",23,406,36,86,22,14,9,1,12,6,8
"Jeff Ayres","POR",39,405,1,3,0,1,0,0,0,0,1
"DaJuan Summers","DET",44,405,16,37,11,5,6,2,3,1,4
"Bobby Simmons","NJN",23,395,15,31,14,1,7,6,1,0,1
"Cartier Martin","WAS",18,390,16,36,12,4,4,2,6,1,3
"Earl Clark","PHX",51,383,21,50,13,8,6,2,5,0,8
"Steve Novak","LAC",54,362,6,16,2,4,2,0,0,1,3
"Jamaal Magloire","MIA",36,359,1,3,0,1,0,0,0,1,0
"DJ Mbenga","LAL",49,355,8,17,7,1,3,1,3,0,1
"Gerald Henderson","CHA",43,355,13,28,11,2,5,1,5,1,1
"Hilton Armstrong","HOU",33,335,21,47,16,5,11,0,5,1,4
"Garrett Temple","SAS",27,334,21,48,15,6,9,2,4,3,3
"Sean May","SAC",37,331,17,37,14,3,8,1,5,0,3
"Royal Ivey","MIL",44,327,27,61,20,7,10,5,5,1,6
"Etan Thomas","OKC",23,321,1,3,0,1,0,0,0,0,1
"Malik Hairston","SAS",47,317,16,38,10,6,5,1,4,3,3
"Dan Gadzuric","MIL",32,314,12,29,7,5,2,1,4,2,3
"Kenny Thomas","SAC",26,313,15,32,13,2,7,2,4,2,0
"Aaron Gray","NOH",32,311,22,46,20,2,12,4,4,0,2
"Reggie Evans","TOR",28,311,8,17,7,1,3,0,4,1,0
"Dominic McGuire","SAC",51,307,11,23,10,1,7,0,3,1,0
"Jermaine Taylor","HOU",31,303,16,33,15,1,10,1,4,0,1
"Jonathan Bender","NYK",25,292,16,36,12,4,6,1,5,0,4
"Tim Thomas","DAL",18,285,14,31,11,3,4,1,6,0,3
"Luke Walton","LAL",29,272,40,86,34,6,18,4,12,2,4
"Brian Cardinal","MIN",29,267,24,50,22,2,15,2,5,0,2
"Kevin Ollie","OKC",25,263,20,45,15,5,3,4,8,0,5
"DeSagana Diop","CHA",27,262,5,11,4,1,3,0,1,0,1
"Jarron Collins","PHX",34,260,6,14,4,2,2,0,2,0,2
"Jeff Foster","IND",16,255,21,51,12,9,2,2,8,1,8
"Marcus Banks","TOR",22,244,26,55,23,3,12,3,8,1,2
"Adam Morrison","LAL",31,241,18,40,14,4,9,2,3,0,4
"Hamed Haddadi","MEM",36,240,10,20,10,0,9,1,0,0,0
"J.R. Giddens","NYK",32,239,13,32,7,6,4,1,2,0,6
"Leon Powe","CLE",20,236,0,0,0,0,0,0,0,0,0
"Acie Law","CHI",26,234,26,58,20,6,14,1,5,2,4
"Earl Barron","NYK",7,232,8,21,3,5,1,0,2,1,4
"Kelenna Azubuike","GSW",9,231,10,22,8,2,5,0,3,1,1
"Sean Williams","NJN",20,227,1,2,1,0,0,1,0,0,0
