"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Courtney Lee","HOU",58,1757,88,204,60,28,26,10,24,12,16
"Thaddeus Young","PHI",63,1755,74,163,59,15,26,15,18,4,11
"Jordan Crawford","WAS",64,1753,190,412,158,32,100,25,33,14,18
"Goran Dragic","HOU",66,1752,351,790,263,88,106,54,103,52,36
"Luke Ridnour","MIN",53,1750,252,589,167,85,113,22,32,15,70
"Richard Jefferson","GSW",63,1748,88,204,60,28,30,8,22,10,18
"Kendrick Perkins","OKC",65,1744,78,170,64,14,39,10,15,3,11
"Devin Harris","UTA",63,1741,316,695,253,63,125,51,77,19,44
"Elton Brand","PHI",60,1732,97,221,70,27,25,11,34,1,26
"Nick Young","LAC",62,1729,56,125,43,13,23,7,13,4,9
"Metta World Peace","LAL",64,1720,140,309,111,29,42,22,47,8,21
"Brandon Rush","GSW",65,1717,88,214,50,38,24,9,17,19,19
"Evan Turner","PHI",65,1712,180,398,142,38,66,35,41,9,29
"Ramon Sessions","LAL",64,1707,354,802,260,94,132,49,79,26,68
"Jameer Nelson","ORL",57,1706,325,790,185,140,133,21,31,43,97
"Iman Shumpert","NYK",59,1705,164,391,101,63,63,5,33,15,48
"Greivis Vasquez","NOH",66,1705,359,762,315,44,160,51,104,14,30
"Randy Foye","LAC",65,1682,146,328,110,36,79,5,26,20,16
"Lou Williams","PHI",64,1682,221,478,185,36,78,39,68,11,25
"Channing Frye","PHX",64,1670,88,206,58,30,25,13,20,13,17
"Jason Thompson","SAC",64,1657,79,177,60,19,41,8,11,5,14
"Isaiah Thomas","SAC",65,1655,266,587,211,55,140,23,48,14,41
"Ersan Ilyasova","MIL",60,1655,71,168,45,26,26,9,10,13,13
"Hedo Turkoglu","ORL",53,1653,233,562,137,96,105,16,16,41,55
"Dorell Wright","GSW",61,1650,94,218,64,30,34,9,21,10,20
"MarShon Brooks","NJN",56,1648,131,296,97,34,51,13,33,19,15
"Rodney Stuckey","DET",55,1643,210,467,163,47,82,22,59,16,31
"Jodie Meeks","PHI",66,1643,54,118,44,10,17,11,16,4,6
"Zaza Pachulia","ATL",58,1640,79,180,57,22,29,9,19,12,10
"Anthony Morrow","NJN",62,1636,61,141,42,19,22,12,8,6,13
"Ronnie Brewer","CHI",66,1635,137,313,98,39,54,13,31,13,26
"Tim Duncan","SAS",58,1634,132,292,104,28,69,11,24,12,16
"Dwyane Wade","MIA",49,1625,225,497,178,47,117,22,39,20,27
"Jamal Crawford","POR",60,1613,191,430,143,48,57,12,74,24,24
"Klay Thompson","GSW",66,1608,133,298,101,32,52,19,30,13,19
"Jason Richardson","ORL",54,1591,107,259,62,45,40,14,8,15,30
"Udonis Haslem","MIA",64,1589,42,98,28,14,18,3,7,4,10
"Ray Allen","BOS",46,1565,109,229,98,11,42,16,40,7,4
"James Johnson","TOR",62,1561,122,269,97,25,67,16,14,4,21
"Kyrie Irving","CLE",51,1558,275,627,198,77,131,33,34,22,55
"Amir Johnson","TOR",64,1553,79,173,64,15,27,12,25,3,12
"Amar'e Stoudemire","NYK",47,1543,52,126,30,22,22,0,8,6,16
"Vince Carter","DAL",61,1542,139,317,100,39,57,14,29,18,21
"Carlos Delfino","MIL",54,1537,123,267,102,21,55,13,34,4,17
"JaVale McGee","DEN",61,1535,31,69,24,7,20,2,2,3,4
"Kawhi Leonard","SAS",64,1534,70,174,36,34,21,9,6,15,19
"Ed Davis","TOR",66,1534,60,135,45,15,23,5,17,2,13
"Jarrett Jack","NOH",45,1530,285,609,246,39,96,43,107,12,27
"Tony Allen","MEM",58,1525,79,167,70,9,42,17,11,4,5
"Danny Green","SAS",66,1522,86,194,64,22,46,8,10,13,9
"Kyle Lowry","HOU",47,1510,310,695,235,75,111,39,85,29,46
"Derek Fisher","OKC",63,1508,170,360,150,20,68,32,50,4,16
"Marvin Williams","ATL",57,1499,71,171,42,29,22,3,17,10,19
"Shane Battier","MIA",65,1499,82,182,64,18,33,10,21,8,10
"Patrick Patterson","HOU",64,1483,53,132,27,26,15,3,9,10,16
"Al-Farouq Aminu","NOH",66,1477,66,141,57,9,33,5,19,2,7
"Mo Williams","LAC",52,1472,160,361,119,41,75,16,28,15,26
"Kyle Korver","CHI",65,1469,112,239,97,15,50,16,31,7,8
"Drew Gooden","MIL",56,1469,144,316,116,28,77,19,20,12,16
"Wesley Johnson","MIN",65,1468,59,127,50,9,31,9,10,5,4
"Jonas Jerebko","DET",64,1468,43,98,31,12,18,6,7,2,10
"Jason Maxiell","DET",65,1466,41,87,36,5,19,7,10,0,5
"Byron Mullens","CHA",65,1465,57,119,52,5,30,7,15,0,5
"Bismack Biyombo","CHA",63,1455,27,55,26,1,9,1,16,0,1
"Samuel Dalembert","HOU",65,1447,33,71,28,5,17,4,7,3,2
"Mike Dunleavy","MIL",55,1445,117,257,94,23,57,16,21,10,13
"Derrick Brown","CHA",65,1443,67,143,58,9,21,4,33,3,6
"Tyler Hansbrough","IND",66,1442,30,76,14,16,7,7,0,3,13
"Matt Barnes","LAL",63,1440,126,273,105,21,57,27,21,9,12
"Chris Singleton","WAS",66,1431,49,105,42,7,16,10,16,1,6
"Glen Davis","ORL",61,1427,47,113,28,19,19,2,7,7,12
"Boris Diaw","SAS",57,1425,205,457,158,47,75,23,60,12,35
"Tristan Thompson","CLE",60,1424,27,60,21,6,10,4,7,0,6
"Derrick Williams","MIN",66,1418,38,94,20,18,12,1,7,10,8
"D.J. Augustin","CHA",48,1408,307,659,262,45,114,22,126,9,36
"Ricky Rubio","MIN",41,1404,336,784,224,112,147,29,48,44,68
"Shannon Brown","PHX",59,1400,69,154,53,16,25,10,18,5,11
"Ben Gordon","DET",52,1398,127,288,93,34,55,10,28,12,22
"Leandro Barbosa","IND",64,1381,96,227,61,35,28,13,20,11,24
"Jason Kidd","DAL",48,1379,264,584,208,56,97,42,69,10,46
"Grant Hill","PHX",49,1378,107,237,84,23,33,14,37,7,16
"Derrick Favors","UTA",65,1376,43,92,37,6,19,5,13,2,4
"Derrick Rose","CHI",39,1375,307,676,245,62,94,33,118,23,39
"Chris Kaman","NOH",47,1372,101,216,87,14,43,10,34,5,9
"Avery Bradley","BOS",64,1368,87,199,62,25,19,9,34,6,19
"DeJuan Blair","SAS",64,1363,78,181,53,25,31,7,15,10,15
"Marcus Camby","HOU",59,1352,107,227,94,13,64,20,10,4,9
"Danilo Gallinari","DEN",43,1351,116,253,95,21,60,17,18,10,11
"Trevor Ariza","NOH",41,1350,135,299,106,29,46,19,41,13,16
"Joel Anthony","MIA",64,1350,9,20,7,2,4,0,3,1,1
"Marreese Speights","MEM",60,1345,48,103,41,7,27,10,4,1,6
"Omri Casspi","CLE",65,1341,66,149,49,17,36,2,11,6,11
"Matt Bonner","SAS",65,1326,61,148,35,26,15,10,10,14,12
"Nick Collison","OKC",63,1307,82,204,42,40,29,5,8,6,34
"Chase Budinger","HOU",58,1298,74,162,60,14,31,9,20,3,11
"Ekpe Udoh","MIL",61,1290,57,127,44,13,21,7,16,6,7
"Corey Brewer","DEN",59,1287,88,194,70,18,56,3,11,6,12
"Taj Gibson","CHI",63,1284,47,115,26,21,12,4,10,5,16
"Anthony Parker","CLE",51,1280,120,275,85,35,46,18,21,12,23
"Shelden Williams","NJN",58,1276,35,85,20,15,11,4,5,3,12
"George Hill","IND",50,1274,145,327,108,37,50,15,43,16,21
"Nikola Pekovic","MIN",47,1264,31,74,19,12,10,2,7,1,11
"Kevin Martin","HOU",40,1264,110,254,76,34,27,18,31,12,22
"Trevor Booker","WAS",50,1261,40,94,26,14,16,7,3,2,12
"Norris Cole","MIA",65,1260,133,302,97,36,59,10,28,16,20
"John Salmons","SAC",46,1250,93,211,68,25,35,15,18,8,17
"JJ Hickson","POR",54,1244,45,114,21,24,16,1,4,8,16
"Steve Blake","LAL",53,1237,175,388,137,38,71,27,39,16,22
"Kirk Hinrich","ATL",48,1237,132,301,95,37,50,11,34,14,23
"Markieff Morris","PHX",63,1227,65,137,58,7,28,8,22,3,4
"Chris Duhon","ORL",63,1226,151,360,93,58,54,13,26,12,46
"Stephen Jackson","SAS",47,1212,118,262,92,26,63,14,15,9,17
"Gary Neal","SAS",56,1206,117,277,74,43,44,17,13,15,28
"Nate Robinson","GSW",51,1192,231,539,154,77,79,25,50,20,57
"Kevin Seraphin","WAS",57,1176,33,73,26,7,19,2,5,3,4
"C.J. Watson","CHI",49,1159,200,441,159,41,63,17,79,11,30
"Rodrigue Beaubois","DAL",53,1150,152,354,102,50,42,20,40,12,38
"Brendan Haywood","DAL",54,1146,19,44,13,6,7,2,4,0,6
"CJ Miles","UTA",56,1145,69,141,66,3,41,16,9,2,1
"Martell Webster","MIN",47,1140,40,93,27,13,16,3,8,3,10
"Ian Mahinmi","DAL",61,1139,12,32,4,8,1,1,2,1,7
"Jimmer Fredette","SAC",61,1135,108,242,82,26,56,13,13,13,13
"Dominic McGuire","GSW",64,1127,110,263,67,43,40,4,23,18,25
"Dante Cunningham","MEM",64,1124,37,85,26,11,14,4,8,4,7
"Tiago Splitter","SAS",59,1121,65,161,34,31,19,5,10,9,22
"Nene","WAS",39,1110,80,179,61,19,49,5,7,9,10
"DJ White","CHA",58,1098,47,105,36,11,13,8,15,4,7
"Shaun Livingston","MIL",58,1092,122,273,93,29,54,11,28,7,22
"Gustavo Ayon","NOH",54,1088,74,166,56,18,34,7,15,9,9
"Michael Beasley","MIN",47,1087,45,99,36,9,26,5,5,4,5
"Beno Udrih","MIL",59,1080,227,516,165,62,81,17,67,13,49
"Jan Vesely","WAS",57,1078,47,104,37,10,26,5,6,3,7
"Delonte West","DAL",44,1060,139,309,108,31,56,18,34,6,25
"Linas Kleiza","TOR",49,1057,46,109,29,17,13,3,13,2,15
"Dahntay Jones","IND",65,1052,63,141,48,15,23,9,16,6,9
"Chuck Hayes","SAC",54,1040,77,163,68,9,46,6,16,4,5
"Kenneth Faried","DEN",46,1037,36,80,28,8,21,5,2,1,7
"Earl Watson","UTA",50,1032,217,455,196,21,119,26,51,7,14
"J.J. Barea","MIN",41,1032,232,530,166,66,97,29,40,19,47
"Andrea Bargnani","TOR",31,1032,61,132,51,10,25,12,14,0,10
"Lamar Odom","DAL",50,1027,83,194,55,28,30,17,8,11,17
"Steve Novak","NYK",54,1020,12,30,6,6,4,0,2,1,5
"Tyrus Thomas","CHA",54,1013,35,73,32,3,17,3,12,2,1
"Luc Mbah a Moute","MIL",43,1009,29,66,21,8,14,2,5,2,6
"Quincy Pondexter","MEM",64,1002,27,60,21,6,6,5,10,2,4
"Carl Landry","NOH",41,999,38,88,26,12,7,6,13,3,9
"Josh Howard","UTA",43,991,50,109,41,9,22,6,13,2,7
"Daequan Cook","OKC",57,989,15,32,13,2,4,3,6,1,1
"Ben Wallace","DET",62,980,43,97,32,11,18,7,7,2,9
"Wayne Ellington","MIN",51,973,33,80,19,14,12,2,5,2,12
"Omer Asik","CHI",66,971,32,75,21,11,11,0,10,3,8
"JR Smith","NYK",35,967,84,213,39,45,30,0,9,16,29
"DeShawn Stevenson","NJN",51,960,41,105,18,23,8,2,8,3,20
"Troy Murphy","LAL",59,956,51,118,35,16,14,5,16,7,9
"Jason Smith","NOH",40,947,34,74,28,6,15,2,11,4,2
"Jeremy Lin","NYK",35,940,216,482,166,50,126,11,29,12,38
"Kenyon Martin","LAC",42,940,18,44,10,8,7,0,3,2,6
"Alec Burks","UTA",59,939,55,116,49,6,32,9,8,3,3
"Ivan Johnson","ATL",56,934,32,72,24,8,10,5,9,2,6
"Willie Green","ATL",53,922,40,91,29,11,18,2,9,6,5
"Damien Wilkins","DET",60,922,44,102,30,14,13,7,10,5,9
"Mickael Pietrus","BOS",42,921,25,55,20,5,11,4,5,1,4
"Spencer Hawes","PHI",37,920,98,207,87,11,48,12,27,4,7
"Johan Petro","NJN",59,920,45,99,36,9,28,3,5,3,6
"Daniel Gibson","CLE",35,916,76,171,57,19,29,13,15,3,16
"Thabo Sefolosha","OKC",42,914,47,105,36,11,20,4,12,2,9
"Robin Lopez","PHX",64,895,20,46,14,6,9,1,4,0,6
"Sebastian Telfair","PHX",60,894,138,325,89,49,50,17,22,9,40
"Charles Jenkins","GSW",51,893,170,385,125,45,61,16,48,11,34
"Anthony Tolliver","MIN",51,881,22,47,19,3,12,0,7,0,3
"Corey Maggette","CHA",32,881,39,85,32,7,18,2,12,2,5
"Enes Kanter","UTA",66,874,8,18,6,2,3,0,3,0,2
"Quentin Richardson","ORL",48,866,38,94,20,18,8,6,6,6,12
"Tracy McGrady","ATL",52,837,110,259,71,39,35,8,28,11,28
"Jordan Farmar","NJN",39,831,129,290,97,32,39,21,37,12,20
"Samardo Samuels","CLE",54,825,20,44,16,4,12,2,2,2,2
"Aaron Gray","TOR",49,813,27,56,25,2,18,2,5,0,2
"Nikola Vucevic","PHI",51,812,31,72,21,10,9,3,9,1,9
"Kurt Thomas","POR",53,803,46,107,31,15,13,4,14,9,6
"Francisco Garcia","SAC",49,798,31,69,24,7,10,6,8,3,4
"Raja Bell","UTA",34,796,38,86,28,10,9,7,12,1,9
"Sundiata Gaines","NJN",57,793,126,282,96,30,34,14,48,9,21
"Manu Ginobili","SAS",34,792,151,333,120,31,87,19,14,14,17
"Kosta Koufos","DEN",48,792,15,33,12,3,2,4,6,1,2
"Brandan Wright","DAL",49,791,13,33,6,7,3,1,2,0,7
"Anderson Varejao","CLE",25,785,43,95,34,9,20,7,7,3,6
"Emeka Okafor","NOH",27,782,24,54,18,6,9,1,8,2,4
"Gerald Green","NJN",31,781,34,77,25,9,11,4,10,3,6
"Shelvin Mack","WAS",64,779,131,299,94,37,48,4,42,8,29
"Donte Greene","SAC",53,777,34,74,28,6,21,3,4,1,5
"Reggie Evans","LAC",56,771,17,38,13,4,5,2,6,1,3
"Michael Redd","PHX",51,770,33,78,21,12,15,2,4,3,9
"Greg Stiemsma","BOS",55,767,28,61,23,5,8,6,9,2,3
"Xavier Henry","NOH",45,759,35,74,31,4,10,7,14,2,2
"Vladimir Radmanovic","ATL",49,755,54,123,39,15,20,4,15,9,6
"Lou Amundson","IND",60,753,14,32,10,4,9,0,1,1,3
"Mike Miller","MIA",39,752,42,93,33,9,12,9,12,5,4
"Reggie Williams","CHA",33,747,60,130,50,10,33,5,12,1,9
"Andris Biedrins","GSW",47,739,16,38,10,6,2,2,6,1,5
"Zach Randolph","MEM",28,735,48,114,30,18,25,3,2,2,16
"Stephen Curry","GSW",26,732,138,309,105,33,62,17,26,12,21
"Jared Jeffries","NYK",39,729,26,66,12,14,6,2,4,5,9
"Rashard Lewis","WAS",28,729,27,59,22,5,10,2,10,3,2
"John Lucas III","CHI",49,725,108,238,86,22,36,12,38,8,14
"Josh McRoberts","LAL",50,718,51,113,40,11,23,9,8,5,6
"Gary Forbes","TOR",48,713,54,115,47,7,20,13,14,4,3
"Rudy Fernandez","DEN",31,710,75,168,57,18,47,2,8,12,6
"Jerryd Bayless","TOR",31,705,118,262,92,26,42,17,33,10,16
"Richard Hamilton","CHI",28,697,84,187,65,19,40,11,14,5,14
"Roger Mason Jr.","WAS",52,696,47,102,39,8,19,9,11,2,6
"Nazr Mohammed","OKC",63,692,14,30,12,2,9,0,3,0,2
"Timofey Mozgov","DEN",44,687,22,50,16,6,11,4,1,4,2
"Jannero Pargo","ATL",50,671,96,226,62,34,37,3,22,9,25
"Donald Sloan","CLE",33,669,105,243,72,33,29,14,29,4,29
"James Jones","MIA",51,666,19,42,15,4,8,1,6,2,2
"Keyon Dooling","BOS",46,661,51,110,43,8,16,5,22,3,5
"Toney Douglas","NYK",38,656,77,186,45,32,32,5,8,12,20
"Larry Sanders","MIL",52,643,33,73,26,7,11,4,11,4,3
"Jordan Williams","NJN",43,635,11,27,6,5,1,0,5,2,3
"Lance Thomas","NOH",42,629,12,25,11,1,3,0,8,0,1
"Andray Blatche","WAS",26,626,28,65,19,9,15,2,2,3,6
"Lavoy Allen","PHI",41,624,34,72,30,4,10,8,12,0,4
"Henry Walker","NYK",32,620,37,82,29,8,18,2,9,4,4
"Chauncey Billups","LAC",20,607,80,178,62,18,39,7,16,6,12
"Austin Daye","DET",41,603,33,73,26,7,16,7,3,3,4
"James Anderson","SAS",51,603,41,89,34,7,14,11,9,3,4
"Matt Carroll","CHA",53,596,38,84,30,8,15,5,10,4,4
"Baron Davis","NYK",29,595,135,310,95,40,78,4,13,11,29
"Jermaine O'Neal","BOS",25,570,10,22,8,2,6,1,1,1,1
"Jeremy Tyler","GSW",42,568,16,38,10,6,6,0,4,2,4
"AJ Price","IND",44,568,86,198,60,26,31,10,19,9,17
"Earl Clark","ORL",45,559,18,46,8,10,2,1,5,2,8
"Mike Bibby","NYK",39,557,80,191,49,31,27,6,16,5,26
"Jon Leuer","MIL",46,555,25,57,18,7,12,1,5,0,7
"Jordan Hill","LAL",39,551,16,36,12,4,9,3,0,0,4
"Terrence Williams","SAC",30,550,65,156,39,26,20,3,16,13,13
"Nolan Smith","POR",44,541,62,149,37,25,15,8,14,10,15
"Josh Harrellson","NYK",37,540,11,28,5,6,3,0,2,3,3
"Luke Babbitt","POR",40,537,16,39,9,7,3,3,3,5,2
"Sasha Pavlovic","BOS",45,527,18,41,13,5,6,4,3,3,2
"Ryan Hollins","BOS",39,522,9,20,7,2,3,2,2,0,2
"Ronnie Price","PHX",36,517,67,152,49,18,30,7,12,1,17
"Anthony Randolph","MIN",34,517,19,48,9,10,7,1,1,5,5
"Shawne Williams","NJN",25,514,16,42,6,10,0,2,4,2,8
"Will Bynum","DET",36,514,66,153,45,21,24,6,15,3,18
"Jamaal Tinsley","UTA",37,507,123,256,113,10,73,19,21,2,8
"Hakim Warrick","PHX",35,503,30,65,25,5,14,2,9,2,3
"Reggie Jackson","OKC",45,501,71,169,44,27,24,8,12,10,17
"Travis Outlaw","SAC",39,500,16,36,12,4,8,2,2,2,2
"Josh Childress","PHX",34,491,34,79,23,11,6,2,15,2,9
"Chris Andersen","DEN",32,486,6,13,5,1,4,1,0,0,1
"Marquis Daniels","BOS",38,483,47,107,34,13,15,10,9,8,5
"Chris Wilcox","BOS",28,481,12,28,8,4,4,1,3,0,4
"Tobias Harris","MIL",42,479,22,47,19,3,12,2,5,0,3
"Darko Milicic","MIN",28,472,17,36,15,2,8,0,7,1,1
"Von Wafer","ORL",33,469,29,63,24,5,16,5,3,1,4
"Craig Smith","POR",47,464,19,42,15,4,9,2,4,1,3
"Eric Bledsoe","LAC",40,464,66,152,46,20,22,4,20,10,10
"Alan Anderson","TOR",17,461,26,56,22,4,12,4,6,2,2
"Manny Harris","CLE",26,456,31,67,26,5,14,5,7,3,2
"Mehmet Okur","NJN",17,454,30,68,22,8,10,5,7,4,4
"Rasual Butler","TOR",34,453,19,44,13,6,9,0,4,1,5
"Joel Przybilla","POR",27,449,6,15,3,3,1,1,1,0,3
"Lance Stephenson","IND",42,442,46,101,37,9,20,7,10,2,7
"Ryan Gomes","LAC",32,425,12,27,9,3,3,1,5,0,3
"Jeremy Pargo","MEM",44,424,55,117,48,7,24,6,18,3,4
"Cory Higgins","CHA",38,423,36,76,32,4,12,5,15,1,3
"Andrew Goudelock","LAL",40,419,20,54,6,14,3,0,3,0,14
"Bobby Simmons","LAC",28,418,11,26,7,4,3,2,2,2,2
"Jonny Flynn","POR",29,416,96,224,64,32,32,8,24,10,22
"Devin Ebanks","LAL",24,396,12,26,10,2,6,2,2,0,2
"Cartier Martin","WAS",17,391,10,20,10,0,2,0,8,0,0
"Sam Young","PHI",35,375,15,32,13,2,8,2,3,0,2
"Jamaal Magloire","TOR",34,374,6,15,3,3,2,0,1,0,3
"Ben Uzoh","TOR",18,370,61,142,41,20,17,6,18,7,13
"Andrew Bogut","MIL",12,364,31,70,23,8,15,3,5,2,6
"Luke Walton","CLE",30,364,35,78,27,8,17,5,5,3,5
"Jimmy Butler","CHI",42,359,14,33,9,5,2,3,4,2,3
"Walker Russell","DET",28,357,58,128,46,12,26,5,15,5,7
"Royal Ivey","OKC",34,354,10,25,5,5,2,0,3,1,4
"Al Horford","ATL",11,348,24,54,18,6,11,2,5,2,4
"DeMarre Carroll","UTA",24,348,18,38,16,2,8,5,3,0,2
"Maurice Evans","WAS",24,343,9,19,8,1,3,1,4,0,1
"Lester Hudson","MEM",16,334,36,84,24,12,15,4,5,4,8
"Semih Erden","CLE",28,333,9,20,7,2,7,0,0,1,1
"E'Twaun Moore","BOS",38,331,34,77,25,9,9,3,13,6,3
"DeSagana Diop","CHA",27,325,23,53,16,7,7,3,6,2,5
"Terrel Harris","MIA",22,318,26,58,20,6,12,2,6,2,4
"Eric Gordon","NOH",9,310,31,67,26,5,14,3,9,1,4
"Jason Collins","ATL",30,308,10,23,7,3,2,0,5,2,1
"Dexter Pittman","MIA",35,301,9,20,7,2,5,0,2,0,2
"JaJuan Johnson","BOS",36,298,6,14,4,2,2,0,2,1,1
"Tony Battie","PHI",27,295,16,37,11,5,3,4,4,1,4
"Solomon Jones","NOH",21,292,9,21,6,3,2,2,2,0,3
"Ronny Turiaf","MIA",17,279,10,23,7,3,4,1,2,1,2
"Brian Cardinal","DAL",44,277,16,40,8,8,4,1,3,2,6
"Brian Cook","WAS",32,276,10,21,9,1,7,1,1,0,1
"Jerry Stackhouse","ATL",30,273,14,33,9,5,3,2,4,3,2
"Eduardo Najera","CHA",22,270,12,24,12,0,8,2,2,0,0
"Jason Kapono","LAL",27,269,11,25,8,3,3,1,4,1,2
"Dominique Jones","DAL",33,268,42,100,26,16,13,5,8,8,8
"Cory Joseph","SAS",29,266,34,86,16,18,9,4,3,3,15
