"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"LeBron James","CLE",78,3190,470,1065,345,125,194,43,108,61,64
"Kobe Bryant","LAL",77,3140,413,964,275,138,186,35,54,46,92
"Vince Carter","NJN",82,3126,393,906,273,120,153,26,94,50,70
"Elton Brand","LAC",80,3078,235,523,182,53,72,23,87,6,47
"Luol Deng","CHI",82,3072,204,483,129,75,56,19,54,20,55
"Andre Iguodala","PHI",76,3062,432,927,369,63,214,57,98,21,42
"Rafer Alston","HOU",82,3040,444,1001,331,113,118,72,141,40,73
"Dwight Howard","ORL",82,3024,158,353,121,37,75,11,35,11,26
"Ricky Davis","MIN",81,3021,385,837,318,67,108,64,146,16,51
"Shawn Marion","PHX",80,3010,134,329,73,61,40,3,30,28,33
"Tayshaun Prince","DET",82,3001,227,509,172,55,58,48,66,16,39
"Kevin Garnett","MIN",76,2995,313,696,243,70,136,28,79,18,52
"Shane Battier","HOU",82,2988,175,406,119,56,56,39,24,9,47
"Andre Miller","PHI",80,2966,625,1351,524,101,318,39,167,16,85
"Deron Williams","UTA",80,2950,745,1623,612,133,311,87,214,17,116
"Gilbert Arenas","WAS",74,2942,443,982,347,96,181,37,129,32,64
"Jason Kidd","NJN",80,2933,736,1652,556,180,286,62,208,45,135
"Raja Bell","PHX",78,2917,196,475,113,83,68,16,29,25,58
"Eddy Curry","NYK",81,2849,68,168,36,32,20,2,14,6,26
"Charlie Bell","MIL",82,2848,247,557,184,63,108,26,50,24,39
"Jason Terry","DAL",81,2846,422,942,324,98,154,35,135,18,80
"Cuttino Mobley","LAC",78,2841,198,415,179,19,53,56,70,3,16
"Kirk Hinrich","CHI",80,2839,500,1088,412,88,163,58,191,23,65
"Raymond Felton","CHA",78,2832,545,1208,427,118,203,57,167,60,58
"Dirk Nowitzki","DAL",78,2821,263,604,185,78,102,26,57,39,39
"Kevin Martin","SAC",80,2818,173,406,113,60,52,15,46,10,50
"Danny Granger","IND",82,2785,114,262,80,34,35,14,31,5,29
"Mike Bibby","SAC",82,2784,388,867,297,91,156,35,106,27,64
"Richard Hamilton","DET",75,2763,285,624,231,54,117,34,80,24,30
"Allen Iverson","DEN",65,2761,468,1050,354,114,210,36,108,44,70
"Stephon Marbury","NYK",74,2748,403,890,319,84,183,33,103,30,54
"Mike Miller","MEM",70,2740,298,656,238,60,115,42,81,22,38
"Tim Duncan","SAS",80,2726,273,621,198,75,125,19,54,25,50
"Ben Gordon","CHI",82,2704,296,647,241,55,93,23,125,16,39
"Ben Wallace","CHI",77,2697,186,407,151,35,77,21,53,13,22
"Amar'e Stoudemire","PHX",82,2689,84,193,59,25,42,5,12,11,14
"Steve Nash","PHX",76,2682,884,1965,687,197,459,95,133,84,113
"Mehmet Okur","UTA",80,2665,156,352,116,40,54,10,52,9,31
"Antawn Jamison","WAS",70,2662,136,313,95,41,48,10,37,6,35
"Chris Bosh","TOR",69,2658,175,390,135,40,72,16,47,16,24
"Jarrett Jack","POR",79,2651,417,920,331,86,156,54,121,50,36
"Josh Smith","ATL",72,2647,236,529,179,57,110,13,56,21,36
"Metta World Peace","SAC",70,2641,235,548,157,78,64,22,71,15,63
"Gerald Wallace","CHA",72,2641,185,410,145,40,76,24,45,12,28
"Monta Ellis","GSW",77,2638,319,769,188,131,125,13,50,55,76
"Leandro Barbosa","PHX",80,2613,317,756,195,122,103,30,62,56,66
"Larry Hughes","CLE",70,2596,256,564,204,52,103,35,66,23,29
"Chris Wilcox","SEA",82,2586,82,180,66,16,39,9,18,5,11
"Mike Dunleavy","IND",82,2581,228,504,180,48,100,35,45,27,21
"Desmond Mason","NOK",75,2575,115,264,81,34,34,12,35,9,25
"Al Harrington","GSW",78,2563,149,345,102,47,66,9,27,13,34
"Carlos Boozer","UTA",74,2557,221,468,195,26,110,19,66,7,19
"Mark Blount","MIN",82,2545,67,152,49,18,23,6,20,7,11
"Tracy McGrady","HOU",71,2539,458,1068,306,152,174,69,63,75,77
"Samuel Dalembert","PHI",82,2535,64,135,57,7,40,6,11,5,2
"Chauncey Billups","DET",70,2534,502,1100,406,96,160,71,175,35,61
"Tyson Chandler","NOK",73,2525,66,147,51,15,23,10,18,1,14
"Ruben Patterson","MIL",81,2508,232,520,176,56,109,28,39,13,43
"Tony Parker","SAS",77,2499,420,997,263,157,130,37,96,67,90
"Carmelo Anthony","DEN",65,2486,249,544,203,46,147,19,37,15,31
"Udonis Haslem","MIA",79,2483,97,217,74,23,49,9,16,7,16
"Stephen Jackson","GSW",75,2479,287,661,200,87,149,20,31,36,51
"Caron Butler","WAS",63,2474,233,526,173,60,95,20,58,15,45
"Mo Williams","MIL",68,2472,416,932,316,100,201,46,69,35,65
"Bruce Bowen","SAS",82,2464,117,271,80,37,33,12,35,15,22
"Jermaine O'Neal","IND",69,2459,167,381,120,47,72,12,36,17,30
"Smush Parker","LAL",82,2458,228,500,184,44,107,25,52,13,31
"Josh Howard","DAL",70,2456,127,286,95,32,37,11,47,13,19
"Anthony Parker","TOR",73,2437,153,344,115,38,46,20,49,17,21
"Zach Randolph","POR",68,2425,147,348,93,54,51,13,29,13,41
"DeShawn Stevenson","WAS",82,2419,218,500,154,64,86,9,59,13,51
"Rasheed Wallace","DET",75,2419,127,281,100,27,57,13,30,11,16
"Andris Biedrins","GSW",82,2382,88,199,65,23,33,5,27,7,16
"Nick Collison","SEA",82,2378,82,178,68,14,37,16,15,4,10
"Marcus Camby","DEN",70,2369,223,481,188,35,127,20,41,8,27
"Joe Johnson","ATL",57,2360,249,541,206,43,84,12,110,15,28
"Chris Paul","NOK",64,2353,569,1280,427,142,207,45,175,35,107
"Rashard Lewis","SEA",60,2348,145,327,108,37,55,23,30,11,26
"Jameer Nelson","ORL",77,2331,330,719,271,59,171,37,63,20,39
"Emeka Okafor","CHA",67,2329,80,187,53,27,18,8,27,8,19
"Adam Morrison","CHA",78,2326,163,355,134,29,75,19,40,13,16
"Al Jefferson","BOS",69,2319,88,197,67,21,33,4,30,3,18
"Corey Maggette","LAC",75,2291,208,451,173,35,48,56,69,18,17
"Kyle Korver","PHI",74,2288,105,223,92,13,48,18,26,4,9
"Derek Fisher","UTA",82,2287,274,580,242,32,144,23,75,6,26
"Ryan Gomes","BOS",73,2275,119,280,77,42,38,7,32,18,24
"Hedo Turkoglu","ORL",73,2268,233,489,210,23,140,43,27,11,12
"Boris Diaw","PHX",73,2267,352,829,227,125,122,29,76,45,80
"Andrew Bogut","MIL",66,2258,198,433,161,37,99,20,42,6,31
"T.J. Ford","TOR",75,2243,595,1336,449,146,195,64,190,68,78
"Jamaal Tinsley","IND",72,2243,494,1084,398,96,197,57,144,30,66
"Drew Gooden","CLE",80,2238,88,201,63,25,38,10,15,12,13
"Steve Blake","DEN",82,2224,408,906,318,90,197,28,93,26,64
"Rasual Butler","NOK",81,2223,63,143,46,17,24,10,12,12,5
"Trenton Hassell","MIN",76,2223,203,446,163,40,68,28,67,17,23
"Baron Davis","GSW",63,2221,509,1167,360,149,272,33,55,59,90
"Ray Allen","SEA",55,2219,228,506,178,50,107,31,40,14,36
"Delonte West","BOS",69,2219,304,664,248,56,107,53,88,18,38
"Luther Head","HOU",80,2210,194,443,139,55,67,32,40,17,38
"Lamar Odom","LAL",56,2202,270,622,188,82,97,36,55,24,58
"Jamal Crawford","NYK",59,2198,259,566,211,48,159,20,32,16,32
"Marvin Williams","ATL",64,2179,121,263,100,21,52,5,43,13,8
"Chris Kaman","LAC",75,2176,79,170,67,12,37,5,25,4,8
"Hakim Warrick","MEM",82,2152,75,177,48,27,28,8,12,4,23
"Earl Watson","SEA",77,2152,437,990,321,116,165,68,88,32,84
"Ime Udoka","POR",75,2144,112,250,86,26,46,15,25,11,15
"John Salmons","SAC",79,2134,254,578,184,70,91,29,64,21,49
"Pau Gasol","MEM",59,2133,201,478,125,76,74,18,33,14,62
"Zydrunas Ilgauskas","CLE",78,2130,123,290,79,44,48,9,22,9,35
"Juwan Howard","HOU",80,2123,131,321,72,59,43,8,21,19,40
"Rudy Gay","MEM",78,2103,100,221,79,21,52,7,20,3,18
"Luke Ridnour","SEA",71,2091,368,840,264,104,133,71,60,24,80
"Mikki Moore","NJN",79,2082,74,173,49,25,26,3,20,9,16
"Devin Harris","DAL",80,2081,296,674,214,82,93,22,99,36,46
"Mike James","MIN",82,2069,297,630,261,36,73,36,152,15,21
"Chucky Atkins","MEM",75,2064,346,762,276,70,148,34,94,16,54
"Manu Ginobili","SAS",75,2061,263,588,201,62,106,32,63,35,27
"Tim Thomas","LAC",76,2054,171,348,165,6,54,55,56,3,3
"Andrei Kirilenko","UTA",70,2049,202,427,179,23,116,18,45,3,20
"Damien Wilkins","SEA",82,2037,156,344,124,32,55,41,28,10,22
"Michael Redd","MIL",53,2036,124,279,93,31,53,9,31,11,20
"Earl Boykins","MIL",66,2031,291,672,201,90,100,34,67,21,69
"Zaza Pachulia","ATL",72,2026,106,230,88,18,50,7,31,6,12
"Josh Childress","ATL",55,2024,127,277,104,23,37,9,58,8,15
"Shareef Abdur-Rahim","SAC",80,2015,109,261,66,43,28,9,29,9,34
"Brandon Roy","POR",57,2015,230,530,160,70,66,25,69,33,37
"Grant Hill","ORL",65,2009,138,303,111,27,69,17,25,8,19
"Luke Walton","LAL",60,1982,257,567,204,53,128,36,40,16,37
"Matt Harpring","UTA",77,1965,99,215,82,17,42,14,26,2,15
"Richard Jefferson","NJN",55,1956,148,356,88,60,40,4,44,20,40
"Mickael Pietrus","GSW",72,1937,62,143,43,19,27,3,13,8,11
"Anderson Varejao","CLE",81,1932,75,166,59,16,45,4,10,7,9
"Dwyane Wade","MIA",51,1931,384,882,270,114,157,24,89,52,62
"Eric Snow","CLE",82,1929,330,726,264,66,121,53,90,29,37
"Juan Dixon","TOR",81,1926,123,275,94,29,46,23,25,12,17
"James Posey","MIA",71,1919,94,216,66,28,30,14,22,10,18
"Erick Dampier","DAL",76,1915,44,100,32,12,8,5,19,2,10
"Darko Milicic","ORL",80,1913,90,202,68,22,38,6,24,3,19
"Jorge Garbajosa","TOR",67,1909,125,276,99,26,51,14,34,14,12
"Chris Duhon","CHI",78,1905,310,673,257,53,104,23,130,16,37
"David West","NOK",52,1900,114,270,72,42,47,13,12,13,29
"Channing Frye","NYK",72,1896,67,161,40,27,30,2,8,6,21
"Randy Foye","MIN",82,1879,232,509,187,45,57,31,99,14,31
"Matt Carroll","CHA",72,1878,91,203,70,21,25,14,31,10,11
"Jason Williams","MIA",61,1865,322,710,256,66,128,34,94,18,48
"Troy Murphy","IND",68,1852,126,294,84,42,42,14,28,18,24
"Jason Collins","NJN",80,1844,46,96,42,4,22,4,16,2,2
"Willie Green","PHI",74,1842,112,240,96,16,51,12,33,6,10
"Rajon Rondo","BOS",78,1831,297,701,190,107,76,22,92,36,71
"Michael Finley","SAS",82,1823,108,256,68,40,23,22,23,19,21
"Chris Webber","DET",61,1821,188,404,160,28,95,21,44,11,17
"Antoine Walker","MIA",78,1818,130,285,105,25,68,20,17,9,16
"Matt Barnes","GSW",76,1812,156,365,103,53,69,2,32,21,32
"Andrew Bynum","LAL",82,1794,94,210,72,22,24,13,35,7,15
"Brad Miller","SAC",63,1783,224,490,182,42,112,19,51,9,33
"Gerald Green","BOS",81,1779,83,185,64,19,31,18,15,6,13
"Jason Kapono","MIA",67,1767,81,191,52,29,25,13,14,6,23
"Antonio Daniels","WAS",80,1761,290,667,203,87,94,28,81,25,62
"Martell Webster","POR",82,1759,52,118,38,14,20,6,12,8,6
