"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Antoine Walker","MIA",82,2199,166,361,137,29,99,17,21,14,15
"Stephon Marbury","NYK",60,2194,382,832,314,68,146,40,128,36,32
"Drew Gooden","CLE",79,2174,56,121,47,9,26,4,17,2,7
"Primoz Brezec","CHA",79,2166,45,104,31,14,9,6,16,7,7
"Chris Duhon","CHI",74,2154,373,821,298,75,112,50,136,32,43
"Tyson Chandler","CHI",79,2121,81,178,65,16,37,8,20,1,15
"Flip Murray","CLE",76,2112,197,447,144,53,72,30,42,17,36
"Desmond Mason","NOK",70,2102,66,137,61,5,29,6,26,2,3
"Marko Jaric","MIN",75,2102,293,624,255,38,73,57,125,14,24
"Damon Jones","CLE",82,2088,169,388,119,50,73,20,26,22,28
"Jumaine Jones","CHA",76,2088,63,140,49,14,21,8,20,8,6
"Donyell Marshall","CLE",81,2077,60,140,40,20,28,3,9,7,13
"John Salmons","PHI",82,2059,223,500,169,54,79,32,58,22,32
"Michael Finley","SAS",77,2038,116,262,86,30,38,19,29,17,13
"Raef LaFrentz","BOS",82,2033,115,263,82,33,34,19,29,9,24
"Speedy Claxton","NOK",71,2019,339,749,268,71,116,23,129,18,53
"Jalen Rose","NYK",72,1982,181,421,122,59,73,14,35,29,30
"Anthony Johnson","IND",75,1981,324,727,245,79,123,33,89,21,58
"Kwame Brown","LAL",72,1978,72,161,55,17,20,10,25,2,15
"Vladimir Radmanovic","LAC",77,1974,136,307,101,35,42,31,28,16,19
"Baron Davis","GSW",54,1971,480,1102,338,142,207,41,90,44,98
"Shareef Abdur-Rahim","SAC",72,1961,149,347,100,49,43,9,48,13,36
"Marvin Williams","ATL",79,1952,63,135,54,9,27,5,22,4,5
"Jared Jeffries","WAS",77,1951,148,332,112,36,55,16,41,4,32
"Yao Ming","HOU",57,1949,85,200,55,30,40,0,15,6,24
"Matt Harpring","UTA",71,1944,98,214,80,18,44,12,24,1,17
"Erick Dampier","DAL",82,1934,51,122,31,20,16,3,12,5,15
"Juan Dixon","POR",76,1920,149,316,131,18,69,23,39,5,13
"Josh Howard","DAL",59,1915,111,251,82,29,25,11,46,9,20
"James Posey","MIA",67,1914,89,208,59,30,27,12,20,9,21
"Kevin Martin","SAC",72,1913,97,220,71,26,20,3,48,9,17
"Keith Bogans","HOU",72,1912,128,274,110,18,48,39,23,10,8
"Jason Collins","NJN",71,1895,70,158,52,18,21,5,26,4,14
"Gerald Wallace","CHA",55,1895,96,218,70,26,38,6,26,7,19
"Brendan Haywood","WAS",79,1879,46,108,30,16,12,3,15,4,12
"Rasual Butler","NOK",79,1874,40,86,34,6,15,1,18,2,4
"Jason Williams","MIA",59,1874,287,630,231,56,134,30,67,19,37
"Eddy Curry","NYK",72,1866,19,45,12,7,9,1,2,2,5
"Clifford Robinson","NJN",80,1862,89,206,61,28,30,8,23,8,20
"Marcus Camby","DEN",56,1857,115,240,105,10,56,7,42,3,7
"Fred Jones","IND",68,1836,154,350,112,42,45,20,47,10,32
"Adonal Foyle","GSW",77,1824,33,75,24,9,15,1,8,1,8
"Manu Ginobili","SAS",65,1813,235,536,169,66,78,32,59,45,21
"Shaquille O'Neal","MIA",59,1806,113,271,68,45,57,3,8,5,40
"Jermaine O'Neal","IND",51,1803,133,306,93,40,65,10,18,12,28
"Ruben Patterson","DEN",71,1793,127,276,105,22,69,1,35,4,18
"Jameer Nelson","ORL",62,1784,302,665,241,61,117,21,103,23,38
"Steve Blake","POR",68,1781,306,657,261,45,124,28,109,18,27
"Bobby Jackson","MEM",71,1775,195,443,142,53,74,16,52,15,38
"James Jones","PHX",75,1772,57,145,26,31,9,4,13,11,20
"Marquis Daniels","DAL",62,1766,172,387,129,43,48,21,60,11,32
"Danny Granger","IND",78,1765,90,217,53,37,23,7,23,13,24
"Samuel Dalembert","PHI",66,1761,25,58,17,8,6,2,9,2,6
"Greg Buckner","DEN",73,1758,127,272,109,18,47,9,53,6,12
"Tracy McGrady","HOU",47,1745,225,510,165,60,75,37,53,25,35
"Antonio McDyess","DET",82,1733,90,204,66,24,25,14,27,8,16
"Jarron Collins","UTA",79,1729,97,202,89,8,46,12,31,1,7
"Chucky Atkins","MEM",71,1713,198,450,144,54,62,27,55,25,29
"Devin Brown","UTA",81,1711,104,217,95,9,39,15,41,0,9
"Matt Bonner","TOR",78,1709,56,136,32,24,12,3,17,16,8
"Lorenzen Wright","MEM",78,1689,48,114,30,18,23,3,4,10,8
"Bonzi Wells","SAC",52,1684,144,313,119,25,54,13,52,4,21
"Sebastian Telfair","POR",68,1641,247,549,192,55,85,22,85,21,34
"Jarrett Jack","POR",79,1599,219,482,175,44,76,25,74,19,25
"Leandro Barbosa","PHX",57,1592,158,382,92,66,34,15,43,25,41
"Jeff Foster","IND",63,1581,50,113,37,13,17,5,15,6,7
"Joey Graham","TOR",80,1581,60,142,38,22,20,9,9,13,9
"Francisco Elson","DEN",72,1579,47,104,37,10,17,6,14,4,6
"Earl Watson","SEA",70,1578,289,640,227,62,142,24,61,17,45
"Channing Frye","NYK",65,1572,53,121,38,15,21,11,6,7,8
"Sarunas Jasikevicius","IND",75,1557,227,488,193,34,131,17,45,9,25
"Kenyon Martin","DEN",56,1546,79,173,64,15,38,6,20,4,11
"Nate Robinson","NYK",72,1543,147,313,128,19,81,15,32,10,9
"Earl Boykins","DEN",60,1542,230,502,188,42,87,22,79,16,26
"Devean George","LAL",71,1542,68,155,49,19,23,3,23,5,14
"Chris Mihm","LAL",59,1542,61,136,47,14,19,10,18,0,14
"Brian Cook","LAL",81,1535,74,171,51,23,17,15,19,7,16
"Mo Williams","MIL",58,1531,230,514,176,54,91,30,55,18,36
"Chris Wilcox","SEA",77,1530,52,111,45,7,23,7,15,2,5
"Shaun Livingston","LAC",61,1525,273,597,222,51,90,49,83,16,35
"Jerry Stackhouse","DAL",55,1525,160,367,113,47,57,15,41,15,32
"Damien Wilkins","SEA",82,1525,107,261,60,47,29,14,17,13,34
"Quinton Ross","LAC",67,1515,79,171,66,13,22,16,28,5,8
"Rasho Nesterovic","SAS",80,1515,33,76,23,10,8,3,12,1,9
"DeSagana Diop","DAL",81,1510,23,53,16,7,5,0,11,1,6
"Marcus Banks","MIN",58,1496,220,465,195,25,80,24,91,8,17
"Viktor Khryapa","POR",69,1492,88,190,74,14,43,11,20,8,6
"Jose Calderon","TOR",64,1487,288,679,185,103,80,33,72,35,68
"Eduardo Najera","DEN",64,1449,52,111,45,7,17,4,24,1,6
"Sasha Vujacic","LAL",82,1448,139,322,95,44,32,13,50,11,33
"Nick Collison","SEA",66,1448,74,159,63,11,38,10,15,2,9
"Quentin Richardson","NYK",55,1442,88,191,73,15,41,14,18,6,9
"Eddie House","PHX",81,1421,148,328,116,32,56,16,44,15,17
"Kurt Thomas","PHX",53,1411,57,137,34,23,13,3,18,4,19
"Joel Przybilla","POR",56,1395,43,92,37,6,15,8,14,3,3
"Reggie Evans","DEN",67,1393,38,86,28,10,17,1,10,1,9
"Nazr Mohammed","SAS",80,1389,40,87,33,7,22,2,9,3,4
"Ryan Gomes","BOS",61,1376,58,140,34,24,21,4,9,6,18
"Milt Palacio","UTA",71,1376,190,434,136,54,56,20,60,19,35
"Rashad McCants","MIN",79,1362,63,134,55,8,26,9,20,1,7
"Eddie Griffin","MIN",70,1359,40,85,35,5,22,2,11,0,5
"Melvin Ely","CHA",57,1348,76,176,52,24,26,3,23,12,12
"Stromile Swift","HOU",66,1344,25,53,22,3,18,2,2,2,1
"Luke Walton","LAL",69,1332,156,339,129,27,71,25,33,6,21
"Kendrick Perkins","BOS",68,1332,69,161,46,23,25,2,19,5,18
"Darius Songaila","CHI",62,1329,88,206,58,30,28,7,23,15,15
"Steven Hunter","PHI",69,1312,17,42,9,8,3,2,4,1,7
"Kirk Snyder","NOK",68,1310,102,219,87,15,41,7,39,1,14
"Bernard Robinson","CHA",66,1303,77,176,55,22,26,5,24,10,12
"Alonzo Mourning","MIA",65,1302,11,25,8,3,4,2,2,1,2
"Theo Ratliff","POR",55,1301,28,66,18,10,8,3,7,2,8
"Francisco Garcia","SAC",67,1301,94,205,77,17,41,11,25,4,13
"Darius Miles","POR",40,1286,73,168,51,22,24,9,18,9,13
"Johan Petro","SEA",68,1282,15,34,11,4,4,2,5,1,3
"Charlie Bell","MIL",59,1282,130,298,92,38,38,16,38,13,25
"Larry Hughes","CLE",36,1281,131,295,98,33,59,18,21,22,11
"Matt Carroll","CHA",78,1275,35,76,29,6,8,9,12,2,4
"Devin Harris","DAL",56,1274,177,403,128,49,47,18,63,19,30
"Brent Barry","SAS",74,1258,123,278,91,32,47,16,28,15,17
"Adrian Griffin","DAL",52,1245,89,204,63,26,21,14,28,6,20
"Salim Stoudamire","ATL",61,1236,75,165,60,15,33,4,23,6,9
"Orien Greene","BOS",80,1234,129,284,103,26,63,11,29,11,15
"Jacque Vaughn","NJN",80,1234,123,280,89,34,36,5,48,14,20
"Tyronn Lue","ATL",51,1234,157,355,116,41,58,8,50,12,29
"Keith McLeod","UTA",66,1232,151,324,129,22,48,15,66,6,16
"Michael Sweetney","CHI",66,1222,59,137,40,19,15,7,18,6,13
"Maurice Taylor","NYK",67,1210,53,116,43,10,24,12,7,3,7
"Carlos Arroyo","ORL",77,1194,232,502,194,38,88,16,90,18,20
"Robert Horry","SAS",63,1182,79,175,62,17,36,14,12,8,9
"Mickael Pietrus","GSW",52,1179,44,105,27,17,13,3,11,7,10
"Travis Outlaw","POR",69,1153,34,75,27,7,12,4,11,4,3
"Austin Croshere","IND",50,1148,62,149,37,25,17,12,8,8,17
"Maurice Evans","DET",80,1139,60,141,39,21,10,7,22,7,14
"Keyon Dooling","ORL",50,1137,109,235,92,17,44,12,36,1,16
"David Lee","NYK",67,1128,43,96,33,10,22,6,5,6,4
"Jamaal Tinsley","IND",42,1122,211,475,158,53,78,16,64,16,37
"Etan Thomas","WAS",71,1121,14,30,12,2,7,1,4,1,1
"Malik Rose","NYK",72,1118,67,146,55,12,31,14,10,3,9
"Kareem Rush","CHA",47,1111,50,114,36,14,13,4,19,5,9
"Keith Van Horn","DAL",53,1089,37,85,26,11,7,7,12,4,7
"Martell Webster","POR",61,1070,34,77,25,9,6,7,12,6,3
"Kevin Ollie","PHI",70,1069,101,223,80,21,40,9,31,8,13
"Al Jefferson","BOS",59,1063,30,68,22,8,15,2,5,0,8
"Derek Anderson","MIA",43,1047,101,224,79,22,43,11,25,13,9
"David Harrison","IND",67,1034,14,34,8,6,5,2,1,1,5
"Ike Diogu","GSW",69,1031,29,64,23,6,14,5,4,3,3
"Marc Jackson","NOK",64,1027,44,100,32,12,22,1,9,5,7
"Carlos Boozer","UTA",33,1025,88,187,77,11,38,9,30,0,11
"Toni Kukoc","MIL",65,1018,139,302,115,24,82,18,15,11,13
"Qyntel Woods","NYK",49,1012,47,108,33,14,17,6,10,9,5
"Michael Ruffin","WAS",76,1010,27,60,21,6,11,3,7,0,6
"Andris Biedrins","GSW",68,1000,24,56,16,8,8,1,7,3,5
"Trevor Ariza","ORL",57,999,61,129,54,7,28,10,16,4,3
"Justin Reed","MIN",72,996,41,90,33,8,9,1,23,2,6
"JR Smith","NOK",55,989,58,121,53,5,25,8,20,1,4
"Robert Swift","SEA",47,987,8,21,3,5,0,1,2,1,4
"Nick Van Exel","SAS",65,986,123,280,89,34,51,17,21,12,22
"Tony Allen","BOS",51,978,67,149,52,15,25,7,20,7,8
"Royal Ivey","ATL",73,977,74,164,58,16,27,8,23,4,12
"Daniel Ewing","LAC",66,971,84,180,72,12,28,19,25,2,10
"Dahntay Jones","MEM",71,967,39,92,25,14,16,4,5,8,6
"Gordan Giricek","UTA",37,956,63,135,54,9,23,6,25,3,6
"Dikembe Mutombo","HOU",64,955,4,9,3,1,2,0,1,0,1
"Brian Skinner","POR",65,944,30,70,20,10,12,0,8,2,8
"Corey Maggette","LAC",32,943,66,140,58,8,21,22,15,2,6
"Antonio Davis","TOR",44,940,21,53,10,11,3,5,2,4,7
"Brian Scalabrine","BOS",71,938,51,117,36,15,23,5,8,3,12
"Pat Garrity","ORL",57,937,38,87,27,11,18,2,7,2,9
"DerMarr Johnson","DEN",58,924,55,120,45,10,23,3,19,4,6
"Michael Olowokandi","BOS",48,918,23,53,16,7,6,1,9,3,4
"Joe Smith","MIL",44,887,31,71,22,9,16,2,4,4,5
"Monta Ellis","GSW",49,886,78,174,60,18,31,8,21,7,11
"Dan Gadzuric","MIL",74,885,24,56,16,8,10,2,4,2,6
"Emeka Okafor","CHA",26,874,31,71,22,9,9,2,11,3,6
"Jiri Welsch","MIL",58,866,62,135,51,11,31,8,12,4,7
"Damon Stoudamire","MEM",27,862,128,290,94,34,49,15,30,11,23
"Othella Harrington","CHI",72,824,39,88,29,10,11,5,13,2,8
"Jake Voskuhl","CHA",51,818,39,84,33,6,20,4,9,4,2
"Jason Hart","SAC",66,818,70,156,54,16,18,3,33,5,11
"Sasha Pavlovic","CLE",53,813,25,53,22,3,12,3,7,0,3
"Greg Ostertag","UTA",60,807,58,126,48,10,16,2,30,0,10
"Troy Hudson","MIN",36,800,106,231,87,19,36,18,33,7,12
"Aaron Williams","NOK",47,791,17,37,14,3,4,1,9,2,1
"Scot Pollard","IND",45,771,24,60,12,12,5,1,6,0,12
"Darko Milicic","ORL",55,767,41,88,35,6,22,6,7,3,3
"Anderson Varejao","CLE",48,760,19,42,15,4,12,0,3,1,3
"James Singleton","LAC",59,753,29,63,24,5,9,7,8,1,4
"Jackie Butler","NYK",55,740,25,56,19,6,12,2,5,3,3
"Jake Tsakalidis","MEM",51,732,13,30,9,4,3,3,3,3,1
"Carlos Delfino","DET",68,726,44,97,35,9,15,4,16,0,9
"Hakim Warrick","MEM",68,724,30,70,20,10,11,2,7,3,7
"Scott Padgett","NJN",62,718,41,95,28,13,12,3,13,6,7
"Malik Allen","CHI",54,701,20,44,16,4,3,3,10,1,3
"Mark Madsen","MIN",62,676,11,24,9,2,3,1,5,0,2
"Tim Thomas","PHX",29,665,20,44,16,4,9,3,4,3,1
"Jason Kapono","MIA",51,665,37,85,26,11,7,10,9,2,9
"Ryan Bowen","HOU",68,652,24,53,19,5,9,4,6,2,3
"Jannero Pargo","CHI",57,646,94,209,73,21,29,8,36,9,12
"Shandon Anderson","MIA",48,638,30,69,21,9,17,2,2,5,4
"Matt Barnes","PHI",56,631,28,61,23,5,15,1,7,2,3
"Darrell Armstrong","DAL",62,622,86,198,60,26,20,15,25,9,17
"Kris Humphries","UTA",62,619,30,62,28,2,15,3,10,0,2
"Grant Hill","ORL",21,613,48,101,43,5,29,5,9,2,3
"Rafael Araujo","TOR",52,601,15,33,12,3,5,5,2,1,2
"Zoran Planinic","NJN",56,595,53,120,39,14,15,2,22,3,11
"Pape Sow","TOR",42,590,8,16,8,0,4,0,4,0,0
"Anthony Carter","MIN",45,589,101,216,87,14,32,9,46,5,9
"Beno Udrih","SAS",54,586,92,208,68,24,29,11,28,11,13
"Mikki Moore","SEA",47,583,27,62,19,8,8,2,9,0,8
"Lamond Murray","NJN",57,575,13,31,8,5,5,1,2,2,3
"Antonio Burks","MEM",57,570,76,181,47,29,20,8,19,10,19
"Chris Andersen","NOK",32,570,6,14,4,2,3,1,0,2,0
"Alan Anderson","CHA",36,564,32,72,24,8,13,4,7,6,2
"Chuck Hayes","HOU",40,535,14,33,9,5,5,0,4,2,3
"Alan Henderson","CLE",51,531,10,23,7,3,3,2,2,1,2
"Linton Johnson","NOK",36,524,14,31,11,3,2,3,6,1,2
"Linas Kleiza","DEN",61,519,15,34,11,4,8,1,2,1,3
"Jarvis Hayes","WAS",21,516,27,62,19,8,12,1,6,1,7
"Jim Jackson","LAL",40,512,35,80,25,10,12,4,9,5,5
"Zarko Cabarkapa","GSW",61,505,20,44,16,4,11,1,4,3,1
"Bostjan Nachbar","NJN",36,502,27,63,18,9,4,3,11,3,6
"Esteban Batista","ATL",57,495,7,16,5,2,0,1,4,1,1
"Fabricio Oberto","SAS",59,490,27,62,19,8,7,4,8,1,7
"Shavlik Randolph","PHI",57,487,19,44,13,6,7,2,4,1,5
"Jeff McInnis","NJN",28,486,52,118,38,14,12,7,19,7,7
"Donell Taylor","WAS",51,465,45,105,30,15,19,3,8,4,11
"Voshon Lenard","POR",26,458,41,88,35,6,21,2,12,2,4
"Calbert Cheaney","GSW",42,448,19,42,15,4,6,4,5,1,3
"Josh Powell","DAL",37,429,9,20,7,2,1,1,5,0,2
"Moochie Norris","NOK",45,424,50,112,38,12,12,5,21,4,8
"Wayne Simien","MIA",43,414,7,15,6,1,2,2,2,0,1
"Zeljko Rebraca","LAC",29,412,9,19,8,1,1,3,4,0,1
"Jerome James","NYK",44,406,12,27,9,3,5,1,3,1,2
"Jackson Vroman","NOK",41,406,11,22,11,0,6,2,3,0,0
"Brian Cardinal","MEM",36,402,33,68,31,2,17,6,8,0,2
"Lonny Baxter","CHA",41,400,4,9,3,1,0,0,3,0,1
"Sean May","CHA",23,398,22,51,15,7,10,3,2,3,4
"Howard Eisley","DEN",32,394,69,148,59,10,22,4,33,5,5
"Stacey Augmon","ORL",36,385,23,52,17,6,3,3,11,0,6
"Tony Delk","DET",24,385,33,74,25,8,12,2,11,3,5
"Gerald Green","BOS",32,373,18,38,16,2,9,3,4,1,1
"Michael Doleac","MIA",31,371,8,16,8,0,3,1,4,0,0
"Antoine Wright","NJN",39,370,12,26,10,2,6,2,2,1,1
"Michael Bradley","PHI",46,367,17,43,8,9,3,0,5,3,6
"Corliss Williamson","SAC",37,362,14,32,10,4,3,3,4,3,1
"Bo Outlaw","ORL",32,355,14,30,12,2,7,2,3,0,2
"Ira Newble","CLE",36,353,9,19,8,1,4,0,4,0,1
"Lindsey Hunter","DET",30,353,62,130,56,6,17,4,35,5,1
"Walter McCarty","LAC",36,353,23,49,20,3,10,7,3,0,3
"Vitaly Potapenko","SAC",33,353,9,21,6,3,1,0,5,0,3
"Eric Williams","TOR",28,352,15,33,12,3,5,2,5,2,1
"Mike Wilks","SEA",47,347,32,78,18,14,5,5,8,3,11
"Pat Burke","PHX",42,346,16,39,9,7,0,1,8,3,4
"Sergei Monia","SAC",26,343,19,43,14,5,6,1,7,2,3
"Richie Frahm","HOU",33,342,21,49,14,7,4,3,7,3,4
"Jon Barry","HOU",20,342,26,63,15,11,5,7,3,3,8
"Kevin Burleson","CHA",39,340,48,109,35,13,9,6,20,8,5
"Darrick Martin","TOR",40,339,57,134,37,20,21,7,9,9,11
"Andrew Bynum","LAL",46,338,9,21,6,3,4,1,1,0,3
"Kelvin Cato","DET",27,333,4,9,3,1,2,0,1,1,0
"Loren Woods","TOR",27,324,4,10,2,2,0,0,2,1,1
"Luke Jackson","CLE",36,315,25,55,20,5,16,0,4,0,5
"John Edwards","ATL",40,296,5,12,3,2,0,0,3,0,2
"Andre Barrett","TOR",19,282,52,125,31,21,13,5,13,3,18
"Laron Profit","LAL",25,279,15,35,10,5,5,1,4,2,3
"Danny Fortson","SEA",23,276,2,5,1,1,1,0,0,0,1
"Brandon Bass","NOK",29,268,3,6,3,0,0,0,3,0,0
"Ronald Dupree","MIN",36,265,14,33,9,5,5,1,3,2,3
"Calvin Booth","WAS",33,250,12,26,10,2,4,0,6,0,2
"Brian Grant","PHX",21,248,7,18,3,4,1,1,1,0,4
"Rick Brunson","HOU",27,247,35,76,29,6,15,6,8,5,1
"Travis Diener","ORL",23,246,16,36,12,4,8,0,4,0,4
"Rawle Marshall","DAL",23,241,10,25,5,5,0,2,3,3,2
"Gerald Fitch","MIA",18,239,33,74,25,8,11,2,12,0,8
"Lee Nailon","PHI",22,237,7,16,5,2,5,0,0,2,0
"DJ Mbenga","DAL",43,237,2,5,1,1,0,0,1,1,0
"Dan Dickau","BOS",19,234,40,87,33,7,15,7,11,2,5
"Mateen Cleaves","SEA",27,230,42,102,24,18,12,4,8,5,13
"Eric Piatkowski","CHI",29,228,13,28,11,2,4,1,6,0,2
"Mario Kasun","ORL",28,213,3,6,3,0,1,0,2,0,0
"Robert Whaley","UTA",23,212,17,34,17,0,10,0,7,0,0
