Player,Age,Tm,Lg,Season,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Paul,35,PHO,NBA,2020-21,70,70,2199,21.4,0.294,0.206,1.3,14.5,8,40.9,2.2,0.8,14,22.6,124,111,6.5,2.7,9.2,0.201,3.4,1.3,4.7,3.7,439,879,337,621,102,258,169,181,25,287,312,622,99,19,156,166,1149
Cameron Payne,26,PHO,NBA,2020-21,60,1,1079,17.4,0.42,0.142,1.7,13.2,7.6,28.1,1.6,1.3,12.5,19.8,122,112,2.4,1.2,3.6,0.158,1.7,0.9,2.6,1.3,191,395,118,229,73,166,50,56,16,128,144,217,36,16,60,97,505
Elfrid Payton,26,NYK,NBA,2020-21,63,63,1484,11.7,0.158,0.172,4.7,11,7.9,21.6,1.6,0.6,13.3,23.2,99,110,-0.9,1.9,1,0.032,-2.8,-0.6,-3.4,-0.5,269,622,241,524,28,98,73,107,64,152,216,203,47,9,103,116,639
Gary Payton,28,GSW,NBA,2020-21,10,0,40,29.2,0.308,0.308,5.4,23.6,14.6,4.1,7,2.2,6.3,16.8,152,95,0.2,0.1,0.3,0.331,0.5,9,9.5,0.1,10,13,8,9,2,4,3,4,2,9,11,1,6,1,1,8,25
Norvel Pelle,27,TOT,NBA,2020-21,13,0,84,11.6,0,0.4,8.1,16.5,12.4,3,0.6,10,14.5,10.8,113,107,0.1,0.1,0.2,0.112,-3.4,2.4,-1,0,8,15,8,15,0,0,4,6,6,13,19,2,1,9,3,14,20
Reggie Perry,20,BRK,NBA,2020-21,26,0,211,11,0.269,0.167,14.9,22.9,19.1,9,1.4,2.5,15.2,20.4,101,111,-0.1,0.2,0.2,0.04,-5,-1.7,-6.7,-0.2,32,78,28,57,4,21,10,13,27,46,73,14,6,6,15,40,78
Theo Pinson,25,NYK,NBA,2020-21,17,0,34,-8.1,0.889,0,0,15.8,8,3.7,0,0,10,13.1,29,113,-0.2,0,-0.1,-0.205,-13.6,-2.9,-16.5,-0.1,1,9,1,1,0,8,0,0,0,5,5,1,0,0,1,4,2
Mason Plumlee,30,DET,NBA,2020-21,56,56,1499,18.7,0.018,0.444,10.6,28.1,19.3,21,1.4,2.9,18.7,16.3,122,109,3,2.1,5.1,0.164,0.3,1.8,2.1,1.5,234,381,234,374,0,7,113,169,145,374,519,202,43,50,105,186,581
Jakob Poeltl,25,SAS,NBA,2020-21,69,51,1845,17.5,0,0.288,12.4,19.3,15.8,10.1,1.2,5.7,14.6,13.4,123,109,3.2,2.5,5.7,0.148,-0.4,1.1,0.7,1.2,265,430,265,430,0,0,63,124,219,328,547,134,47,123,83,172,593
Vincent Poirier,27,PHI,NBA,2020-21,10,0,39,1.6,0.083,0.5,17.2,22.2,19.8,6.6,0,6.9,21.5,20.6,70,107,-0.2,0.1,-0.1,-0.127,-11.4,-3.2,-14.6,-0.1,3,12,3,11,0,1,2,6,6,8,14,2,0,3,4,8,8
Aleksej Pokusevski,19,OKC,NBA,2020-21,45,28,1090,6.1,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,81,114,-2.9,1,-1.9,-0.084,-5.2,-0.7,-5.9,-1.1,139,408,81,201,58,207,31,42,30,182,212,97,20,42,99,58,367
Jordan Poole,21,GSW,NBA,2020-21,51,7,988,15.1,0.582,0.251,1.6,8.2,5,15.4,1.2,0.8,8.8,25,111,114,1.1,0.9,1.9,0.094,0.8,-1.4,-0.6,0.4,205,474,108,198,97,276,105,119,15,77,92,99,26,9,51,86,612
Jontay Porter,21,MEM,NBA,2020-21,11,0,54,9.2,0.533,0.333,7.8,19.9,13.7,2.5,2.7,1.7,28.9,18.9,93,108,-0.1,0.1,0,0.019,-6.8,0.3,-6.5,-0.1,8,15,5,7,3,8,3,5,4,10,14,1,3,1,7,12,22
Kevin Porter,20,HOU,NBA,2020-21,26,23,835,12.5,0.439,0.256,2.4,10.5,6.3,31.2,1.1,0.9,18.2,25.4,101,118,-0.3,0.3,0,0,-1.3,-2.4,-3.8,-0.4,156,367,106,206,50,161,69,94,20,79,99,164,19,8,91,61,431
Michael Porter,22,DEN,NBA,2020-21,61,54,1912,20.6,0.468,0.164,5.4,20.9,13.2,5.6,1,2.8,8.1,21.7,125,112,4.8,2.1,6.9,0.173,3.9,-1,3,2.4,443,817,273,435,170,382,106,134,91,354,445,70,40,54,77,126,1162
Otto Porter,27,TOT,NBA,2020-21,28,6,606,14.5,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,113,112,0.6,0.7,1.3,0.101,0,-0.5,-0.6,0.2,98,227,59,123,39,104,36,42,28,124,152,55,16,4,25,41,271
Bobby Portis,25,MIL,NBA,2020-21,66,7,1372,19.9,0.263,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,121,109,2.8,2,4.8,0.167,2,-0.6,1.4,1.2,313,598,239,441,74,157,54,73,124,342,466,71,52,26,56,115,754
Kristaps Porziņģis,25,DAL,NBA,2020-21,43,43,1327,21.3,0.378,0.202,6.9,24.6,15.8,8.4,0.7,4.1,6.4,26.5,117,110,2.6,1.7,4.3,0.154,2.9,-0.8,2,1.4,325,683,228,425,97,258,118,138,82,299,381,68,20,58,51,115,865
Dwight Powell,29,DAL,NBA,2020-21,58,19,966,16.8,0.108,0.639,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,136,110,2.6,1.2,3.8,0.188,-0.8,1.5,0.7,0.7,120,194,115,173,5,21,97,124,80,154,234,63,36,30,40,135,342
Norman Powell,27,TOT,NBA,2020-21,69,58,2205,16.2,0.453,0.295,2,8.8,5.3,9.2,1.8,0.8,10.3,22.6,116,116,3.4,1.3,4.7,0.103,0.8,-0.7,0.1,1.2,438,918,267,502,171,416,236,271,42,173,215,129,82,18,119,160,1283
Taurean Prince,26,TOT,NBA,2020-21,41,10,905,12.1,0.474,0.232,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,106,114,0.2,0.8,1,0.052,-1.2,-0.8,-2,0,131,327,69,172,62,155,65,76,19,123,142,76,28,23,47,75,389
Payton Pritchard,23,BOS,NBA,2020-21,66,4,1268,12.4,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,117,115,1.6,0.9,2.5,0.095,-0.4,-0.7,-1.1,0.3,184,418,82,170,102,248,40,45,33,125,158,120,37,9,53,104,510
Immanuel Quickley,21,NYK,NBA,2020-21,64,3,1243,15.8,0.522,0.3,2.2,9.7,6,16.2,1.2,0.9,8.1,25.6,113,111,1.8,1.4,3.2,0.125,1.5,-0.9,0.6,0.8,229,580,111,277,118,303,155,174,25,112,137,127,30,12,58,114,731
Jahmi'us Ramsey,19,SAC,NBA,2020-21,13,0,94,10.5,0.5,0.132,2.3,9.6,5.9,8.8,2,0.9,6.9,19.8,102,118,0,0,0,0.012,-3.1,-1.6,-4.7,-0.1,15,38,10,19,5,19,5,5,2,8,10,6,4,1,3,8,40
Chasson Randle,27,ORL,NBA,2020-21,41,5,837,7.4,0.549,0.203,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,98,117,-0.4,0.4,0,-0.001,-4.9,-1.3,-6.2,-0.9,92,237,48,107,44,130,38,48,7,75,82,74,22,5,46,64,266
Julius Randle,26,NYK,NBA,2020-21,71,71,2667,19.7,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,111,107,3.4,4.3,7.8,0.14,3,0.7,3.7,3.8,602,1321,442,932,160,389,348,429,84,639,723,427,64,18,241,225,1712
Cam Reddish,21,ATL,NBA,2020-21,26,21,750,9.3,0.479,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,100,113,-0.3,0.7,0.4,0.026,-3.2,-0.4,-3.6,-0.3,96,263,63,137,33,126,67,82,22,82,104,35,33,9,34,68,292
J.J. Redick,36,TOT,NBA,2020-21,44,0,723,9.9,0.667,0.195,0.6,9,4.8,9.7,0.7,0.4,11,19.2,109,118,0.4,0.3,0.7,0.045,-1.5,-2.2,-3.7,-0.3,106,267,40,89,66,178,49,52,4,60,64,51,11,3,36,50,327
Paul Reed,21,PHI,NBA,2020-21,26,0,177,21.2,0.077,0.103,19,18.9,19,11,2.7,6.6,12.8,22.7,111,102,0.2,0.4,0.6,0.162,-1.9,1,-0.9,0,42,78,42,72,0,6,4,8,30,31,61,12,10,13,12,29,88
Naz Reid,21,MIN,NBA,2020-21,70,15,1347,18.2,0.299,0.286,6.4,20,12.9,8.7,1.2,4.9,9.5,22.5,115,113,1.9,1.3,3.2,0.113,-0.2,-0.5,-0.6,0.5,304,581,243,407,61,174,115,166,82,240,322,72,34,76,69,179,784
Cameron Reynolds,25,TOT,NBA,2020-21,5,0,40,6.5,0.667,0,5.1,8.3,6.7,7.5,0,0,0,19.2,96,121,0,0,0,-0.039,-5.1,-3.9,-9,-0.1,6,18,3,6,3,12,0,0,2,3,5,2,0,0,0,2,15
Nick Richards,23,CHO,NBA,2020-21,18,0,63,5.5,0.111,1.222,6.8,12.2,9.5,4.2,0,0,17.8,11.5,107,119,0,0,0,0.026,-5.8,-2.9,-8.7,-0.1,4,9,4,8,0,1,7,11,4,7,11,2,0,0,3,7,15
Josh Richardson,27,DAL,NBA,2020-21,59,56,1790,11.9,0.432,0.175,3.2,8.8,6,12.1,1.7,1.2,10.6,18.4,109,114,1,1.4,2.4,0.066,-1.5,-0.6,-2.1,0,264,618,176,351,88,267,99,108,51,144,195,153,61,24,79,130,715
Grant Riller,23,CHO,NBA,2020-21,7,0,27,23.6,0.333,0,0,4.1,2,20.9,1.8,0,7.7,20.7,134,117,0.1,0,0.1,0.177,4.5,1,5.4,0.1,8,12,6,8,2,4,0,0,0,1,1,3,1,0,1,0,18
Austin Rivers,28,TOT,NBA,2020-21,36,7,845,9.9,0.608,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,109,112,0.4,0.9,1.3,0.072,-2.1,-0.1,-2.2,0,104,245,49,96,55,149,22,31,8,74,82,81,30,2,36,64,285
Andre Roberson,29,BRK,NBA,2020-21,5,0,63,4.2,0.571,0.143,12.9,13.3,13.2,7.4,2.3,1.4,11.8,11.7,79,113,-0.1,0.1,-0.1,-0.043,-5.1,-1.2,-6.2,-0.1,2,14,1,6,1,8,1,2,7,8,15,4,3,1,2,4,6
Duncan Robinson,26,MIA,NBA,2020-21,72,72,2262,11,0.855,0.105,0.4,12.1,6.3,8.3,0.9,0.9,9.7,16.6,113,114,1.9,1.8,3.7,0.079,-0.2,-0.9,-1.1,0.5,315,717,65,104,250,613,62,75,7,243,250,127,43,20,81,181,942
Glenn Robinson,27,SAC,NBA,2020-21,23,2,369,9,0.444,0.232,3.3,10.4,6.8,7,0.5,0.7,9.2,14,112,122,0.3,0,0.3,0.033,-1.9,-2.8,-4.6,-0.2,42,99,26,55,16,44,21,23,11,34,45,20,4,3,11,23,121
Jerome Robinson,23,WAS,NBA,2020-21,17,6,305,4.1,0.442,0.211,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7,81,113,-0.7,0.3,-0.4,-0.057,-6.5,-1.1,-7.6,-0.4,28,95,17,53,11,42,16,20,4,34,38,25,12,6,19,31,83
Justin Robinson,23,OKC,NBA,2020-21,9,0,88,6,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,102,117,0,0,0,0.021,-6.2,-1.3,-7.6,-0.1,7,21,3,7,4,14,3,5,1,6,7,9,3,0,2,10,21
Mitchell Robinson,22,NYK,NBA,2020-21,31,29,853,17.7,0,0.301,14.5,17.5,16,2.9,2.1,5,11.5,11.8,131,104,1.8,1.7,3.4,0.192,-0.3,1.1,0.9,0.6,115,176,115,176,0,0,26,53,113,139,252,17,35,45,26,86,256
Isaiah Roby,22,OKC,NBA,2020-21,61,34,1425,11.9,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19,17.7,102,112,-0.3,1.5,1.3,0.043,-3.6,0.2,-3.5,-0.5,207,429,175,320,32,109,87,117,89,252,341,107,52,37,113,162,533
Rajon Rondo,34,TOT,NBA,2020-21,45,3,770,13.2,0.414,0.079,2.7,12.9,7.9,35.3,2.4,0.5,26.2,17.2,108,112,0.5,0.8,1.3,0.081,-0.6,0.3,-0.3,0.3,95,215,59,126,36,89,16,17,18,92,110,199,37,4,79,53,242
Derrick Rose,32,TOT,NBA,2020-21,50,3,1279,18.3,0.211,0.208,1.7,9.3,5.5,28,1.9,1.4,10.5,25.8,112,111,1.6,1.6,3.1,0.118,1.4,0.1,1.5,1.1,287,611,237,482,50,129,110,127,20,110,130,209,49,19,78,56,734
Terrence Ross,29,ORL,NBA,2020-21,46,2,1347,13.2,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,103,115,-0.1,1,0.9,0.03,-1.3,-1.1,-2.4,-0.1,254,616,165,352,89,264,120,138,15,143,158,108,47,21,74,88,717
Terry Rozier,26,CHO,NBA,2020-21,69,69,2383,17.1,0.504,0.178,2.1,11.8,6.9,20,1.8,1.1,9.5,24.4,113,114,3.3,2,5.2,0.105,2.4,-0.9,1.5,2.1,510,1134,288,563,222,571,165,202,47,255,302,293,87,26,128,119,1407
Ricky Rubio,30,MIN,NBA,2020-21,68,51,1772,13.5,0.43,0.301,1.6,12.4,6.8,33.3,2.6,0.2,16.4,16,113,115,1.9,1.3,3.1,0.085,-2.1,-0.1,-2.2,-0.1,193,498,127,284,66,214,130,150,28,195,223,433,98,4,111,139,582
D'Angelo Russell,24,MIN,NBA,2020-21,42,26,1196,17.6,0.475,0.229,1.4,8.9,5,33.6,1.8,1.3,13.5,29.1,108,117,1,0.6,1.6,0.063,3,-1.9,1.1,1,281,652,161,342,120,310,114,149,16,95,111,244,45,18,112,68,796
Domantas Sabonis,24,IND,NBA,2020-21,62,62,2231,20.6,0.179,0.363,7.3,28.6,18,27.5,1.6,1.2,16.9,24.1,115,110,4,3,6.9,0.149,2.4,1.5,3.9,3.3,484,904,432,742,52,162,240,328,150,592,742,415,76,33,213,203,1260
Luka Šamanić,21,SAS,NBA,2020-21,33,4,308,9.8,0.41,0.276,5.4,18.3,11.7,6.9,1.3,2.2,14.5,19.5,97,112,-0.2,0.3,0.1,0.015,-4.3,-0.9,-5.1,-0.2,47,105,35,62,12,43,16,29,16,52,68,15,8,8,20,43,122
JaKarr Sampson,27,IND,NBA,2020-21,29,4,316,10.9,0.133,0.257,9.3,17.1,13.2,1.8,0.3,3.6,10.7,19,104,114,0,0.3,0.3,0.044,-5.1,-2.3,-7.4,-0.4,56,113,53,98,3,15,19,29,27,50,77,4,2,14,15,52,134
Dario Šarić,26,PHO,NBA,2020-21,50,4,871,14.3,0.395,0.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,109,111,0.7,1,1.7,0.093,-1.4,-0.8,-2.2,0,153,342,106,207,47,135,84,99,46,144,190,65,30,4,57,95,437
Tomáš Satoranský,29,CHI,NBA,2020-21,58,18,1307,13.8,0.359,0.24,2.6,9.4,6,27.9,1.5,0.9,20.9,15.2,118,114,1.9,1.1,3.1,0.113,-0.5,-0.2,-0.7,0.4,169,329,127,211,42,118,67,79,30,112,142,271,40,14,96,89,447
Dennis Schröder,27,LAL,NBA,2020-21,61,61,1956,13.8,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,107,109,1,2.7,3.8,0.093,-1.1,0,-1.1,0.4,332,760,261,548,71,212,206,243,30,181,211,351,70,13,163,159,941
Mike Scott,32,PHI,NBA,2020-21,51,12,852,6.8,0.735,0.057,1.4,13.8,7.8,6.1,1.4,1.5,8.1,11.9,101,110,-0.1,1.1,1,0.058,-3.2,0.1,-3.1,-0.2,76,211,23,56,53,155,8,12,11,109,120,40,24,14,19,72,213
Jay Scrubb,20,LAC,NBA,2020-21,4,1,84,6.3,0.25,0.139,2.8,15.6,9.4,1.7,2.4,0,15.5,23.8,82,111,-0.2,0.1,-0.1,-0.072,-8.1,-2.8,-10.9,-0.2,14,36,12,27,2,9,5,5,2,12,14,1,4,0,7,5,35
Collin Sexton,22,CLE,NBA,2020-21,60,60,2115,18,0.239,0.347,3,7,4.9,22.6,1.4,0.4,11.6,29.7,111,118,2.6,0.9,3.5,0.08,1.9,-1.9,0,1,525,1105,427,841,98,264,312,383,58,129,187,262,62,10,167,157,1460
Landry Shamet,23,BRK,NBA,2020-21,61,12,1403,10.3,0.73,0.171,0.9,7.6,4.4,9.3,1.1,0.6,8.9,16.7,113,118,1.2,0.6,1.8,0.063,-1.1,-1.5,-2.5,-0.2,186,456,57,123,129,333,66,78,11,101,112,99,31,10,48,93,567
Iman Shumpert,30,BRK,NBA,2020-21,2,0,11,-0.4,0.75,0,10.6,0,5,0,4.4,0,20,19.8,56,113,-0.1,0,0,-0.212,-10.2,-2.7,-13,0,1,4,1,1,0,3,0,0,1,0,1,0,1,0,1,0,2
Pascal Siakam,26,TOR,NBA,2020-21,56,56,2006,17.7,0.256,0.313,5,17.6,11.1,20.5,1.5,1.8,10.6,26.3,111,113,2.3,2,4.2,0.101,0.8,-0.4,0.4,1.2,437,961,364,715,73,246,249,301,95,310,405,250,64,37,130,174,1196
Chris Silva,24,TOT,NBA,2020-21,15,0,92,11.5,0.063,0.938,8.9,24.4,16.8,9.3,0.5,6.6,30.7,15.9,110,109,0.1,0.1,0.2,0.101,-6.2,0.8,-5.5,-0.1,10,16,9,15,1,1,11,15,7,20,27,6,1,6,10,24,32
Ben Simmons,24,PHI,NBA,2020-21,58,58,1877,18.3,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,114,106,2.7,3.3,6,0.153,0.8,1.9,2.7,2.2,325,583,322,573,3,10,176,287,93,324,417,401,93,35,173,171,829
Anfernee Simons,21,POR,NBA,2020-21,64,0,1104,12.3,0.703,0.142,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,117,119,1.5,0.3,1.8,0.078,0.6,-1.8,-1.3,0.2,168,401,48,119,120,282,46,57,14,126,140,89,18,8,43,96,502
Deividas Sirvydis,20,DET,NBA,2020-21,20,0,133,5.7,0.7,0.15,0,24.5,12.1,5.4,0.7,0,10.5,15.7,90,114,-0.1,0.1,0,-0.01,-4.5,-1.1,-5.6,-0.1,14,40,4,12,10,28,3,6,0,29,29,5,2,0,5,9,41
Alen Smailagić,20,GSW,NBA,2020-21,15,1,84,8.9,0.37,0.222,7.7,12.5,10.1,6.5,1.7,5.2,14.4,17.6,92,108,-0.1,0.1,0,0.015,-4.9,-0.5,-5.4,-0.1,11,27,7,17,4,10,2,6,6,10,16,4,3,5,5,11,28
Marcus Smart,26,BOS,NBA,2020-21,48,45,1581,13.8,0.553,0.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.4,114,113,1.8,1.5,3.3,0.1,-0.4,-0.2,-0.6,0.6,203,510,110,228,93,282,128,162,36,131,167,273,72,23,96,126,627
Dennis Smith,23,TOT,NBA,2020-21,23,9,420,13.6,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19,105,110,0.1,0.5,0.6,0.07,-1.3,1.5,0.2,0.2,58,145,39,87,19,58,19,26,12,43,55,77,23,14,26,37,154
Ish Smith,32,WAS,NBA,2020-21,44,1,924,11.6,0.165,0.111,2.5,14.6,8.6,24.7,1.6,1.2,11.6,15.8,106,113,0.2,0.9,1.1,0.056,-2,0.2,-1.9,0,129,297,111,248,18,49,19,33,22,128,150,172,32,13,41,62,295
Jalen Smith,20,PHO,NBA,2020-21,27,1,156,8.4,0.34,0.14,5.2,21.4,13.4,3.4,0.3,2.9,11.7,17.1,96,112,-0.1,0.2,0.1,0.022,-4.8,-1.4,-6.2,-0.2,22,50,18,33,4,17,5,7,7,30,37,4,1,5,7,16,53
Tony Snell,29,ATL,NBA,2020-21,47,23,992,9.5,0.637,0.064,2,10.2,6.2,7.9,0.6,1,10.7,8.6,135,117,1.6,0.5,2,0.099,-0.5,-0.4,-0.9,0.3,88,171,26,62,62,109,11,11,18,94,112,59,13,11,21,75,249
Ray Spalding,23,HOU,NBA,2020-21,2,0,19,0.8,0.25,0.5,10.8,11.7,11.2,0,0,9.4,38.1,17.6,60,114,-0.1,0,-0.1,-0.184,-8.9,-1.4,-10.4,0,2,4,2,3,0,1,0,2,2,2,4,0,0,2,3,3,4
Cassius Stanley,21,IND,NBA,2020-21,24,0,93,5.5,0.302,0.209,9.4,13.9,11.7,1.4,0.5,1.7,2.1,22,90,116,-0.2,0.1,-0.1,-0.05,-7,-4.2,-11.2,-0.2,13,43,10,30,3,13,7,9,8,12,20,1,1,2,1,14,36
Lamar Stevens,23,CLE,NBA,2020-21,40,0,499,10.5,0.184,0.375,5.3,16.6,10.8,7.4,1.7,2.3,12.7,15.8,103,113,0,0.5,0.4,0.043,-4,0,-4,-0.3,62,136,58,111,4,25,37,51,24,72,96,25,17,13,23,53,165
Isaiah Stewart,19,DET,NBA,2020-21,68,14,1455,16.4,0.154,0.225,12,22.7,17.3,6.3,1.3,5.2,13,15.5,118,109,1.9,2.1,4,0.132,-1.6,0.4,-1.2,0.3,226,409,205,346,21,63,64,92,159,294,453,59,39,86,67,184,537
Max Strus,24,MIA,NBA,2020-21,39,0,507,12.1,0.791,0.128,1.1,8,4.6,7.3,1.1,0.4,3.9,18.3,115,115,0.6,0.3,0.9,0.088,-0.4,-1.8,-2.2,0,85,187,35,39,50,148,16,24,5,36,41,24,11,2,8,43,236
Edmond Sumner,25,IND,NBA,2020-21,53,24,861,12.7,0.312,0.294,2.3,9.5,5.9,7.9,1.8,0.9,13.8,18.3,112,115,0.7,0.7,1.4,0.077,-2.3,-0.6,-2.9,-0.2,148,282,113,194,35,88,68,83,18,76,94,49,33,10,51,88,399
Jae'Sean Tate,25,HOU,NBA,2020-21,70,58,2043,13.8,0.312,0.235,6.6,13.2,9.8,13.2,2,1.6,12.4,16.4,114,115,2.2,1.6,3.8,0.088,-1.6,0.4,-1.2,0.4,316,625,256,430,60,195,102,147,132,242,374,178,85,36,98,222,794
Jayson Tatum,22,BOS,NBA,2020-21,64,64,2290,21.3,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,114,112,4.1,2.5,6.5,0.137,4.1,-0.4,3.7,3.3,605,1318,418,833,187,485,295,340,50,422,472,276,75,31,171,122,1692
Jeff Teague,32,TOT,NBA,2020-21,55,7,950,12.3,0.289,0.37,1.7,8.3,5.1,18.3,1.7,1.2,16.2,17.7,111,114,0.8,0.8,1.6,0.079,-1.7,-0.4,-2.1,0,123,284,87,202,36,82,89,105,15,73,88,132,34,12,64,56,371
Garrett Temple,34,CHI,NBA,2020-21,56,25,1528,8.2,0.525,0.131,2.1,9.4,5.8,10.5,1.4,1.7,12.6,13.1,105,113,0.2,1.4,1.6,0.05,-3.3,-0.1,-3.5,-0.6,158,381,91,181,67,200,40,50,29,131,160,124,43,30,58,126,423
Tyrell Terry,20,DAL,NBA,2020-21,11,0,56,6,0.438,0.188,0,11.7,5.9,14,4.4,0,10.4,15.3,75,108,-0.1,0.1,-0.1,-0.049,-7.7,2.2,-5.5,-0.1,5,16,5,9,0,7,1,3,0,6,6,6,5,0,2,2,11
Daniel Theis,28,TOT,NBA,2020-21,65,51,1601,15,0.326,0.236,6.5,18.3,12.4,9.5,1.2,3.3,11.4,15.6,120,111,2.4,1.8,4.3,0.128,-0.6,0.5,-0.2,0.7,252,466,203,314,49,152,74,110,93,263,356,108,41,57,66,167,627
Brodric Thomas,24,TOT,NBA,2020-21,32,1,399,8,0.546,0.426,2.2,12.9,7.4,10.7,1.8,2.2,14.6,16.4,96,114,-0.3,0.3,0.1,0.006,-4.7,0.1,-4.6,-0.3,39,108,23,49,16,59,31,46,8,45,53,30,15,10,22,40,125
Isaiah Thomas,31,NOP,NBA,2020-21,3,0,48,2.4,0.444,0.074,2.3,6.8,4.5,15.1,1,0,17.7,29.7,79,118,-0.2,0,-0.2,-0.179,-8.1,-5.6,-13.8,-0.1,9,27,6,15,3,12,2,2,1,3,4,5,1,0,6,3,23
Khyri Thomas,24,HOU,NBA,2020-21,5,2,153,21.3,0.409,0.136,4.7,8,6.3,26.9,2.8,3.5,7.9,21.1,123,113,0.4,0.1,0.5,0.164,2,0.3,2.3,0.2,32,66,23,39,9,27,9,9,7,11,18,25,9,6,6,8,82
Matt Thomas,26,TOT,NBA,2020-21,45,0,326,9.1,0.63,0.11,2.3,12.2,7.3,8.6,0.6,0,9.5,19.5,103,115,0,0.2,0.2,0.031,-2.9,-2.3,-5.2,-0.3,50,127,23,47,27,80,12,14,7,37,44,19,4,0,14,18,139
Tristan Thompson,29,BOS,NBA,2020-21,54,43,1287,14.2,0.009,0.368,14.5,23.5,19,7.2,0.9,2.4,14.1,14.8,116,112,1.5,1.4,2.9,0.107,-1.4,-1.2,-2.6,-0.2,169,326,169,323,0,3,71,120,169,270,439,67,24,33,62,119,409
Sindarius Thornwell,26,TOT,NBA,2020-21,21,1,217,6.6,0.5,0.174,1.4,7.4,4.4,13,2.9,0.9,12.4,11.1,93,114,-0.2,0.2,0,0.009,-5.8,0.8,-5,-0.2,15,46,8,23,7,23,4,8,3,15,18,21,13,2,7,15,41
Matisse Thybulle,23,PHI,NBA,2020-21,65,8,1298,10.1,0.588,0.074,2.6,7.8,5.3,6.3,3.9,4.9,11.3,9.4,104,103,0.1,2.7,2.8,0.102,-2.7,4.3,1.6,1.2,102,243,59,100,43,143,8,18,30,94,124,63,105,71,32,127,255
Killian Tillie,22,MEM,NBA,2020-21,18,1,182,8.5,0.579,0.193,3.5,10.6,7,5.6,1.3,4,3.1,14.8,104,112,0,0.2,0.2,0.055,-3.6,-0.5,-4.1,-0.1,19,57,9,24,10,33,9,11,6,18,24,8,5,8,2,20,57
Xavier Tillman,22,MEM,NBA,2020-21,59,12,1085,14.7,0.217,0.177,7.2,18,12.5,9.4,1.9,2.7,12.3,14.3,119,110,1.4,1.5,2.9,0.127,-1.3,0.9,-0.4,0.4,167,299,145,234,22,65,34,53,74,182,256,75,44,33,45,116,390
Anthony Tolliver,35,PHI,NBA,2020-21,11,0,99,4,0.824,0.353,3.4,7.6,5.6,2.5,1.5,1.8,13.3,9.8,91,111,-0.1,0.1,0.1,0.025,-5.7,-1.7,-7.4,-0.1,4,17,0,3,4,14,5,6,3,7,10,2,3,2,3,7,17
Obi Toppin,22,NYK,NBA,2020-21,62,0,683,12.7,0.407,0.124,4.2,17.6,11,6.4,1.2,2.1,9.4,15.9,112,108,0.5,1,1.5,0.109,-1.5,0.5,-1,0.2,104,209,78,124,26,85,19,26,26,112,138,29,17,15,23,55,253
Juan Toscano-Anderson,27,GSW,NBA,2020-21,53,16,1107,12.6,0.44,0.148,2.8,19.5,11.3,18.1,1.7,2.1,21.5,11,121,109,1.4,1.6,3,0.13,-1.5,2.2,0.6,0.7,121,209,84,117,37,92,22,31,29,205,234,150,41,26,61,111,301
Axel Toupane,28,MIL,NBA,2020-21,8,1,61,9,0.182,0.636,0,10,5.2,7.6,1.5,4.4,0,9.7,119,111,0.1,0.1,0.1,0.097,-4.4,1.3,-3.1,0,4,11,3,9,1,2,5,7,0,6,6,4,2,3,0,6,14
Karl-Anthony Towns,25,MIN,NBA,2020-21,50,50,1689,23.1,0.36,0.355,8.2,26.4,17,22.6,1.1,2.9,13.7,29.1,117,113,3.8,1.6,5.4,0.153,4,0.2,4.3,2.7,425,875,303,560,122,315,267,311,133,396,529,225,39,57,160,186,1239
