"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Tyler Zeller","CLE",77,2033,96,224,64,32,32,18,14,5,27
"Michael Kidd-Gilchrist","CHA",78,2025,117,272,79,38,44,11,24,11,27
"Kevin Garnett","BOS",68,2022,159,363,114,45,72,5,37,17,28
"Kyle Lowry","TOR",68,2020,435,965,340,95,183,67,90,23,72
"Tyreke Evans","SAC",65,2016,229,525,162,67,72,38,52,25,42
"Ersan Ilyasova","MIL",73,2012,117,273,78,39,42,16,20,17,22
"Shawn Marion","DAL",67,2010,163,383,106,57,36,20,50,9,48
"DeAndre Jordan","LAC",82,2010,28,61,23,5,18,1,4,3,2
"Dante Cunningham","MIN",80,2010,67,158,43,24,19,9,15,10,14
"Corey Brewer","DEN",82,2002,124,263,109,15,94,6,9,7,8
"Tiago Splitter","SAS",81,1997,130,291,99,31,71,11,17,9,22
"Jameer Nelson","ORL",56,1977,413,912,327,86,161,64,102,29,57
"Maurice Harkless","ORL",76,1974,50,111,39,11,17,7,15,4,7
"Reggie Evans","BKN",80,1967,43,99,30,13,17,7,6,6,7
"Nikola Pekovic","MIN",62,1960,53,123,36,17,16,1,19,3,14
"Kendrick Perkins","OKC",78,1954,111,246,87,24,60,5,22,5,19
"Mike Dunleavy","MIL",75,1942,145,320,115,30,66,22,27,7,23
"Courtney Lee","BOS",78,1941,143,322,107,36,49,11,47,13,23
"Larry Sanders","MIL",71,1938,83,187,62,21,30,5,27,7,14
"Derrick Williams","MIN",78,1916,46,112,26,20,11,2,13,8,12
"PJ Tucker","PHX",79,1910,109,244,83,26,36,10,37,12,14
"Marco Belinelli","CHI",73,1882,148,333,111,37,47,27,37,10,27
"Caron Butler","LAC",78,1879,78,182,52,26,28,10,14,16,10
"Carl Landry","GSW",81,1876,65,152,43,22,17,8,18,4,18
"Marcin Gortat","PHX",61,1876,75,166,59,16,35,3,21,9,7
"Anthony Davis","NOH",64,1846,63,144,45,18,29,6,10,10,8
"Alexey Shved","MIN",77,1839,286,636,222,64,125,26,71,25,39
"Markieff Morris","PHX",82,1837,108,238,86,22,52,12,22,9,13
"Kosta Koufos","DEN",81,1817,32,77,19,13,10,4,5,4,9
"Kawhi Leonard","SAS",58,1810,93,213,66,27,33,17,16,11,16
"Jason Maxiell","DET",72,1789,54,128,34,20,25,3,6,4,16
"Derrick Favors","UTA",77,1787,75,168,57,18,28,11,18,3,15
"Shane Battier","MIA",72,1786,72,169,47,25,28,10,9,13,12
"Dorell Wright","PHI",79,1783,150,333,117,33,47,27,43,10,23
"Patrick Patterson","SAC",71,1775,81,199,44,37,34,8,2,7,30
"Jerryd Bayless","MEM",80,1765,264,596,196,68,67,39,90,29,39
"Kirk Hinrich","CHI",60,1764,314,679,263,51,96,45,122,14,37
"Dion Waiters","CLE",61,1756,183,411,138,45,59,37,42,17,28
"Bradley Beal","WAS",56,1745,137,311,100,37,39,28,33,17,20
"Marvin Williams","UTA",73,1727,77,167,64,13,29,14,21,4,9
"Marcus Thornton","SAC",72,1726,91,203,70,21,52,8,10,4,17
"Kevin Seraphin","WAS",79,1721,57,146,25,32,12,3,10,13,19
"J.J. Barea","MIN",74,1713,294,655,227,67,105,29,93,16,51
"Boris Diaw","SAS",75,1709,180,416,124,56,68,26,30,18,38
"Jordan Crawford","BOS",70,1708,225,489,186,39,90,38,58,19,20
"Ricky Rubio","MIN",57,1691,418,897,357,61,213,29,115,22,39
"Carlos Delfino","HOU",67,1689,135,327,78,57,57,11,10,22,35
"E'Twaun Moore","ORL",75,1682,206,448,170,36,71,36,63,13,23
"Lavoy Allen","PHI",79,1669,73,159,60,13,27,8,25,4,9
"Jodie Meeks","LAL",78,1663,69,158,49,20,28,9,12,7,13
"Dirk Nowitzki","DAL",53,1662,132,293,103,29,57,23,23,12,17
"Wayne Ellington","CLE",78,1661,104,234,78,26,35,15,28,6,20
"Nene","WAS",61,1659,177,402,129,48,74,25,30,27,21
"Pau Gasol","LAL",49,1655,200,464,136,64,104,8,24,22,42
"Ramon Sessions","CHA",61,1652,230,532,158,72,80,23,55,30,42
"Steve Novak","NYK",81,1641,35,91,14,21,4,2,8,6,15
"Antawn Jamison","LAL",76,1636,50,115,35,15,18,7,10,7,8
"Ed Davis","MEM",81,1631,63,147,42,21,25,2,15,4,17
"Steve Nash","LAL",50,1627,333,747,252,81,148,42,62,23,58
"Lamar Odom","LAC",82,1616,142,327,99,43,65,18,16,18,25
"John Wall","WAS",49,1602,373,864,255,118,123,46,86,60,58
"Norris Cole","MIA",80,1590,164,385,107,57,68,17,22,29,28
"Nick Collison","OKC",81,1583,121,289,74,47,49,7,18,8,39
"Ben Gordon","CHA",75,1560,141,312,111,30,75,14,22,5,25
"Andray Blatche","BKN",82,1555,85,206,49,36,30,4,15,18,18
"Michael Beasley","PHX",75,1554,111,243,90,21,51,15,24,8,13
"Eric Bledsoe","LAC",76,1553,233,531,168,65,106,24,38,25,40
"Elton Brand","DAL",72,1527,70,169,41,29,20,6,15,7,22
"Marcus Morris","PHX",77,1524,62,146,40,22,29,3,8,10,12
"C.J. Watson","BKN",80,1521,161,373,110,51,52,17,41,28,23
"Jeffery Taylor","CHA",77,1507,63,149,40,23,18,7,15,1,22
"Alan Anderson","TOR",65,1495,103,231,78,25,43,19,16,9,16
"Josh McRoberts","CHA",67,1487,141,310,113,28,72,10,31,7,21
"Gary Neal","SAS",68,1484,129,305,82,47,45,15,22,13,34
"Jonas Valanciunas","TOR",62,1482,45,100,35,10,15,5,15,0,10
"Trevor Ariza","WAS",56,1471,113,254,85,28,54,16,15,9,19
"Taj Gibson","CHI",65,1459,61,138,45,16,18,6,21,2,14
"Beno Udrih","ORL",66,1457,302,675,231,71,113,46,72,26,45
"Shaun Livingston","CLE",66,1455,215,484,161,54,67,31,63,15,39
"Avery Bradley","BOS",50,1435,104,239,73,31,36,8,29,9,22
"JaVale McGee","DEN",79,1434,24,51,21,3,16,3,2,1,2
"Byron Mullens","CHA",53,1428,81,173,70,11,35,11,24,2,9
"Rajon Rondo","BOS",38,1423,420,922,338,82,163,39,136,30,52
"Devin Harris","ATL",58,1421,197,455,136,61,74,18,44,27,34
"Mo Williams","UTA",46,1418,285,630,225,60,102,54,69,14,46
"Austin Rivers","NOH",61,1418,127,299,82,45,34,9,39,10,35
"Udonis Haslem","MIA",75,1414,38,93,21,17,10,4,7,8,9
"Nick Young","PHI",59,1411,84,188,64,20,29,8,27,6,14
"Keith Bogans","BKN",74,1408,76,171,57,19,21,17,19,8,11
"Shannon Brown","PHX",59,1402,108,246,78,30,31,13,34,12,18
"Manu Ginobili","SAS",60,1393,274,626,196,78,135,29,32,45,33
"Tyler Hansbrough","IND",81,1365,36,81,27,9,17,7,3,1,8
"CJ Miles","CLE",65,1364,63,140,49,14,26,11,12,3,11
"Chris Kaman","DAL",66,1363,51,117,36,15,19,5,12,3,12
"Earl Clark","LAL",59,1363,65,163,32,33,27,3,2,13,20
"Jae Crowder","DAL",78,1353,94,213,69,25,33,13,23,6,19
"Luc Mbah a Moute","MIL",58,1326,55,128,37,18,23,6,8,4,14
"Brian Roberts","NOH",78,1324,219,512,145,74,66,17,62,15,59
"Ian Mahinmi","IND",80,1322,27,66,15,12,8,1,6,2,10
"Ekpe Udoh","MIL",76,1312,43,97,32,11,10,9,13,3,8
"Marreese Speights","CLE",79,1300,47,106,35,12,17,9,9,4,8
"Tobias Harris","ORL",55,1299,69,150,57,12,33,8,16,5,7
"Toney Douglas","SAC",71,1288,151,357,96,55,59,12,25,18,37
"AJ Price","WAS",57,1278,205,457,158,47,64,28,66,23,24
"Eric Gordon","NOH",42,1264,137,310,101,36,56,21,24,12,24
"Pablo Prigioni","NYK",78,1263,236,580,128,108,75,9,44,26,82
"Andrew Nicholson","ORL",75,1249,44,102,30,14,11,7,12,3,11
"Quincy Pondexter","MEM",59,1243,61,139,44,17,25,10,9,6,11
"Andre Drummond","DET",60,1243,30,64,26,4,17,4,5,0,4
"Terrence Ross","TOR",73,1239,53,126,33,20,18,8,7,8,12
"D.J. Augustin","IND",76,1226,170,383,127,43,48,19,60,18,25
"Jamaal Tinsley","UTA",66,1221,290,651,219,71,122,36,61,20,51
"Will Bynum","DET",65,1219,231,536,157,74,122,16,19,24,50
"Roger Mason Jr.","NOH",69,1218,74,165,57,17,30,11,16,4,13
"Greg Stiemsma","MIN",76,1209,30,62,28,2,19,1,8,1,1
"Chuck Hayes","SAC",74,1209,112,252,84,28,59,7,18,12,16
"Meyers Leonard","POR",69,1206,33,81,18,15,8,4,6,4,11
"Kris Humphries","BKN",65,1191,32,79,17,15,6,2,9,6,9
"Willie Green","LAC",72,1188,55,130,35,20,20,2,13,7,13
"Steve Blake","LAL",45,1175,173,396,123,50,78,15,30,13,37
"Brendan Haywood","CHA",61,1162,29,64,23,6,10,5,8,1,5
"DeShawn Stevenson","ATL",56,1158,52,113,43,9,24,3,16,4,5
"Garrett Temple","WAS",51,1155,115,262,83,32,37,16,30,16,16
"Brandan Wright","DAL",64,1149,38,84,30,8,12,6,12,3,5
"Alec Burks","UTA",64,1137,92,199,77,15,37,14,26,4,11
"Zaza Pachulia","ATL",52,1134,79,178,59,20,35,8,16,6,14
"Festus Ezeli","GSW",78,1120,22,57,9,13,3,1,5,4,9
"Lou Williams","ATL",39,1119,139,317,100,39,45,11,44,13,26
"DeMarre Carroll","UTA",66,1111,61,135,48,13,32,4,12,5,8
"Greg Smith","HOU",70,1110,25,63,12,13,10,1,1,1,12
"Damien Wilkins","PHI",61,1095,91,209,64,27,24,17,23,6,21
"Charlie Villanueva","DET",69,1092,54,125,37,17,25,5,7,8,9
"Richard Hamilton","CHI",50,1088,119,261,96,23,68,8,20,8,15
"Marquis Daniels","MIL",59,1085,65,153,42,23,26,4,12,8,15
"Gerald Green","IND",60,1080,50,116,34,16,14,5,15,3,13
"Wilson Chandler","DEN",43,1079,58,143,31,27,24,3,4,13,14
"Enes Kanter","UTA",70,1078,31,69,24,7,9,4,11,1,6
"Stephen Jackson","SAS",55,1075,80,179,61,19,40,8,13,5,14
"Glen Davis","ORL",34,1064,70,161,49,21,26,4,19,7,14
"Draymond Green","GSW",79,1061,53,118,41,12,22,8,11,5,7
"Thomas Robinson","HOU",70,1056,46,107,31,15,23,6,2,7,8
"Landry Fields","TOR",51,1037,60,143,37,23,21,8,8,8,15
"Ivan Johnson","ATL",69,1035,46,107,31,15,21,1,9,3,12
"Francisco Garcia","HOU",58,1029,63,145,44,19,28,7,9,7,12
"Jermaine O'Neal","PHX",55,1029,42,95,31,11,21,2,8,2,9
"Dahntay Jones","ATL",78,1016,48,105,39,9,17,8,14,3,6
"Andrea Bargnani","TOR",35,1003,38,87,27,11,14,9,4,2,9
"Aaron Brooks","HOU",53,997,114,258,84,30,46,15,23,8,22
"Iman Shumpert","NYK",45,996,75,185,40,35,27,1,12,6,29
"Reggie Jackson","OKC",70,992,122,282,84,38,44,14,26,14,24
"Sebastian Telfair","TOR",59,980,153,335,124,29,69,14,41,5,24
"Darrell Arthur","MEM",59,970,33,72,27,6,14,5,8,0,6
"Jimmer Fredette","SAC",69,966,92,214,62,30,38,8,16,8,22
"Anthony Tolliver","ATL",62,963,32,70,26,6,13,4,9,1,5
"Eric Maynor","POR",64,963,182,415,131,51,85,11,35,17,34
"Wesley Johnson","PHX",50,953,34,75,27,7,13,6,8,3,4
"Jason Richardson","PHI",33,936,51,113,40,11,13,4,23,5,6
"Chris Singleton","WAS",57,924,37,87,24,13,9,5,10,3,10
"Nando De Colo","SAS",72,920,138,326,88,50,51,11,26,28,22
"Daniel Gibson","CLE",46,919,82,189,57,25,27,12,18,8,17
"MarShon Brooks","BKN",73,912,76,178,50,26,28,10,12,12,14
"Matt Bonner","SAS",68,909,36,88,20,16,9,6,5,5,11
"John Jenkins","ATL",61,902,56,126,42,14,24,7,11,4,10
"Anderson Varejao","CLE",25,901,84,200,52,32,34,8,10,4,28
"Mike Miller","MIA",59,900,99,229,68,31,44,10,14,12,19
"Will Barton","POR",73,894,58,128,46,12,27,5,14,3,9
"Jared Sullinger","BOS",45,892,35,81,24,11,7,3,14,5,6
"Jonas Jerebko","DET",49,892,43,95,34,9,29,2,3,3,6
"Trevor Booker","WAS",48,887,40,93,27,13,13,3,11,7,6
"James Johnson","SAC",54,878,58,136,38,20,20,6,12,9,11
"Jason Smith","NOH",51,876,34,78,24,10,7,9,8,2,8
"Mike James","DAL",45,862,139,319,98,41,35,20,43,11,30
"Chris Copeland","NYK",56,862,27,68,13,14,6,3,4,8,6
"Luke Walton","CLE",50,857,166,363,135,31,77,25,33,7,24
"Ronnie Brewer","OKC",60,852,50,119,31,19,13,8,10,4,15
"DeJuan Blair","SAS",61,851,45,103,32,13,26,1,5,7,6
"Chris Wilcox","BOS",61,830,22,49,17,5,9,0,8,0,5
"Earl Watson","UTA",48,829,190,401,169,21,95,30,44,3,18
"John Henson","MIL",63,827,31,68,25,6,10,3,12,0,6
"John Lucas III","TOR",63,827,105,249,66,39,29,13,24,8,31
"Chris Duhon","LAL",46,820,133,316,83,50,46,14,23,17,33
"Victor Claver","POR",49,812,43,94,35,8,15,11,9,4,4
"DeQuan Jones","ORL",63,803,16,34,14,2,6,2,6,0,2
"Rashard Lewis","MIA",55,792,30,71,19,11,8,2,9,5,6
"Andrew Bogut","GSW",32,786,67,150,51,16,34,3,14,1,15
"Hasheem Thabeet","OKC",66,770,11,25,8,3,3,2,3,0,3
"Samuel Dalembert","MIL",47,765,21,44,19,2,12,2,5,0,2
"Gustavo Ayon","MIL",54,735,71,154,59,12,43,9,7,2,10
"Luke Babbitt","POR",62,730,29,73,14,15,4,3,7,4,11
"Jeff Adrien","CHA",52,713,36,80,28,8,18,3,7,3,5
"Patrick Beverley","HOU",41,712,117,290,61,56,41,13,7,24,32
"Kendall Marshall","PHX",48,702,143,330,99,44,41,18,40,14,30
"Ronny Turiaf","LAC",65,701,35,78,27,8,19,3,5,0,8
"Royal Ivey","PHI",53,698,32,72,24,8,9,5,10,2,6
"Darius Miller","NOH",52,694,44,100,32,12,18,3,11,2,10
"Cartier Martin","WAS",41,694,20,44,16,4,5,5,6,1,3
"Nazr Mohammed","CHI",63,693,26,61,17,9,10,4,3,3,6
"Sam Young","IND",56,693,42,102,24,18,12,8,4,4,14
"Darius Morris","LAL",48,683,76,189,39,37,15,6,18,9,28
"Amar'e Stoudemire","NYK",29,682,13,33,6,7,1,1,4,2,5
"Austin Daye","MEM",55,675,42,98,28,14,18,6,4,7,7
"Ryan Hollins","LAC",60,663,11,25,8,3,3,1,4,1,2
"Patty Mills","SAS",58,656,62,144,42,20,20,9,13,6,14
"Jeremy Pargo","PHI",39,655,92,218,58,34,24,9,25,13,21
"Lance Thomas","NOH",59,646,17,38,13,4,6,2,5,2,2
"Mickael Gelabale","MIN",36,644,26,58,20,6,6,1,13,2,4
"Kyle O'Quinn","ORL",57,638,52,110,46,6,38,5,3,3,3
"Xavier Henry","NOH",50,625,13,29,10,3,6,0,4,1,2
"Chris Andersen","MIA",42,624,17,42,9,8,6,1,2,6,2
"Orlando Johnson","IND",51,619,47,113,28,19,11,5,12,6,13
"Kevin Love","MIN",18,618,42,94,32,10,16,6,10,2,8
"Jan Vesely","WAS",50,601,28,62,22,6,8,8,6,4,2
"Doron Lamb","ORL",47,578,32,70,26,6,9,8,9,2,4
"Derek Fisher","OKC",33,575,47,104,37,10,18,8,11,2,8
"Richard Jefferson","GSW",56,568,31,66,27,4,13,7,7,0,4
"Joel Anthony","MIA",62,566,13,36,3,10,2,0,1,5,5
"Rodrigue Beaubois","DAL",45,549,84,192,60,24,20,17,23,5,19
"Jerry Stackhouse","BKN",37,544,35,85,20,15,9,6,5,6,9
"Arnett Moultrie","PHI",47,542,10,23,7,3,7,0,0,2,1
"Donatas Motiejunas","HOU",44,537,31,77,16,15,11,2,3,5,10
"Sasha Pavlovic","POR",39,528,32,75,21,11,12,3,6,4,7
"Ish Smith","MIL",52,516,87,201,60,27,29,6,25,3,24
"Aaron Gray","TOR",42,513,33,75,24,9,16,1,7,1,8
"Leandro Barbosa","BOS",41,513,58,125,49,9,19,8,22,3,6
"Ronnie Price","POR",39,510,73,170,49,24,25,1,23,8,16
"Chase Budinger","MIN",23,508,25,54,21,4,9,1,11,0,4
"Jannero Pargo","CHA",32,507,67,152,49,18,25,9,15,5,13
"Omri Casspi","CLE",43,503,28,63,21,7,10,4,7,1,6
"Mirza Teletovic","BKN",53,499,23,58,11,12,9,0,2,9,3
"Andris Biedrins","GSW",53,495,14,31,11,3,4,2,5,1,2
"Hakim Warrick","CHA",28,489,25,54,21,4,13,3,5,2,2
"Joel Freeland","POR",51,477,13,29,10,3,6,2,2,2,1
"Khris Middleton","DET",27,475,28,64,20,8,13,2,5,3,5
"Jordan Hill","LAL",29,458,13,32,7,6,2,3,2,2,4
"Bernard James","DAL",46,457,6,13,5,1,0,0,5,0,1
"Travis Outlaw","SAC",38,444,21,49,14,7,9,3,2,4,3
"Daequan Cook","CHI",49,441,19,45,12,7,8,3,1,5,2
"Charles Jenkins","PHI",59,441,44,100,32,12,12,5,15,5,7
"Grant Hill","LAC",29,437,26,60,18,8,8,4,6,2,6
"James White","NYK",57,435,29,73,14,15,6,0,8,5,10
"Kenyon Martin","NYK",18,431,8,21,3,5,2,0,1,1,4
"Evan Fournier","DEN",38,428,44,96,36,8,26,5,5,4,4
"Chauncey Billups","LAC",22,418,49,108,39,10,23,8,8,7,3
"Shelvin Mack","ATL",31,416,68,147,57,11,27,7,23,4,7
"Kim English","DET",41,407,26,59,19,7,14,1,4,1,6
"James Anderson","HOU",39,401,42,106,20,22,15,0,5,8,14
"Jordan Hamilton","DEN",40,397,23,51,18,5,14,4,0,2,3
"Kurt Thomas","NYK",39,392,21,51,12,9,5,0,7,4,5
"Marquis Teague","CHI",48,392,63,138,51,12,24,5,22,6,6
"Cory Joseph","SAS",28,388,53,116,43,10,19,11,13,4,6
"Cole Aldrich","SAC",45,388,9,22,5,4,2,1,2,0,4
"Dominic McGuire","IND",26,387,20,45,15,5,4,3,8,1,4
"Mickael Pietrus","TOR",19,386,9,22,5,4,3,1,1,0,4
"Jason Collins","WAS",38,385,8,19,5,3,1,1,3,1,2
"Anthony Morrow","DAL",41,383,13,31,8,5,2,0,6,2,3
"Reggie Williams","CHA",40,380,39,89,28,11,11,6,11,5,6
"Linas Kleiza","TOR",20,376,16,39,9,7,3,3,3,1,6
"Mike Scott","ATL",40,376,12,30,6,6,3,0,3,1,5
"Lou Amundson","NOH",39,371,11,22,11,0,4,0,7,0,0
"Jeff Ayres","IND",37,369,15,35,10,5,6,4,0,1,4
"Timofey Mozgov","DEN",40,366,9,22,5,4,4,0,1,2,2
"Tyrus Thomas","CHA",26,360,19,43,14,5,8,4,2,0,5
"Johan Petro","ATL",31,352,16,36,12,4,7,2,3,2,2
"Jared Jeffries","POR",38,350,14,35,7,7,5,1,1,1,6
"Quincy Acy","TOR",29,342,11,29,4,7,4,0,0,2,5
"Dominique Jones","DAL",29,338,83,201,48,35,22,9,17,10,25
